siteID,namedLocation,collectDate,eventID,sampleID,samplerType,towsTrapsVolume,sampleNumber,towsTrapsNumber,zooDepth1,zooDepth2,zooDepth3,taxonID,nauplii,zooMinimumLength,zooMeanLength,zooMaximumLength,zooWidth,adjCountPerBottle,aquaticSiteType,countPerL
BARC,BARC.AOS.buoy.c0,2017-06-28T12:16:00Z,BARC.20170628,BARC.20170628.TOWNET.1,tow net,642.4,1,2,4.4,4.4,NA,TRISP31,N,0.18,0.19,0.23,0.08,4960,lake,7.721046077210461
BARC,BARC.AOS.buoy.c0,2017-06-28T12:16:00Z,BARC.20170628,BARC.20170628.TOWNET.1,tow net,642.4,1,2,4.4,4.4,NA,KERTAU,N,0.15,0.15,0.15,NA,29120,lake,45.33001245330013
BARC,BARC.AOS.buoy.c0,2017-06-28T12:16:00Z,BARC.20170628,BARC.20170628.TOWNET.1,tow net,642.4,1,2,4.4,4.4,NA,ARCFLO,N,0.83,0.9,1,NA,1920,lake,2.9887920298879203
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,ALOSP2,N,0.23,0.23,0.23,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,CONSP8,N,0.1,0.1,0.1,0.08,504,lake,14
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,NOTSP4,N,0.15,0.19,0.23,NA,24,lake,0.6666666666666666
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,CONUNI,N,0.08,0.08,0.08,0.05,288,lake,8
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,ASCECA,N,0.08,0.08,0.08,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,COPSP,Y,0.08,0.14,0.2,NA,1272,lake,35.333333333333336
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,TRISIM,N,0.13,0.13,0.13,0.08,72,lake,2
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,DIASP10,N,0.3,0.51,0.7,NA,48,lake,1.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,GASSTY,N,0.08,0.08,0.08,NA,456,lake,12.666666666666666
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,CYCSP,N,0.23,0.38,0.6,NA,72,lake,2
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,ILYSP5,N,0.4,0.43,0.45,NA,24,lake,0.6666666666666666
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,LECMIR,N,0.18,0.18,0.18,NA,72,lake,2
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,TRISP31,N,0.13,0.13,0.13,0.05,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,CHYSP,N,0.25,0.25,0.25,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,CEPSP5,N,0.13,0.13,0.13,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,SIMSP3,N,1.18,1.18,1.18,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,KERGRA,N,0.15,0.17,0.18,NA,516,lake,14.333333333333334
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,EUBTUB,N,0.25,0.25,0.25,NA,24,lake,0.6666666666666666
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,POLSP20,N,0.08,0.08,0.1,NA,216,lake,6
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,CHYSPH,N,0.23,0.23,0.23,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.littoral1,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.3,2.1,MONSP8,N,0.1,0.1,0.1,NA,12,lake,0.3333333333333333
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,SKIMIS,N,0.75,0.84,0.93,NA,2520,lake,2.996575342465753
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,CONUNI,N,0.08,0.08,0.08,0.05,13860,lake,16.481164383561644
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,EUBTUB,N,0.4,0.4,0.4,NA,210,lake,0.2497146118721461
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,MACSP4,N,0.28,0.28,0.28,NA,210,lake,0.2497146118721461
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,TRISP31,N,0.13,0.13,0.13,0.05,210,lake,0.2497146118721461
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,POLSP20,N,0.08,0.08,0.1,NA,2520,lake,2.996575342465753
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,CONSP8,N,0.1,0.1,0.1,0.08,3360,lake,3.9954337899543377
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,ARCFLO,N,0.93,0.94,0.95,NA,630,lake,0.7491438356164383
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,MESEDA,N,0.73,0.79,0.93,NA,1050,lake,1.2485730593607305
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,DIASP10,N,0.3,0.49,0.8,NA,3570,lake,4.245148401826484
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,GASSTY,N,0.08,0.08,0.08,NA,3990,lake,4.744577625570776
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,CYCSP,N,0.7,0.73,0.75,NA,420,lake,0.4994292237442922
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,TRISIM,N,0.25,0.25,0.25,0.1,630,lake,0.7491438356164383
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,COPSP,Y,0.1,0.14,0.23,NA,27720,lake,32.96232876712329
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,HEXMIR,N,0.13,0.13,0.13,NA,1050,lake,1.2485730593607305
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,KERGRA,N,0.15,0.17,0.18,NA,17640,lake,20.976027397260275
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,CALSP1,N,0.3,0.52,0.73,NA,5040,lake,5.993150684931506
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,LECMIR,N,0.18,0.18,0.2,NA,630,lake,0.7491438356164383
BARC,BARC.AOS.buoy.c0,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.TOWNET.1,tow net,840.96,1,2,5.8,5.8,NA,MONSP9,N,0.13,0.13,0.13,NA,210,lake,0.2497146118721461
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,DIASP10,N,0.38,0.38,0.38,NA,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,CYCSP,N,0.25,0.25,0.25,NA,140,lake,3.888888888888889
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,ASCECA,N,0.1,0.1,0.1,NA,60,lake,1.6666666666666667
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,EUBTUB,N,0.23,0.32,0.38,NA,440,lake,12.222222222222221
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,MONSP9,N,0.13,0.13,0.13,NA,60,lake,1.6666666666666667
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,CONUNI,N,0.08,0.08,0.08,0.05,140,lake,3.888888888888889
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,CONSP8,N,0.1,0.1,0.1,0.08,440,lake,12.222222222222221
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,TRISIM,N,0.3,0.3,0.3,0.08,80,lake,2.2222222222222223
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,GASSTY,N,0.08,0.08,0.08,NA,760,lake,21.11111111111111
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,TRISP31,N,0.13,0.13,0.13,0.05,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,KERGRA,N,0.15,0.17,0.18,NA,660,lake,18.333333333333332
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,SKIMIS,N,0.83,0.89,0.95,NA,140,lake,3.888888888888889
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,TROPRA1,N,0.5,0.54,0.58,NA,40,lake,1.1111111111111112
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,LECMIR,N,0.18,0.18,0.18,NA,60,lake,1.6666666666666667
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,MONLUN,N,0.08,0.09,0.1,NA,140,lake,3.888888888888889
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,ILYSP5,N,0.28,0.33,0.38,NA,40,lake,1.1111111111111112
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,KERTAU,N,0.18,0.18,0.18,NA,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,CHYSP,N,0.25,0.28,0.35,NA,120,lake,3.3333333333333335
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,COPSP,Y,0.1,0.13,0.25,NA,1440,lake,40
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,EUCSP7,N,0.33,0.35,0.38,NA,40,lake,1.1111111111111112
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,CALSP1,N,0.33,0.6,0.78,NA,260,lake,7.222222222222222
BARC,BARC.AOS.littoral2,2017-10-31T16:07:00Z,BARC.20171031,BARC.20171031.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.1,1.7,POLSP20,N,0.08,0.09,0.1,NA,220,lake,6.111111111111111
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,TROPRA1,N,0.45,0.5,0.55,NA,263,lake,7.305555555555555
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,CALSP1,N,0.33,0.5,0.75,NA,243,lake,6.75
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,TESSP2,N,0.13,0.13,0.13,NA,41,lake,1.1388888888888888
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,ALOSP2,N,0.2,0.24,0.25,NA,122,lake,3.388888888888889
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,CHYSP,N,0.2,0.24,0.33,NA,81,lake,2.25
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,BDESP,N,NA,NA,NA,NA,61,lake,1.6944444444444444
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,CONSP8,N,0.1,0.1,0.1,0.08,41,lake,1.1388888888888888
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,TRISIM,N,0.18,0.18,0.2,0.05,61,lake,1.6944444444444444
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,KERGRA,N,0.15,0.16,0.18,NA,81,lake,2.25
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,ASCECA,N,0.13,0.13,0.13,NA,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,COPSP,Y,0.08,0.14,0.2,NA,2207,lake,61.30555555555556
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,SKIMIS,N,0.95,0.95,0.95,NA,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,ACASP1,N,0.23,0.33,0.4,NA,122,lake,3.388888888888889
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,KERTAU,N,0.18,0.18,0.18,NA,1033,lake,28.694444444444443
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,CHYSPH,N,0.23,0.27,0.35,NA,1073,lake,29.805555555555557
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,LECMIR,N,0.13,0.14,0.18,NA,61,lake,1.6944444444444444
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,CYCSP,N,0.23,0.33,0.6,NA,729,lake,20.25
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,MONSP9,N,0.13,0.13,0.13,NA,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,MACSP4,N,0.65,0.65,0.65,NA,20,lake,0.5555555555555556
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,EUBTUB,N,0.33,0.39,0.5,NA,263,lake,7.305555555555555
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,MONLUN,N,0.08,0.08,0.1,NA,81,lake,2.25
BARC,BARC.AOS.littoral2,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.4,2.3,MONSP8,N,0.1,0.1,0.1,NA,101,lake,2.8055555555555554
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,TESSP2,N,0.15,0.15,0.15,NA,30,lake,0.8333333333333334
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,CHYSPH,N,0.25,0.26,0.28,NA,60,lake,1.6666666666666667
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,KERTAU,N,0.15,0.17,0.18,NA,2850,lake,79.16666666666667
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,CALSP1,N,0.33,0.64,0.88,NA,420,lake,11.666666666666666
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,COPSP,Y,0.08,0.1,0.13,NA,13380,lake,371.6666666666667
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,LECSP1,N,0.18,0.18,0.18,NA,30,lake,0.8333333333333334
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,ALOSP2,N,0.2,0.21,0.23,NA,60,lake,1.6666666666666667
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,DIASP10,N,0.3,0.3,0.3,NA,30,lake,0.8333333333333334
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,CYCSP,N,0.25,0.28,0.55,NA,2850,lake,79.16666666666667
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,SKIMIS,N,0.95,1.01,1.08,NA,150,lake,4.166666666666667
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,EUBTUB,N,0.3,0.32,0.35,NA,90,lake,2.5
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,TROPRA1,N,0.33,0.39,0.5,NA,2190,lake,60.833333333333336
BARC,BARC.AOS.littoral1,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.SCHINDLER.2,Schindler-Patalas,36,2,3,0.5,1.2,1.9,MONSP8,N,0.08,0.08,0.08,NA,30,lake,0.8333333333333334
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,CYCSP,N,0.4,0.57,0.95,NA,2200,lake,3.0752026838132513
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,KERTAU,N,0.15,0.17,0.18,NA,5500,lake,7.688006709533129
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,CALSP1,N,0.35,0.7,0.93,NA,12500,lake,17.472742521666202
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,COPSP,Y,0.08,0.14,0.23,NA,28200,lake,39.41850712887895
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,POLSP20,N,0.08,0.08,0.08,NA,100,lake,0.13978194017332962
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,MESEDA,N,0.83,1.05,1.5,NA,3200,lake,4.473022085546548
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,DIASP10,N,0.38,0.38,0.38,NA,100,lake,0.13978194017332962
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,EUBTUB,N,0.28,0.38,0.53,NA,500,lake,0.698909700866648
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,KERGRA,N,0.15,0.16,0.18,NA,5100,lake,7.1288789488398105
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,SKIMIS,N,0.85,0.96,1.18,NA,2700,lake,3.7741123846798996
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,ARCFLO,N,0.95,1.05,1.2,NA,1100,lake,1.5376013419066257
BARC,BARC.AOS.buoy.c0,2018-02-14T15:41:00Z,BARC.20180214,BARC.20180214.TOWNET.1,tow net,715.4,1,2,4.9,4.9,NA,GASSTY,N,0.1,0.1,0.1,NA,100,lake,0.13978194017332962
BARC,BARC.AOS.littoral2,2018-07-09T12:56:00Z,BARC.20180709,BARC.20180709.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.2,2,POLSP20,N,0.1,0.1,0.1,NA,270,lake,7.5
BARC,BARC.AOS.littoral2,2018-07-09T12:56:00Z,BARC.20180709,BARC.20180709.SCHINDLER.3,Schindler-Patalas,36,3,3,0.5,1.2,2,EUBTUB,N,0.25,0.25,0.25,NA,270,lake,7.5
