siteID,namedLocation,collectDate,eventID,sampleID,samplerType,towsTrapsVolume,taxonID,nauplii,zooMinimumLength,zooMaximumLength,zooWidth,adjCountPerBottle,aquaticSiteType,countPerL,mean_body_length,max_body_length
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,DIASP10,N,0.4,0.95,,128,lake,5.333333333333333,0.675,0.95
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,TRISP31,N,0.25,0.275,0.08,8,lake,0.3333333333333333,0.2625,0.275
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,ARCFLO,N,0.925,1.2,,23,lake,0.9583333333333334,1.0625,1.2
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,MESEDA,N,0.425,1.325,,195,lake,8.125,0.875,1.325
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,KERGRA,N,0.175,0.175,,45,lake,1.875,0.175,0.175
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,CYCSP,N,0.4,0.7,,206,lake,8.583333333333334,0.55,0.7
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,OSTSP,N,0.15,0.2,,30,lake,1.25,0.175,0.2
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,CONUNI,N,0.1,0.275,0.063,23,lake,0.9583333333333334,0.1875,0.275
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,CALSP1,N,0.375,0.875,,23,lake,0.9583333333333334,0.625,0.875
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,CAMSP12,N,0.525,0.525,,4,lake,0.1666666666666666,0.525,0.525
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,BDESP,N,0.2,0.2,,4,lake,0.1666666666666666,0.2,0.2
SUGG,SUGG.AOS.littoral1,2021-02-11T15:20:00Z,SUGG.20210211,SUGG.20210211.SCHINDLER.2,Schindler-Patalas,24.0,TROPRA1,N,0.425,0.55,,45,lake,1.875,0.48750000000000004,0.55
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,DIASP10,N,0.4,0.5,,160,lake,6.666666666666667,0.45,0.5
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,CONUNI,N,0.2,0.2,,40,lake,1.6666666666666667,0.2,0.2
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,KERGRA,N,0.15,0.175,,23280,lake,970.0,0.16249999999999998,0.175
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,DAPAMB,N,0.525,0.625,,80,lake,3.333333333333333,0.575,0.625
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,TROPRA1,N,0.5,0.525,,80,lake,3.333333333333333,0.5125,0.525
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,MESEDA,N,0.825,1.3,,400,lake,16.666666666666668,1.0625,1.3
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,HEXMIR,N,0.125,0.125,,80,lake,3.333333333333333,0.125,0.125
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,ARCFLO,N,0.875,1.2,,600,lake,25.0,1.0375,1.2
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,CALSP1,N,0.3,0.85,,1120,lake,46.66666666666666,0.575,0.85
SUGG,SUGG.AOS.littoral1,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.2,Schindler-Patalas,24.0,CYCSP,N,0.275,0.425,,240,lake,10.0,0.35,0.425
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,KERGRA,N,0.15,0.175,,8480,lake,353.3333333333333,0.16249999999999998,0.175
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,CYCSP,N,0.3,0.7,,120,lake,5.0,0.5,0.7
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,DAPAMB,N,0.6,0.875,,80,lake,3.333333333333333,0.7375,0.875
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,DIASP10,N,0.3,0.625,,400,lake,16.666666666666668,0.4625,0.625
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,MESEDA,N,0.75,0.95,,160,lake,6.666666666666667,0.85,0.95
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,TRISP31,N,0.3,0.3,0.1,40,lake,1.6666666666666667,0.3,0.3
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,CALSP1,N,0.325,0.95,,520,lake,21.666666666666668,0.6375,0.95
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,HEXMIR,N,0.125,0.175,,360,lake,15.0,0.15,0.175
SUGG,SUGG.AOS.buoy.c0,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.1,Schindler-Patalas,24.0,ARCFLO,N,0.9,1.15,,440,lake,18.33333333333333,1.025,1.15
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,CONSP8,N,0.125,0.225,0.069,180,lake,7.5,0.175,0.225
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,TROPRA1,N,0.5,0.5,,20,lake,0.8333333333333334,0.5,0.5
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,CYCSP,N,0.25,0.4,,140,lake,5.833333333333333,0.325,0.4
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,CALSP1,N,0.35,0.9,,280,lake,11.666666666666666,0.625,0.9
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,ARCFLO,N,0.925,1.1,,220,lake,9.166666666666666,1.0125000000000002,1.1
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,DIASP10,N,0.35,0.7,,240,lake,10.0,0.5249999999999999,0.7
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,ASCECA,N,0.125,0.15,,40,lake,1.6666666666666667,0.1375,0.15
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,KERGRA,N,0.15,0.175,,4600,lake,191.66666666666663,0.16249999999999998,0.175
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,HEXMIR,N,0.125,0.175,,300,lake,12.5,0.15,0.175
SUGG,SUGG.AOS.littoral2,2021-06-30T13:04:00Z,SUGG.20210630,SUGG.20210630.SCHINDLER.3,Schindler-Patalas,24.0,MESEDA,N,0.75,1.075,,160,lake,6.666666666666667,0.9125,1.075
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,30,lake,1.25,0.1,0.1
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,LECBUL,N,0.09,0.09,0.05,1,lake,0.0416666666666666,0.09,0.09
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,KERSER,N,0.09,0.09,0.05,1,lake,0.0416666666666666,0.09,0.09
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,PLOLEN,N,0.2,0.2,0.15,1,lake,0.0416666666666666,0.2,0.2
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,ALOSP2,N,0.3,0.3,,4,lake,0.1666666666666666,0.3,0.3
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,GASSP6,N,0.2,0.2,0.2,1,lake,0.0416666666666666,0.2,0.2
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,DIASP10,N,0.4,0.8,,5,lake,0.2083333333333333,0.6000000000000001,0.8
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,CYCSP1,N,0.3,1.0,,55,lake,2.2916666666666665,0.65,1.0
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,DIASP,N,0.5,1.2,,55,lake,2.2916666666666665,0.85,1.2
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,ARCFLO,N,1.0,1.0,,36,lake,1.5,1.0,1.0
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,MESEDA,N,1.2,1.2,,1,lake,0.0416666666666666,1.2,1.2
SUGG,SUGG.AOS.littoral1,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.2,Schindler-Patalas,24.0,DAPSP1,N,0.6,1.0,,28,lake,1.1666666666666667,0.8,1.0
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,200,lake,8.333333333333334,0.1,0.1
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,ARCFLO,N,1.0,1.0,,115,lake,4.791666666666667,1.0,1.0
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,DAPSP1,N,0.7,1.0,,105,lake,4.375,0.85,1.0
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,CYCSP1,N,0.6,1.0,,240,lake,10.0,0.8,1.0
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,TROPRA1,N,0.6,0.6,,15,lake,0.625,0.6,0.6
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,MESEDA,N,0.8,1.0,,30,lake,1.25,0.9,1.0
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,DIASP10,N,0.6,1.0,,150,lake,6.25,0.8,1.0
SUGG,SUGG.AOS.littoral2,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.3,Schindler-Patalas,24.0,DIASP,N,0.8,1.0,,525,lake,21.875,0.9,1.0
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,CLASP,N,0.2,0.2,,3,lake,0.0833333333333333,0.2,0.2
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,DIASP,N,0.5,1.2,,110,lake,3.055555555555556,0.85,1.2
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,ARCFLO,N,1.0,1.0,,38,lake,1.0555555555555556,1.0,1.0
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,KERAME,N,0.1,0.1,0.05,113,lake,3.138888888888889,0.1,0.1
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,MESEDA,N,1.2,1.2,,38,lake,1.0555555555555556,1.2,1.2
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,TRIPOR,N,0.2,0.2,0.07,5,lake,0.1388888888888889,0.2,0.2
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,TROPRA1,N,0.5,0.5,,3,lake,0.0833333333333333,0.5,0.5
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,CYCSP1,N,0.4,1.0,,133,lake,3.6944444444444446,0.7,1.0
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,DIASP10,N,0.4,1.0,,113,lake,3.138888888888889,0.7,1.0
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,DAPSP1,N,0.4,1.0,,90,lake,2.5,0.7,1.0
SUGG,SUGG.AOS.buoy.c0,2022-02-14T16:41:00Z,SUGG.20220214,SUGG.20220214.SCHINDLER.1,Schindler-Patalas,36.0,TESSP2,N,0.15,0.15,0.08,3,lake,0.0833333333333333,0.15,0.15
SUGG,SUGG.AOS.littoral2,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.3,Schindler-Patalas,24.0,ARCFLO,N,1.0,1.0,,570,lake,23.75,1.0,1.0
SUGG,SUGG.AOS.littoral2,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.3,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,6330,lake,263.75,0.1,0.1
SUGG,SUGG.AOS.littoral2,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.3,Schindler-Patalas,24.0,CALSP1,N,0.4,1.2,,2310,lake,96.25,0.8,1.2
SUGG,SUGG.AOS.littoral2,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.3,Schindler-Patalas,24.0,DIASP10,N,0.3,0.4,,1050,lake,43.75,0.35,0.4
SUGG,SUGG.AOS.littoral2,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.3,Schindler-Patalas,24.0,CYCSP,N,0.4,0.6,,360,lake,15.0,0.5,0.6
SUGG,SUGG.AOS.littoral2,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.3,Schindler-Patalas,24.0,MESEDA,N,1.2,1.2,,30,lake,1.25,1.2,1.2
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,DIASP10,N,0.2,0.6,,600,lake,25.0,0.4,0.6
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,ARCFLO,N,1.0,1.0,,160,lake,6.666666666666667,1.0,1.0
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,CALSP1,N,0.4,0.8,,180,lake,7.5,0.6000000000000001,0.8
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,4420,lake,184.16666666666663,0.1,0.1
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,BOSTUB,N,0.2,0.3,,40,lake,1.6666666666666667,0.25,0.3
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,CYCSP,N,0.2,0.8,,180,lake,7.5,0.5,0.8
SUGG,SUGG.AOS.littoral1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.2,Schindler-Patalas,24.0,CONSP8,N,0.15,0.15,0.08,20,lake,0.8333333333333334,0.15,0.15
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,BOSTUB,N,0.3,0.3,,30,lake,1.25,0.3,0.3
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,MESEDA,N,1.2,1.2,,30,lake,1.25,1.2,1.2
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,CALSP1,N,0.4,1.0,,150,lake,6.25,0.7,1.0
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,6720,lake,280.0,0.1,0.1
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,CYCSP,N,0.3,1.0,,390,lake,16.25,0.65,1.0
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,TROPRA1,N,0.4,0.4,,30,lake,1.25,0.4,0.4
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,ARCFLO,N,0.9,0.9,,270,lake,11.25,0.9,0.9
SUGG,SUGG.AOS.buoy.c1,2022-07-13T14:19:00Z,SUGG.20220713,SUGG.20220713.SCHINDLER.1,Schindler-Patalas,24.0,DIASP10,N,0.2,0.6,,510,lake,21.25,0.4,0.6
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,LECBUL,N,0.12,0.12,0.1,5,lake,0.2083333333333333,0.12,0.12
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,TROPRA1,N,0.5,0.5,,15,lake,0.625,0.5,0.5
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,DIABIR,N,0.4,1.0,,145,lake,6.041666666666667,0.7,1.0
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,35,lake,1.4583333333333333,0.1,0.1
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,ARCFLO,N,1.0,1.0,,145,lake,6.041666666666667,1.0,1.0
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,MESEDA,N,1.0,1.2,,90,lake,3.75,1.1,1.2
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,FILLON,N,0.15,0.15,0.08,5,lake,0.2083333333333333,0.15,0.15
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,CALSP1,N,0.5,1.0,,380,lake,15.833333333333334,0.75,1.0
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,BOSTUB,N,0.2,0.6,,70,lake,2.9166666666666665,0.4,0.6
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,DAPAMB,N,0.4,1.0,,185,lake,7.708333333333333,0.7,1.0
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,SYNSP8,N,0.15,0.15,0.1,5,lake,0.2083333333333333,0.15,0.15
SUGG,SUGG.AOS.littoral1,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.2,Schindler-Patalas,24.0,CYCSP1,N,0.3,0.8,,145,lake,6.041666666666667,0.55,0.8
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,MESEDA,N,0.8,1.2,,48,lake,2.0,1.0,1.2
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,BOSTUB,N,0.3,0.6,,15,lake,0.625,0.44999999999999996,0.6
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,DIABIR,N,0.3,0.6,,75,lake,3.125,0.44999999999999996,0.6
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,ARCFLO,N,1.0,1.0,,27,lake,1.125,1.0,1.0
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,TROPRA1,N,0.5,0.6,,15,lake,0.625,0.55,0.6
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,CYCSP1,N,0.4,0.8,,69,lake,2.875,0.6000000000000001,0.8
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,KERAME,N,0.1,0.1,0.05,90,lake,3.75,0.1,0.1
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,CALSP1,N,0.3,1.0,,354,lake,14.75,0.65,1.0
SUGG,SUGG.AOS.littoral2,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.3,Schindler-Patalas,24.0,DAPAMB,N,0.4,1.0,,42,lake,1.75,0.7,1.0
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,DAPAMB,N,0.4,1.0,,95,lake,2.638888888888889,0.7,1.0
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,MESEDA,N,1.0,1.2,,100,lake,2.7777777777777777,1.1,1.2
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,KERAME,N,0.1,0.1,0.05,465,lake,12.916666666666666,0.1,0.1
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,CALSP1,N,0.6,1.0,,775,lake,21.52777777777778,0.8,1.0
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,DIABIR,N,0.3,0.8,,140,lake,3.888888888888889,0.55,0.8
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,ARCFLO,N,1.0,1.0,,40,lake,1.1111111111111112,1.0,1.0
SUGG,SUGG.AOS.buoy.c0,2022-10-31T16:06:00Z,SUGG.20221031,SUGG.20221031.SCHINDLER.1,Schindler-Patalas,36.0,CYCSP1,N,0.6,0.8,,70,lake,1.9444444444444444,0.7,0.8
