uid,domain_id,site_id,named_location,collect_date,processed_date,parent_sample_id,sample_id,sample_code,analysis_type,field_sample_volume,lab_sample_volume,domain_filter_volume,adj_ash_free_dry_mass,plant_dry_mass,plant_surface_area,plant_adj_ash_free_dry_mass,preservative_type,preservative_volume,remarks,measured_by,recorded_by,sample_condition,ash_mass_data_qf,data_qf,publication_date,release
96c05d9d-78cd-410d-a451-d23b27b098cd,D05,CRAM,CRAM.AOS.riparian.point.02,2018-09-27T22:27:00Z,2018-09-28T19:03:00Z,CRAM.20180927.EPIXYLON.2,CRAM.20180927.EPIXYLON.2.TAXONOMY,A00000007342,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
dfcec895-5a92-40ba-beb7-ba1f1aca6aec,D05,CRAM,CRAM.AOS.riparian.point.04,2018-09-27T22:27:00Z,2018-09-28T19:52:00Z,CRAM.20180927.EPIXYLON.4,CRAM.20180927.EPIXYLON.4.AFDM.1,NA,AFDM,125,NA,5,0.0017,NA,NA,NA,NA,NA,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
1cd54bf9-c5c0-44ed-a01c-f38dd90f9d8f,D05,CRAM,CRAM.AOS.buoy.c0,2018-09-27T22:27:00Z,2018-09-28T16:15:00Z,CRAM.20180927.PHYTOPLANKTON.1,CRAM.20180927.PHYTOPLANKTON.1.TAXONOMY,A00000007300,taxonomy,4000,100,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
5b46d419-090c-4f12-8f9e-bf4c9d967100,D05,CRAM,CRAM.AOS.riparian.point.08,2018-09-27T22:27:00Z,2018-09-28T20:28:00Z,CRAM.20180927.EPIXYLON.8,CRAM.20180927.EPIXYLON.8.AFDM.1,NA,AFDM,125,NA,5,0.0019,NA,NA,NA,NA,NA,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
b080d487-981e-43df-b402-28e484652719,D05,CRAM,CRAM.AOS.riparian.point.10,2018-09-27T22:27:00Z,2018-09-28T20:44:00Z,CRAM.20180927.EPIXYLON.10,CRAM.20180927.EPIXYLON.10.TAXONOMY,A00000007341,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
286b0844-36e7-4338-b59b-213d7c49ddca,D05,CRAM,CRAM.AOS.littoral2,2018-09-27T22:27:00Z,2018-09-28T18:07:00Z,CRAM.20180927.PHYTOPLANKTON.3,CRAM.20180927.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,4000,NA,200,9e-4,NA,NA,NA,NA,NA,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
fe4268b9-a1a2-484d-9d18-aebef3868e88,D05,CRAM,CRAM.AOS.littoral1,2018-09-27T22:27:00Z,2018-09-28T17:35:00Z,CRAM.20180927.PHYTOPLANKTON.2,CRAM.20180927.PHYTOPLANKTON.2.TAXONOMY,A00000007316,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
8dbebddb-5e3b-4755-9dc2-7195f4cdcb21,D05,CRAM,CRAM.AOS.buoy.c0,2018-09-27T22:27:00Z,2018-09-28T16:15:00Z,CRAM.20180927.PHYTOPLANKTON.1,CRAM.20180927.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,4000,NA,200,3e-4,NA,NA,NA,NA,NA,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
0fc6869f-b275-4ef7-b2e6-033e8eaba73b,D05,CRAM,CRAM.AOS.riparian.point.06,2018-09-27T22:27:00Z,2018-09-28T20:09:00Z,CRAM.20180927.EPIXYLON.6,CRAM.20180927.EPIXYLON.6.TAXONOMY,A00000007323,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
af1dd935-f229-4a43-8764-f281d2bf0b4a,D05,CRAM,CRAM.AOS.littoral2,2018-09-27T22:27:00Z,2018-09-28T18:07:00Z,CRAM.20180927.PHYTOPLANKTON.3,CRAM.20180927.PHYTOPLANKTON.3.TAXONOMY,A00000007331,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
623fb4a0-60d7-4a26-865d-e76760b81be9,D05,CRAM,CRAM.AOS.riparian.point.04,2018-09-27T22:27:00Z,2018-09-28T19:52:00Z,CRAM.20180927.EPIXYLON.4,CRAM.20180927.EPIXYLON.4.TAXONOMY,A00000007340,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,jbuza@battelleecology.org,jbuza@battelleecology.org,OK,NA,NA,20231228T184122Z,RELEASE-2024
fef9b882-e086-497c-9198-765b93781c7f,D05,CRAM,CRAM.AOS.riparian.point.10,2019-05-08T15:04:00Z,2019-05-08T20:58:00Z,CRAM.20190508.EPIXYLON.10,CRAM.20190508.EPIXYLON.10.TAXONOMY,A00000076028,taxonomy,175,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
c62761c4-d44f-4aa0-bad3-15c9b4b3540f,D05,CRAM,CRAM.AOS.riparian.point.06,2019-05-08T15:04:00Z,2019-05-08T20:46:00Z,CRAM.20190508.EPIXYLON.6,CRAM.20190508.EPIXYLON.6.AFDM.1,NA,AFDM,175,NA,8,0.0013,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
8aa10c55-bbb1-4768-8c6b-8cf54fdd5bc0,D05,CRAM,CRAM.AOS.riparian.point.04,2019-05-08T15:04:00Z,2019-05-09T17:19:00Z,CRAM.20190508.EPIXYLON.4,CRAM.20190508.EPIXYLON.4.AFDM.1,NA,AFDM,175,NA,8,0.0016,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
f6884e59-89cf-4fc2-9acf-25597e4f153a,D05,CRAM,CRAM.AOS.riparian.point.06,2019-05-08T15:04:00Z,2019-05-08T20:46:00Z,CRAM.20190508.EPIXYLON.6,CRAM.20190508.EPIXYLON.6.TAXONOMY,A00000076026,taxonomy,175,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
925caaf4-1393-44d4-8c0c-c287b9ab4a9f,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:04:00Z,2019-05-08T21:18:00Z,CRAM.20190508.PHYTOPLANKTON.2,CRAM.20190508.PHYTOPLANKTON.2.AFDM.1,NA,AFDM,4000,NA,250,7e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
a9af616e-9972-4dce-a1ab-6d29e634d9ae,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:04:00Z,2019-05-08T21:07:00Z,CRAM.20190508.PHYTOPLANKTON.1,CRAM.20190508.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,4000,NA,250,4e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
ff3b8cd2-ee4b-4f23-b027-b2740527fef3,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:04:00Z,2019-05-08T21:20:00Z,CRAM.20190508.PHYTOPLANKTON.3,CRAM.20190508.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,4000,NA,250,6e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
80a5917a-a72d-4bbd-b72e-39fbf1af53e4,D05,CRAM,CRAM.AOS.riparian.point.02,2019-05-08T15:04:00Z,2019-05-08T20:44:00Z,CRAM.20190508.EPIXYLON.2,CRAM.20190508.EPIXYLON.2.TAXONOMY,A00000076027,taxonomy,175,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
e6c75d5d-a59c-4f33-81d2-0c65c7bacc2c,D05,CRAM,CRAM.AOS.riparian.point.08,2019-05-08T15:04:00Z,2019-05-09T18:07:00Z,CRAM.20190508.EPIXYLON.8,CRAM.20190508.EPIXYLON.8.AFDM.1,NA,AFDM,175,NA,8,0.0016,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
2006cfd1-be70-4be6-a546-b62d7b897d4b,D05,CRAM,CRAM.AOS.riparian.point.02,2019-05-08T15:04:00Z,2019-05-08T20:44:00Z,CRAM.20190508.EPIXYLON.2,CRAM.20190508.EPIXYLON.2.AFDM.1,NA,AFDM,175,NA,8,0.0021,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
6ae64e8a-cdde-46bf-8546-2f4a13e79091,D05,CRAM,CRAM.AOS.littoral1,2019-05-08T15:04:00Z,2019-05-08T21:20:00Z,CRAM.20190508.PHYTOPLANKTON.3,CRAM.20190508.PHYTOPLANKTON.3.TAXONOMY,A00000076030,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
3b21a703-f709-4248-92e8-5ca4357d3557,D05,CRAM,CRAM.AOS.buoy.c0,2019-05-08T15:04:00Z,2019-05-08T21:07:00Z,CRAM.20190508.PHYTOPLANKTON.1,CRAM.20190508.PHYTOPLANKTON.1.TAXONOMY,A00000076029,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
acd57812-d59c-4aff-a6e8-6d357d663cfc,D05,CRAM,CRAM.AOS.littoral2,2019-05-08T15:04:00Z,2019-05-08T21:18:00Z,CRAM.20190508.PHYTOPLANKTON.2,CRAM.20190508.PHYTOPLANKTON.2.TAXONOMY,A00000076031,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
590e35d8-8c4f-48db-a299-af37fd90b22b,D05,CRAM,CRAM.AOS.riparian.point.10,2019-05-08T15:04:00Z,2019-05-08T20:58:00Z,CRAM.20190508.EPIXYLON.10,CRAM.20190508.EPIXYLON.10.AFDM.1,NA,AFDM,175,NA,8,0.0023,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T172357Z,RELEASE-2024
c9fe3a1f-aba7-47ba-9824-e8533f8cad9e,D05,CRAM,CRAM.AOS.riparian.point.02,2019-07-11T15:47:00Z,2019-07-12T14:50:00Z,CRAM.20190711.EPIXYLON.2,CRAM.20190711.EPIXYLON.2.AFDM.1,NA,AFDM,125,NA,3,0.001,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
0dbbe86c-bdcd-42a2-93cf-cb003785fbf8,D05,CRAM,CRAM.AOS.littoral1,2019-07-11T15:47:00Z,2019-07-12T13:51:00Z,CRAM.20190711.PHYTOPLANKTON.2,CRAM.20190711.PHYTOPLANKTON.2.AFDM.1,NA,AFDM,1000,NA,250,2e-4,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
2d31ed48-4e09-4c1b-a597-8fe1d1286652,D05,CRAM,CRAM.AOS.riparian.point.02,2019-07-11T15:47:00Z,2019-07-12T14:50:00Z,CRAM.20190711.EPIXYLON.2,CRAM.20190711.EPIXYLON.2.TAXONOMY,A00000077248,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
e3932ebc-317a-41b8-a4b7-346a0357bbd8,D05,CRAM,CRAM.AOS.riparian.point.04,2019-07-11T15:47:00Z,2019-07-12T18:53:00Z,CRAM.20190711.EPIXYLON.4,CRAM.20190711.EPIXYLON.4.AFDM.1,NA,AFDM,125,NA,5,0.0014,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
fb6f8e1d-3113-4e65-bfa0-ababf8a08a91,D05,CRAM,CRAM.AOS.buoy.c1,2019-07-11T15:47:00Z,2019-07-12T13:49:00Z,CRAM.20190711.PHYTOPLANKTON.1,CRAM.20190711.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,1000,NA,250,2e-4,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
27d921c2-ca80-4a76-ba11-2b956b03d686,D05,CRAM,CRAM.AOS.buoy.c1,2019-07-11T15:47:00Z,2019-07-12T13:49:00Z,CRAM.20190711.PHYTOPLANKTON.1,CRAM.20190711.PHYTOPLANKTON.1.TAXONOMY,A00000077244,taxonomy,1000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
ad7fe261-3010-4e24-9d56-f2f160bcdf72,D05,CRAM,CRAM.AOS.riparian.point.06,2019-07-11T15:47:00Z,2019-07-12T14:52:00Z,CRAM.20190711.EPIXYLON.6,CRAM.20190711.EPIXYLON.6.TAXONOMY,A00000077247,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
38a0ba0c-4f74-4d81-8149-54d7d84aff74,D05,CRAM,CRAM.AOS.littoral2,2019-07-11T15:47:00Z,2019-07-12T13:53:00Z,CRAM.20190711.PHYTOPLANKTON.3,CRAM.20190711.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,1000,NA,250,2e-4,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
7fc99a3f-a829-4e20-8d59-399ccad974bd,D05,CRAM,CRAM.AOS.littoral2,2019-07-11T15:47:00Z,2019-07-12T13:53:00Z,CRAM.20190711.PHYTOPLANKTON.3,CRAM.20190711.PHYTOPLANKTON.3.TAXONOMY,A00000077245,taxonomy,1000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
b8f0b96c-27f2-4f7d-b554-d91b5069ad70,D05,CRAM,CRAM.AOS.riparian.point.08,2019-07-11T15:47:00Z,2019-07-12T19:40:00Z,CRAM.20190711.EPIXYLON.8,CRAM.20190711.EPIXYLON.8.AFDM.1,NA,AFDM,125,NA,5,0.0021,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
b68e24fb-2215-432a-b251-04accade9bc0,D05,CRAM,CRAM.AOS.littoral1,2019-07-11T15:47:00Z,2019-07-12T13:51:00Z,CRAM.20190711.PHYTOPLANKTON.2,CRAM.20190711.PHYTOPLANKTON.2.TAXONOMY,A00000077243,taxonomy,1000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
ebc9820e-acbe-4645-943c-669ca20df970,D05,CRAM,CRAM.AOS.riparian.point.10,2019-07-11T15:47:00Z,2019-07-12T14:53:00Z,CRAM.20190711.EPIXYLON.10,CRAM.20190711.EPIXYLON.10.AFDM.1,NA,AFDM,125,NA,8,0.0028,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
689ed8e8-f3e1-4b2e-8737-f134e422b896,D05,CRAM,CRAM.AOS.riparian.point.10,2019-07-11T15:47:00Z,2019-07-12T14:53:00Z,CRAM.20190711.EPIXYLON.10,CRAM.20190711.EPIXYLON.10.TAXONOMY,A00000077246,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
a0386560-c5a3-4bdb-9e04-4ad3e584e175,D05,CRAM,CRAM.AOS.riparian.point.06,2019-07-11T15:47:00Z,2019-07-12T14:52:00Z,CRAM.20190711.EPIXYLON.6,CRAM.20190711.EPIXYLON.6.AFDM.1,NA,AFDM,125,NA,7,0.001,NA,NA,NA,NA,NA,NA,0000-0001-8490-5154,0000-0003-1075-1249,OK,NA,NA,20231227T180151Z,RELEASE-2024
029bb6d5-ce71-4a80-bb87-c55f6898e56c,D05,CRAM,CRAM.AOS.littoral2,2019-09-25T14:45:00Z,2019-09-26T15:56:00Z,CRAM.20190925.PHYTOPLANKTON.3,CRAM.20190925.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,4000,NA,200,5e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
d5bb5f1b-cf9c-4cc0-ba32-fb1222edf751,D05,CRAM,CRAM.AOS.riparian.point.10,2019-09-25T14:45:00Z,2019-09-26T16:13:00Z,CRAM.20190925.EPIXYLON.10,CRAM.20190925.EPIXYLON.10.AFDM.1,NA,AFDM,125,NA,6,8e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
7d169af7-b575-4bf5-bedb-bbd65a26677d,D05,CRAM,CRAM.AOS.riparian.point.02,2019-09-25T14:45:00Z,2019-09-26T16:10:00Z,CRAM.20190925.EPIXYLON.2,CRAM.20190925.EPIXYLON.2.TAXONOMY,A00000078483,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
3a9ffba1-0c50-4118-be68-bb428bdbf0d9,D05,CRAM,CRAM.AOS.littoral1,2019-09-25T14:45:00Z,2019-09-26T15:23:00Z,CRAM.20190925.PHYTOPLANKTON.2,CRAM.20190925.PHYTOPLANKTON.2.TAXONOMY,A00000078643,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
668ebe5f-deb7-4a4a-833d-62a940aaa2f1,D05,CRAM,CRAM.AOS.riparian.point.04,2019-09-25T14:45:00Z,2019-09-26T17:22:00Z,CRAM.20190925.EPIXYLON.4,CRAM.20190925.EPIXYLON.4.AFDM.1,NA,AFDM,125,NA,6,5e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
3cc9bafb-a2fe-4265-af01-1007516b710a,D05,CRAM,CRAM.AOS.littoral1,2019-09-25T14:45:00Z,2019-09-26T15:23:00Z,CRAM.20190925.PHYTOPLANKTON.2,CRAM.20190925.PHYTOPLANKTON.2.AFDM.1,NA,AFDM,4000,NA,200,6e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
fce485de-0b76-4a47-9c8a-8f09711b4441,D05,CRAM,CRAM.AOS.buoy.c1,2019-09-25T14:45:00Z,2019-09-26T14:57:00Z,CRAM.20190925.PHYTOPLANKTON.1,CRAM.20190925.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,4000,NA,200,4e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
ddc3ddc5-6f16-4ea2-a165-9885e9349ed2,D05,CRAM,CRAM.AOS.buoy.c1,2019-09-25T14:45:00Z,2019-09-26T14:57:00Z,CRAM.20190925.PHYTOPLANKTON.1,CRAM.20190925.PHYTOPLANKTON.1.TAXONOMY,A00000078642,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
f26f8fc6-30d9-4229-9da8-0c74b3a19fdf,D05,CRAM,CRAM.AOS.riparian.point.10,2019-09-25T14:45:00Z,2019-09-26T16:13:00Z,CRAM.20190925.EPIXYLON.10,CRAM.20190925.EPIXYLON.10.TAXONOMY,A00000078485,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
0bbfbddf-d6b1-4df4-912c-e52647d1781c,D05,CRAM,CRAM.AOS.riparian.point.02,2019-09-25T14:45:00Z,2019-09-26T16:10:00Z,CRAM.20190925.EPIXYLON.2,CRAM.20190925.EPIXYLON.2.AFDM.1,NA,AFDM,125,NA,6,7e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
7247f4d9-4c64-4260-a707-c852b9baa54b,D05,CRAM,CRAM.AOS.riparian.point.08,2019-09-25T14:45:00Z,2019-09-26T16:12:00Z,CRAM.20190925.EPIXYLON.8,CRAM.20190925.EPIXYLON.8.TAXONOMY,A00000078484,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
fbf692d6-cd6d-4fe2-98ae-91edd74d46fc,D05,CRAM,CRAM.AOS.riparian.point.08,2019-09-25T14:45:00Z,2019-09-26T16:12:00Z,CRAM.20190925.EPIXYLON.8,CRAM.20190925.EPIXYLON.8.AFDM.1,NA,AFDM,125,NA,6,0.0015,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
b14a4b74-de1a-4631-9a3e-f2a05f08c1af,D05,CRAM,CRAM.AOS.littoral2,2019-09-25T14:45:00Z,2019-09-26T15:56:00Z,CRAM.20190925.PHYTOPLANKTON.3,CRAM.20190925.PHYTOPLANKTON.3.TAXONOMY,A00000078644,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
f6328065-4e76-4bf9-aa3c-a9f0ba958153,D05,CRAM,CRAM.AOS.riparian.point.06,2019-09-25T14:45:00Z,2019-09-26T17:29:00Z,CRAM.20190925.EPIXYLON.6,CRAM.20190925.EPIXYLON.6.AFDM.1,NA,AFDM,125,NA,6,8e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T171345Z,RELEASE-2024
9403bd20-12bc-45ed-a9de-29007a5dc164,D05,LIRO,LIRO.AOS.littoral1,2017-04-24T09:52:00Z,2017-04-25T09:17:00Z,LIRO.20170424.PHYTOPLANKTON.2,LIRO.20170424.PHYTOPLANKTON.2,NA,AFDM,5000,NA,150,3e-4,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
5e8c2c25-2b16-4654-8698-17bc5d43e4ef,D05,LIRO,LIRO.AOS.littoral2,2017-04-24T09:52:00Z,2017-04-25T08:15:00Z,LIRO.20170424.PHYTOPLANKTON.1,LIRO.20170424.PHYTOPLANKTON.1,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
43544c65-3a81-43a9-8905-dc7516eefffe,D05,LIRO,LIRO.AOS.littoral2,2017-04-24T09:52:00Z,2017-04-25T08:15:00Z,LIRO.20170424.PHYTOPLANKTON.1,LIRO.20170424.PHYTOPLANKTON.1,NA,AFDM,5000,NA,15,2e-4,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
b4c8926f-47ed-4b2b-894c-9c230f00aa72,D05,LIRO,LIRO.AOS.riparian.point.02,2017-04-24T09:52:00Z,2017-04-25T12:12:00Z,LIRO.20170424.EPIXYLON.2,LIRO.20170424.EPIXYLON.2,NA,AFDM,122,NA,2,4e-4,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
7aa7c1af-30d4-4383-b44a-8bd275e33635,D05,LIRO,LIRO.AOS.riparian.point.08,2017-04-24T09:52:00Z,2017-04-25T12:13:00Z,LIRO.20170424.EPIXYLON.8,LIRO.20170424.EPIXYLON.8,NA,AFDM,132,NA,3,1e-4,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
04ec0279-01dd-428d-8304-81867190f05f,D05,LIRO,LIRO.AOS.littoral1,2017-04-24T09:52:00Z,2017-04-25T09:17:00Z,LIRO.20170424.PHYTOPLANKTON.2,LIRO.20170424.PHYTOPLANKTON.2,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
fe218cda-4b33-47d5-9cf7-a2a2e9279ff6,D05,LIRO,LIRO.AOS.riparian.point.02,2017-04-24T09:52:00Z,2017-04-25T12:12:00Z,LIRO.20170424.EPIXYLON.2,LIRO.20170424.EPIXYLON.2,NA,taxonomy,122,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
2a2bd242-a6fb-4bb7-ad57-5beaa1947aae,D05,LIRO,LIRO.AOS.buoy.c0,2017-04-24T09:52:00Z,2017-04-25T10:12:00Z,LIRO.20170424.PHYTOPLANKTON.3,LIRO.20170424.PHYTOPLANKTON.3,NA,AFDM,5000,NA,100,1e-4,NA,NA,NA,NA,NA,NA,hbeeler@battelleecology.org,jhudson@neoninc.org,OK,NA,NA,20231227T085830Z,RELEASE-2024
