siteID,collectDate,year,month,n_records,n_taxa,temp_mean_daily,temp_max_daily,temp_min_daily,temp_mean_monthly,temp_sd_monthly,temp_max_monthly,temp_min_monthly,n_days_monthly,temp_mean_30day,temp_sd_30day,temp_max_30day,temp_min_30day,n_days_30day
SUGG,2024-07-10,2024,7,22,10,31.2593617021277,32.93,30.1,31.4673103119266,0.6070589981847558,35.75,28.98,31,31.105494822382656,0.771626036367162,35.57,28.55,30
SUGG,2024-10-31,2024,10,28,15,23.821875,24.29,22.98,25.086798786612594,2.5281503632048663,32.1,20.91,31,24.973358746166348,2.4898309732624355,32.1,20.91,30
TOOK,2016-08-10,2016,8,29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2017-06-26,2017,6,36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2017-07-26,2017,7,31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2017-09-07,2017,9,22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2018-06-27,2018,6,36,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2018-08-01,2018,8,25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2018-09-14,2018,9,30,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2019-06-21,2019,6,36,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2019-07-31,2019,7,17,10,15.196,15.39,15.03,16.16250714285714,0.8666598650472205,17.51,15.03,5,16.16250714285714,0.8666598650472205,17.51,15.03,5
TOOK,2019-09-10,2019,9,17,9,NA,NA,NA,7.495,0.007071067811865324,7.5,7.49,2,NA,NA,NA,NA,NA
TOOK,2020-07-20,2020,7,22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2020-08-19,2020,8,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2020-09-04,2020,9,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TOOK,2021-07-08,2021,7,32,17,11.6309756097561,11.96,11.3,13.418039617535324,2.310727405670232,17.89,8.52,31,10.074815083331458,1.0124509671682806,11.96,8.43,10
TOOK,2021-07-29,2021,7,24,9,15.0358333333333,15.21,14.69,13.418039617535324,2.310727405670232,17.89,8.52,31,13.206966723143989,2.4856871667977902,17.89,8.43,30
TOOK,2021-09-07,2021,9,24,11,8.02853658536585,8.65,7.83,8.038064238265534,0.23765207592637708,9.43,7.56,12,9.698435228774088,1.7153271886110693,13.42,7.58,30
TOOK,2022-06-25,2022,6,36,16,7.14,8.22,5.32,8.533039445907166,1.09379860457659,11.42,5.32,6,7.14,NA,8.22,5.32,1
TOOK,2022-08-04,2022,8,33,18,11.5942222222222,12.73,10.49,10.055406438777428,0.8005214725192233,12.73,8.78,29,13.564744833051023,2.2810735184351225,18.49,10.24,26
TOOK,2022-09-12,2022,9,30,13,8.255625,8.38,8.14,8.629614583333334,0.7167557359832397,10.12,7.29,20,9.373484190307328,0.4330365651484447,10.7,8.14,30
TOOK,2023-07-01,2023,7,31,17,9.928125,10.46,9.6,14.087017052342665,2.798680144654513,19.8,9.44,31,9.98861519607843,0.44051566677935394,11.94,9.21,3
TOOK,2023-07-29,2023,7,28,12,18.0839583333333,19.8,17.34,14.087017052342665,2.798680144654513,19.8,9.44,31,13.720584287420753,2.7348161794950685,19.8,9.44,30
TOOK,2023-09-08,2023,9,31,14,7.585,7.77,7.4,7.803946078431373,0.9849159213495123,9.92,6.55,17,11.221128635028892,2.5653811133913367,16.59,7.4,27
TOOK,2024-06-29,2024,6,44,24,11.98875,12.79,11.2,11.993821022727275,0.1711861937711279,12.79,10.63,4,11.915441919191933,0.08424586744016925,12.79,10.63,3
TOOK,2024-08-03,2024,8,36,18,12.0508333333333,12.46,11.62,11.003559540150995,1.4238987710408797,13.53,8.59,31,13.392970480110787,2.2097110764347456,19.04,9.56,30
TOOK,2024-09-04,2024,9,25,12,7.77104166666667,7.86,7.69,7.610196231319039,0.41125410621010994,9.03,7.03,18,10.457629580378255,1.6475007428194894,13.53,7.69,30
