siteID,horizontalPosition,verticalPosition,date,max_DO_sat,mean_DO_sat,min_DO_sat
BARC,103,100,2023-05-28,89.51,85.18,83.31
BARC,103,100,2023-05-29,93,88.58611111111111,84.93
BARC,103,100,2023-05-30,95.1,90.63927083333333,87.78
BARC,103,100,2023-05-31,93.53,91.45843902439024,89.42
BARC,103,100,2023-06-08,99.01,97.57521276595745,94.87
BARC,103,100,2023-06-09,98.89,96.88090277777778,94.53
BARC,103,100,2023-06-10,100.77,93.52003484320558,88.08
BARC,103,100,2023-06-11,103.6,97.19940972222223,92.31
BARC,103,100,2023-06-12,103.56,99.59538194444444,96.22
BARC,103,100,2023-06-13,103.42,100.35819444444445,97.35
BARC,103,100,2023-06-14,104.23,101.67177083333334,99.37
BARC,103,100,2023-06-15,104.1,99.52604166666667,96.37
BARC,103,100,2023-06-16,98.99,94.3771875,89.21
BARC,103,100,2023-06-17,98.59,95.11170138888889,91.86
BARC,103,100,2023-06-18,101.5,97.09399305555556,93.54
BARC,103,100,2023-06-19,104.35,100.23631944444445,97.51
BARC,103,100,2023-06-20,104.5,99.29354166666667,94.94
BARC,103,100,2023-06-21,99.2,95.95104166666667,93.01
BARC,103,100,2023-06-22,98.89,95.39100694444444,93.27
BARC,103,100,2023-06-23,98.28,92.95586805555556,89.79
BARC,103,100,2023-06-24,102.27,98.235,95.29
BARC,103,100,2023-06-25,104.28,100.77770833333334,98.14
BARC,103,100,2023-06-26,106.47,102.66694444444444,99.42
BARC,103,100,2023-06-27,106.48,103.54652542372881,98.88
BARC,103,100,2023-06-28,107.48,103.74062717770035,101.17
BARC,103,100,2023-06-29,107.77,104.6153125,101.85
BARC,103,100,2023-06-30,106.96,103.04367441860465,99.75
BARC,103,100,2023-07-01,106.45,102.93795138888889,98.74
BARC,103,100,2023-07-02,106.18,103.05486842105263,99.63
BARC,103,100,2023-07-03,106.24,102.2588986784141,99.19
BARC,103,100,2023-07-04,107.27,103.45516,100.69
BARC,103,100,2023-07-05,108.04,104.96099644128114,102.59
BARC,103,100,2023-07-06,107.48,103.8059375,100.44
BARC,103,100,2023-07-07,106.42,102.13493055555556,98.38
BARC,103,100,2023-07-08,102.86,96.33131944444445,91.76
BARC,103,100,2023-07-09,100.54,95.1665625,91.33
BARC,103,100,2023-07-10,100.33,93.48345238095239,89.55
BARC,103,100,2023-07-11,94.41,92.48797297297297,89.64
BARC,103,100,2023-07-12,97.79,89.80385964912281,84.06
BARC,103,100,2023-07-13,101.5,95.3046875,90.69
BARC,103,100,2023-07-14,102.56,98.62930555555556,93.62
BARC,103,100,2023-07-15,103.34,98.40579861111111,93.34
BARC,103,100,2023-07-16,101.27,95.71340277777777,90.29
BARC,103,100,2023-07-17,95.66,89.22696078431372,85.57
BARC,103,100,2023-07-19,94.14,91.80288888888889,90.25
BARC,103,100,2023-07-20,98.15,94.23385416666666,91.01
BARC,103,100,2023-07-21,102.65,97.6934375,94.85
BARC,103,100,2023-07-22,102.55,97.72847222222222,94.14
BARC,103,100,2023-07-23,97.74,88.23288194444444,82.72
BARC,103,100,2023-07-24,89.66,84.30260416666667,78.77
BARC,103,100,2023-07-25,89.62,85.21447916666666,80.63
BARC,103,100,2023-07-26,90.16,81.63899305555556,76.16
BARC,103,100,2023-07-27,91.63,85.47318181818181,78.46
BARC,103,100,2023-07-28,89,82.79195804195804,76.75
BARC,103,100,2023-07-29,92.48,85.72771929824562,80.98
BARC,103,100,2023-07-30,98.5,90.28,85.47
BARC,103,100,2023-07-31,98.28,90.705,86
BARC,103,100,2023-08-01,88.93,84.1828125,78.14
BARC,103,100,2023-08-02,93.7,87.82622222222223,83.44
BARC,103,100,2023-08-03,92.68,87.18463157894737,82.56
BARC,103,100,2023-08-04,92.06,86.94291666666666,82.33
BARC,103,100,2023-08-05,88.61,82.35274305555555,76.89
BARC,103,100,2023-08-06,91.61,85.59458333333333,80.25
BARC,103,100,2023-08-07,96.8,89.67257839721255,84.89
BARC,103,100,2023-08-08,95.45,91.29572916666666,87.71
BARC,103,100,2023-08-09,97.05,92.72819444444444,88.85
BARC,103,100,2023-08-10,95.5,91.898125,87.37
BARC,103,100,2023-08-11,94.37,90.98270833333333,86.57
BARC,103,100,2023-08-12,95.21,91.11548611111111,86.34
BARC,103,100,2023-08-13,96.24,91.56076388888889,87.09
BARC,103,100,2023-08-14,95.21,90.16243055555556,85.98
BARC,103,100,2023-08-15,91.01,83.82204861111111,77.13
BARC,103,100,2023-08-16,83.46,76.3596875,68.76
BARC,103,100,2023-08-17,79.28,71.97104166666666,67.52
BARC,103,100,2023-08-18,79.92,72.23274305555556,68.13
BARC,103,100,2023-08-19,85.69,76.59697916666667,68.35
BARC,103,100,2023-08-20,82.96,76.0111111111111,69.97
BARC,103,100,2023-08-21,81.41,74.52155797101449,68.13
BARC,103,100,2023-08-22,84.17,78.40118055555556,70.76
BARC,103,100,2023-08-23,83.88,55.45187050359712,3.58
BARC,103,100,2023-08-24,83.7,20.38836363636363,3.42
BARC,103,100,2023-08-25,85.48,78.4589097744361,65.46
BARC,103,100,2023-08-26,87.48,81.4753488372093,65.39
BARC,103,100,2023-08-27,86.62,80.04445736434108,67.71
BARC,103,100,2023-08-28,85.58,53.81289940828404,3.6
BARC,103,100,2023-08-29,32.1,6.108974358974359,3.5
BARC,103,100,2023-08-30,79.17,70.41013333333333,47.68
BARC,103,100,2023-08-31,82.14,75.65498127340824,68.1
BARC,103,100,2023-09-01,83.06,80.11777358490566,70.44
BARC,103,100,2023-09-02,79.14,73.25646428571429,67.85
BARC,103,100,2023-09-03,80.5,72.3831046931408,66.96
BARC,103,100,2023-09-04,80.93,75.43757462686567,66.24
BARC,103,100,2023-09-05,80.51,75.34717472118959,67.33
BARC,103,100,2023-09-06,79.9,76.81246031746032,72.15
BARC,103,100,2023-09-07,82.89,78.96305555555556,76.51
BARC,103,100,2023-09-08,82.9,78.675,72.48
BARC,103,100,2023-09-09,78.17,72.34885416666667,67.87
BARC,103,100,2023-09-10,77.87,73.4140625,68.35
BARC,103,100,2023-09-11,82.49,75.9192013888889,71.46
BARC,103,100,2023-09-12,79.16,72.27349823321555,66.06
BARC,103,100,2023-09-13,82.89,76.32839694656488,66.7
BARC,103,100,2023-09-14,85.27,79.41519230769231,69.27
BARC,103,100,2023-09-15,85.38,81.24337209302325,76.71
BARC,103,100,2023-09-16,83.73,77.53277372262774,69.56
BARC,103,100,2023-09-17,81.61,75.85767527675277,70.24
BARC,103,100,2023-09-18,83.29,76.97446494464944,69.11
BARC,103,100,2023-09-19,80.62,74.82373134328358,63.5
BARC,103,100,2023-09-20,79.26,73.2751119402985,66.32
BARC,103,100,2023-09-21,79.46,75.25409722222223,70.65
BARC,103,100,2023-09-22,80.98,75.35274305555555,71.31
BARC,103,100,2023-09-23,81.34,75.55559027777778,69.95
BARC,103,100,2023-09-24,80.8,75.39125,69.32
BARC,103,100,2023-09-25,81.77,75.83835664335665,70.73
BARC,103,100,2023-09-26,80.42,74.7409375,68
BARC,103,100,2023-09-27,79.27,74.79188612099644,68.45
BARC,103,100,2023-09-28,78.94,74.17975694444445,71.22
BARC,103,100,2023-09-29,77.98,73.80854166666667,71.29
BARC,103,100,2023-09-30,77.65,74.33736111111111,70.86
BARC,103,100,2023-10-01,78.28,73.99586805555556,71.4
BARC,103,100,2023-10-02,82.51,76.27090252707582,71.85
BARC,103,100,2023-10-03,82.18,78.63458333333334,74.73
BARC,103,100,2023-10-04,84.24,78.92104166666667,75.2
BARC,103,100,2023-10-05,85.12,80.28534722222223,76.46
BARC,103,100,2023-10-06,84.52,80.90340277777777,76.89
BARC,103,100,2023-10-07,84.57,79.9370462633452,73.68
BARC,103,100,2023-10-08,80.9,77.02972222222222,72.42
BARC,103,100,2023-10-09,76.93,74.4365625,68.16
BARC,103,100,2023-10-10,82.65,74.9522433460076,70.28
BARC,103,100,2023-10-11,81.08,78.36533101045296,76.8
BARC,103,100,2023-10-12,83.24,77.08850694444445,72.09
BARC,103,100,2023-10-13,85.47,80.87579861111111,78
BARC,103,100,2023-10-14,86.49,83.24333333333334,79.43
BARC,103,100,2023-10-15,84.21,80.9853125,77.29
BARC,103,100,2023-10-16,82.71,79.80371527777778,75.97
BARC,103,100,2023-10-17,82.64,79.35503472222223,75.77
BARC,103,100,2023-10-18,83.4,79.13722007722008,75.73
BARC,103,100,2023-10-19,84.72,80.20333333333333,76.31
BARC,103,100,2023-10-20,85.06,81.19597902097902,75.57
BARC,103,100,2023-10-21,86.51,83.06670138888889,79.33
BARC,103,100,2023-10-22,86.32,82.68565972222223,78.79
BARC,103,100,2023-10-23,86.06,82.92097222222222,79.31
BARC,103,100,2023-10-24,88.09,83.61475694444445,78.75
BARC,103,100,2023-10-25,87.97,84.53048611111112,78.44
BARC,103,100,2023-10-26,88.35,85.93013888888889,82.18
BARC,103,100,2023-10-27,88.03,84.79038194444445,79.3
BARC,103,100,2023-10-28,88.58,85.14255244755245,80.72
BARC,103,100,2023-10-29,89.8,86.83083333333333,81.66
BARC,103,100,2023-10-30,90.11,86.92537037037037,83.26
BARC,103,100,2023-11-09,88.57,86.277,82.8
BARC,103,100,2023-11-10,89.65,86.98340277777778,84.26
BARC,103,100,2023-11-11,92.61,89.59024305555556,87.83
BARC,103,100,2023-11-12,92.45,89.71204861111111,85.77
BARC,103,100,2023-11-13,88.61,84.86274305555555,83.34
BARC,103,100,2023-11-14,85.53,84.69055555555556,83.7
BARC,103,100,2023-11-15,85.07,84.03245989304813,83.38
BARC,103,100,2023-11-16,84.18,83.72053333333334,83.2
BARC,103,100,2023-11-17,85.78,83.24125,81.97
BARC,103,100,2023-11-18,89.02,85.80763888888889,84.42
BARC,103,100,2023-11-19,89.03,86.07003472222222,83.29
BARC,103,100,2023-11-20,88.77,86.35635416666666,84.74
BARC,103,100,2023-11-21,88.62,86.96631147540984,83.88
BARC,103,100,2023-11-22,88.22,86.62146428571428,83.58
BARC,103,100,2023-11-23,86.66,84.69109929078014,83.51
BARC,103,100,2023-11-24,84.84,83.10443262411347,81.21
BARC,103,100,2023-11-25,84.28,82.07599290780142,79.97
BARC,103,100,2023-11-26,84.03,82.11768683274022,80.2
BARC,103,100,2023-11-27,85,82.16146428571429,81.11
BARC,103,100,2023-11-28,84.21,82.67539007092199,81.76
BARC,103,100,2023-11-29,89.2,83.12810810810811,81.73
BARC,103,100,2023-11-30,85.9,83.75461805555555,81.86
BARC,103,100,2023-12-01,88.14,85.06857638888889,82.72
BARC,103,100,2023-12-02,91.9,88.37961805555555,86.37
BARC,103,100,2023-12-03,94.53,90.48259649122807,87.49
BARC,103,100,2023-12-04,94.88,93.2987632508834,85.09
BARC,103,100,2023-12-05,91.33,88.71481308411215,81.75
BARC,103,100,2023-12-06,88.52,86.12159420289855,81.7
BARC,103,100,2023-12-07,89.76,87.11794326241134,85.35
BARC,103,100,2023-12-08,94.39,87.91105633802817,85.97
BARC,103,100,2023-12-09,95.2,90.19944444444444,87.91
BARC,103,100,2023-12-10,95.46,93.11722222222222,91.24
BARC,103,100,2023-12-11,96.47,92.9188256227758,90.43
BARC,103,100,2023-12-12,94.01,91.8684375,89.33
BARC,103,100,2023-12-13,94.47,92.97194444444445,91.84
BARC,103,100,2023-12-14,96.16,94.3645090909091,93.5
BARC,103,100,2023-12-15,98.25,95.93627659574469,94.76
BARC,103,100,2023-12-16,98.12,97.16170212765958,95.48
BARC,103,100,2023-12-17,100.48,98.81594306049821,94.92
BARC,103,100,2023-12-18,100.83,99.45851063829787,98.5
BARC,103,100,2023-12-19,100.56,99.15393617021276,97.75
BARC,103,100,2023-12-20,99.71,98.46219858156029,96.41
BARC,103,100,2023-12-21,100.57,98.57814814814814,96.57
BARC,103,100,2023-12-22,100.33,99.29195035460992,97.69
BARC,103,100,2023-12-23,102.11,100.17656028368795,98.39
BARC,103,100,2023-12-24,102.57,101.13503546099291,97.55
BARC,103,100,2023-12-25,104.42,102.00221014492753,97.5
BARC,103,100,2023-12-26,105.66,103.22237918215613,97.24
BARC,103,100,2023-12-27,105.49,103.93807407407408,97.58
BARC,103,100,2023-12-28,105.25,102.89778597785978,97.24
BARC,103,100,2023-12-29,103.04,99.81657142857142,96.81
BARC,103,100,2023-12-30,99.46,97.93755319148936,95.68
BARC,103,100,2023-12-31,99.23,97.675,95.19
BARC,103,100,2024-01-01,99.87,98.00304964539008,95.7
BARC,103,100,2024-01-02,100.48,99.02031914893617,96.68
BARC,103,100,2024-01-03,100.33,98.60875886524823,96.99
BARC,103,100,2024-01-04,100.3,99.0418085106383,97.06
BARC,103,100,2024-01-05,102.08,99.677695035461,98.26
BARC,103,100,2024-01-06,105.71,102.52127272727273,98.01
BARC,103,100,2024-01-07,105.78,104.52992337164751,99.6
BARC,103,100,2024-01-08,105.27,102.63452898550725,99.15
BARC,103,100,2024-01-09,101.97,100.57036496350365,99.63
BARC,103,100,2024-01-10,101.39,100.23124113475177,98.48
BARC,103,100,2024-01-11,101.06,100.12737804878049,99.01
BARC,103,100,2024-02-05,94.63,94.38719512195122,94.09
BARC,103,100,2024-02-06,94.44,93.10100694444445,91.96
BARC,103,100,2024-02-07,94.53,93.23024305555556,92.11
BARC,103,100,2024-02-08,95.12,93.52472222222222,88.69
BARC,103,100,2024-02-09,97.12,94.64489583333334,92.89
BARC,103,100,2024-02-10,97.8,95.97149305555556,94.1
BARC,103,100,2024-02-11,98.86,97.12024305555556,95.7
BARC,103,100,2024-02-12,98.99,97.51954703832753,93.66
BARC,103,100,2024-02-13,97.39,96.22548611111111,95.19
BARC,103,100,2024-02-14,96.83,95.43496527777778,93.97
BARC,103,100,2024-02-15,96.57,94.89148550724637,90.06
BARC,103,100,2024-02-16,95.86,94.1308988764045,91.12
BARC,103,100,2024-02-17,95.61,93.80049822064056,90.59
BARC,103,100,2024-02-18,92.98,91.49847517730497,90.07
BARC,103,100,2024-02-19,91.1,89.44503546099291,87.57
BARC,103,100,2024-02-20,93.11,90.17111111111112,87.55
BARC,103,100,2024-02-21,92.86,90.38385416666667,88.43
BARC,103,100,2024-02-22,93.64,90.79760416666667,89.03
BARC,103,100,2024-02-23,93.83,91.5219366197183,89.55
BARC,103,100,2024-02-24,93.63,91.58932384341637,89.02
BARC,103,100,2024-02-25,96.24,92.72444444444444,90.66
BARC,103,100,2024-02-26,95.93,93.01737410071942,90.86
BARC,103,100,2024-02-27,96.31,93.80024305555555,91.38
BARC,103,100,2024-02-28,97.13,95.25027777777778,93.16
BARC,103,100,2024-02-29,97.76,96.54642361111111,95.53
BARC,103,100,2024-03-01,98.05,96.06288194444444,94.88
BARC,103,100,2024-03-02,98.41,97.17854166666666,96.33
BARC,103,100,2024-03-03,100.24,98.20600694444444,96.67
BARC,103,100,2024-03-04,99.49,98.02559139784947,96.83
BARC,103,100,2024-03-05,98.61,97.47798611111111,96.15
BARC,103,100,2024-03-06,97.72,95.97774305555555,94.49
BARC,103,100,2024-03-07,98.7,95.48989583333334,94.06
BARC,103,100,2024-03-08,97.54,95.70201388888889,93.99
BARC,103,100,2024-03-09,96.58,95.68878472222222,94.71
BARC,103,100,2024-03-10,96.61,94.49895833333333,92.7
BARC,103,100,2024-03-11,94.92,93.68857638888889,92.28
BARC,103,100,2024-03-12,97.53,93.48585185185185,90.81
BARC,103,100,2024-03-13,98.15,95.65315972222223,92.86
BARC,103,100,2024-03-14,98.3,95.1770138888889,92.6
BARC,103,100,2024-03-15,98.48,96.16121527777777,93.5
BARC,103,100,2024-03-16,99.64,97.5121875,95.86
BARC,103,100,2024-03-17,99.38,98.034375,96.66
BARC,103,100,2024-03-18,98.46,96.97344322344323,94.88
BARC,103,100,2024-03-19,96.15,93.5658064516129,91.27
BARC,103,100,2024-03-20,95.25,92.79307692307692,87.45
BARC,103,100,2024-03-21,94.94,92.27358695652174,88.28
BARC,103,100,2024-03-22,94.62,92.65848375451263,88.6
BARC,103,100,2024-03-23,94.05,92.01272727272728,90.2
BARC,103,100,2024-03-24,94.19,91.25760416666667,88.98
BARC,103,100,2024-03-25,92.33,89.78135416666666,87.24
BARC,103,100,2024-03-26,94.19,91.48645833333333,89.72
BARC,103,100,2024-03-27,94.03,92.61819444444444,91.73
BARC,103,100,2024-03-28,93.43,91.51974729241877,87.94
BARC,103,100,2024-03-29,93.86,90.90175182481752,85.71
BARC,103,100,2024-03-30,94.19,90.97319444444445,87.69
BARC,103,100,2024-03-31,93.88,91.11979166666667,87.36
BARC,103,100,2024-04-01,95.6,92.69895833333334,90.06
BARC,103,100,2024-04-02,95.38,93.85267361111111,91.82
BARC,103,100,2024-04-03,95.46,92.69256944444444,90.72
BARC,103,100,2024-04-04,91.16,89.11979166666667,87.01
BARC,103,100,2024-04-05,89.81,86.11840277777777,81.25
BARC,103,100,2024-04-06,91.84,87.99475694444445,85.21
BARC,103,100,2024-04-07,92.25,88.32267361111111,84.69
BARC,103,100,2024-04-08,92.62,89.86663194444445,86.85
BARC,103,100,2024-04-09,93.69,90.88628472222223,87.89
BARC,103,100,2024-04-10,94.12,92.2632129963899,90.02
BARC,103,100,2024-04-11,93.99,91.88145833333333,89.36
BARC,103,100,2024-04-12,93.73,90.81180555555555,87.73
BARC,103,100,2024-04-13,94.23,90.6753125,87.17
BARC,103,100,2024-04-14,94.26,91.19582456140351,88.39
BARC,103,100,2024-04-15,95.2,92.84197916666666,90.4
BARC,103,100,2024-04-16,97.73,94.43447916666666,91.55
BARC,103,100,2024-04-17,99.4,95.14775,91.39
BARC,103,100,2024-04-18,102.86,97.596875,93.88
BARC,103,100,2024-04-19,101.4,97.94638888888889,94.94
BARC,103,100,2024-04-20,99.95,96.28958333333334,92.11
BARC,103,100,2024-04-21,97.83,94.18871527777777,91.72
BARC,103,100,2024-04-22,94.9,91.71621527777778,88.1
BARC,103,100,2024-04-23,93.69,90.91704861111111,88.15
BARC,103,100,2024-04-24,94.29,90.82857638888889,87.18
BARC,103,100,2024-04-25,95.84,90.53482638888889,85.99
BARC,103,100,2024-04-26,94.28,91.193125,86.6
BARC,103,100,2024-04-27,93.19,89.75496527777777,87.27
BARC,103,100,2024-04-28,89.92,86.27347222222222,81.06
BARC,103,100,2024-04-29,90.75,87.01861111111111,82.83
BARC,103,100,2024-04-30,93.05,89.51768683274021,85.98
BARC,103,100,2024-05-01,97.42,91.50614583333333,86.53
BARC,103,100,2024-05-02,97.2,93.2153125,89.96
BARC,103,100,2024-05-03,95.87,92.81663194444444,89.11
BARC,103,100,2024-05-04,95.13,91.5411111111111,88.3
BARC,103,100,2024-05-05,95.28,90.91503472222222,87.91
BARC,103,100,2024-05-06,95.9,90.02427083333333,86.28
BARC,103,100,2024-05-07,94.18,90.425,86.68
BARC,103,100,2024-05-08,94.76,90.85243055555556,86.08
BARC,103,100,2024-05-09,96.68,92.79579861111111,89.2
BARC,103,100,2024-05-10,96.25,90.41388888888889,87.76
BARC,103,100,2024-05-11,92.87,89.0455925925926,86.69
BARC,103,100,2024-05-13,87.96,83.58186602870813,80.89
BARC,103,100,2024-05-14,85.94,81.0347859922179,76.92
BARC,103,100,2024-05-15,87.06,84.4265371024735,81.66
BARC,103,100,2024-05-16,88.89,83.36326315789474,76.94
BARC,103,100,2024-05-17,91.35,86.41944444444445,80.65
BARC,103,100,2024-05-18,89.45,85.50902777777777,80.78
BARC,103,100,2024-05-19,90.73,83.92233576642336,79.05
BARC,103,100,2024-05-20,90.83,85.73427083333334,82.82
BARC,103,100,2024-05-21,87.87,81.10676258992805,74.86
BARC,103,100,2024-05-22,90.11,85.8201593625498,82.15
BARC,103,100,2024-05-23,95.09,92.66820512820513,90.81
BARC,103,100,2024-05-24,95.25,90.50284722222223,85.97
BARC,103,100,2024-05-25,97.19,93.03201388888888,89.89
BARC,103,100,2024-05-26,99.26,94.91159722222223,90.53
BARC,103,100,2024-05-27,98.71,95.94600694444445,92.35
BARC,103,100,2024-05-28,98.36,95.13392361111111,90.89
BARC,103,100,2024-05-29,98.13,93.79939285714286,88.63
BARC,103,100,2024-05-30,97.48,92.95420138888889,89.83
BARC,103,100,2024-05-31,95.52,90.01125,83.53
BARC,103,100,2024-06-01,93.32,86.16232638888889,81.34
BARC,103,100,2024-06-02,89.78,86.813125,83.11
BARC,103,100,2024-06-03,89.27,84.46454861111111,80.44
BARC,103,100,2024-06-04,91.05,85.36305555555556,80.45
BARC,103,100,2024-06-05,92.93,87.53026819923372,79.75
BARC,103,100,2024-06-06,94.75,88.92113970588235,79.95
BARC,103,100,2024-06-07,97.08,93.07479166666667,89.21
BARC,103,100,2024-06-08,98.33,94.26572916666667,90.41
BARC,103,100,2024-06-09,98.55,95.23496815286624,92.64
BARC,103,100,2024-06-13,96.01,94.44923076923077,92.58
BARC,103,100,2024-06-14,95.81,90.37857638888889,84.75
BARC,103,100,2024-06-15,95.61,91.4453125,87
BARC,103,100,2024-06-16,94.35,88.81118055555555,82.45
BARC,103,100,2024-06-17,92.69,87.33163194444444,80.66
BARC,103,100,2024-06-18,92.68,86.56809027777778,82.58
BARC,103,100,2024-06-19,92.34,87.06694444444445,84.48
BARC,103,100,2024-06-20,94.27,88.86420863309353,85.71
BARC,103,100,2024-06-21,94.63,89.43503472222223,85.17
BARC,103,100,2024-06-22,98.45,92.90444444444445,89.27
BARC,103,100,2024-06-23,96.92,93.18552083333333,90.11
BARC,103,100,2024-06-24,95.94,90.99585714285715,85.86
BARC,103,100,2024-06-25,96.41,91.42472440944881,86.98
BARC,103,100,2024-06-26,95.35,91.49898876404494,85.2
BARC,103,100,2024-06-27,96.15,90.79973684210526,83.1
BARC,103,100,2024-06-28,95.61,90.95806201550387,81.79
BARC,103,100,2024-06-29,91.31,81.74965909090909,72.69
BARC,103,100,2024-06-30,91.07,80.63193308550186,72.05
CRAM,103,100,2022-05-05,63.21,48.18,31.44
CRAM,103,100,2022-05-06,72.91,51.7652380952381,28.19
CRAM,103,100,2022-05-07,82.26,55.94190476190476,38.48
CRAM,103,100,2022-05-08,86.94,56.76863636363636,35.89
CRAM,103,100,2022-05-09,88.61,56.706842105263156,36.84
CRAM,103,100,2022-05-11,106.01,100.29690140845071,36.14
CRAM,103,100,2022-05-12,108.68,98.9272268907563,38.12
CRAM,103,100,2022-05-13,113.38,102.49342342342342,38.49
CRAM,103,100,2022-05-14,113.31,105.22875,39.18
CRAM,103,100,2022-05-15,112.62,103.69156779661017,39.56
CRAM,103,100,2022-05-16,112,103.55905982905983,38.75
CRAM,103,100,2022-05-17,115.29,104.83247826086956,38.5
CRAM,103,100,2022-05-18,114.28,105.61077253218885,37.2
CRAM,103,100,2022-05-19,112.81,103.34805263157895,37.82
CRAM,103,100,2022-05-20,112,104.7584140969163,36.58
CRAM,103,100,2022-05-21,111.6,105.39445454545455,36.5
CRAM,103,100,2022-05-22,110.41,104.23260606060606,35.34
CRAM,103,100,2022-05-23,111.48,102.71297777777778,35.59
CRAM,103,100,2022-05-24,113.4,104.43061403508771,34.67
CRAM,103,100,2022-05-25,113.06,100.38927927927928,32.57
CRAM,103,100,2022-05-26,106.75,102.14806451612903,31.99
CRAM,103,100,2022-05-27,110.35,102.19,31.21
CRAM,103,100,2022-05-28,110.13,103.8328125,29.81
CRAM,103,100,2022-05-29,109.97,102.20777292576419,29.17
CRAM,103,100,2022-05-30,112.99,107.08644859813084,27.8
CRAM,103,100,2022-05-31,112.36,106.45068062827225,27.65
CRAM,103,100,2022-06-01,111.91,106.70607476635514,27.02
CRAM,103,100,2022-06-02,112.31,106.30133333333333,26.6
CRAM,103,100,2022-06-03,110.27,105.53567567567568,26.48
CRAM,103,100,2022-06-04,109.84,105.22292237442922,24.52
CRAM,103,100,2022-06-05,110.18,106.45462686567164,24.64
CRAM,103,100,2022-06-06,110.89,104.91658008658008,23.44
CRAM,103,100,2022-06-07,110.43,105.6530909090909,22.05
CRAM,103,100,2022-06-08,110.36,106.97675438596491,21.24
CRAM,103,100,2022-06-09,109.76,105.26310502283106,19.44
CRAM,103,100,2022-06-10,111.41,107.21387096774194,18.68
CRAM,103,100,2022-06-11,111.3,107.13788018433179,19.81
CRAM,103,100,2022-06-12,113.31,107.2302752293578,15.37
CRAM,103,100,2022-06-13,113.29,108.64222222222222,105.79
CRAM,103,100,2022-06-14,112.74,106.99019736842105,17.18
CRAM,103,100,2022-06-15,114.05,110.25855140186916,14.72
CRAM,103,100,2022-06-16,112.48,107.44429203539823,13.24
CRAM,103,100,2022-06-17,112.05,108.04218181818182,103.74
CRAM,103,100,2022-06-18,114.49,108.6549537037037,12.51
CRAM,103,100,2022-06-19,114.2,109.96342465753425,107.17
CRAM,103,100,2022-06-20,115.59,109.24545454545455,9.87
CRAM,103,100,2022-06-21,114.04,110.86290909090908,12.23
CRAM,103,100,2022-06-22,113.18,107.52373873873874,9.75
CRAM,103,100,2022-06-23,111.14,107.12463302752293,8.5
CRAM,103,100,2022-06-24,110.95,107.9855868544601,104.8
CRAM,103,100,2022-06-25,110.61,107.67539906103286,105.8
CRAM,103,100,2022-06-26,108.09,104.69140845070423,101.82
CRAM,103,100,2022-06-27,108.06,103.95811059907834,99.71
CRAM,103,100,2022-06-28,107.52,105.25949541284403,98.98
CRAM,103,100,2022-06-29,109.36,105.62741935483871,102.13
CRAM,103,100,2022-06-30,110.01,105.2531797235023,3.98
CRAM,103,100,2022-07-01,109.28,107.17191176470588,104.48
CRAM,103,100,2022-08-15,104.25,94.67506329113924,3.55
CRAM,103,100,2022-08-16,105.3,95.18514403292181,3.56
CRAM,103,100,2022-08-17,105.19,102.1640780141844,98.85
CRAM,103,100,2022-08-18,104.49,99.80992647058824,3.48
CRAM,103,100,2022-08-19,104.22,93.26245689655173,3.48
CRAM,103,100,2022-08-20,103.9,93.53982608695652,3.47
CRAM,103,100,2022-08-21,102.71,90.94713567839196,3.44
CRAM,103,100,2022-08-22,104.77,91.44429687499999,3.48
CRAM,103,100,2022-08-23,104.53,91.68042016806723,3.49
CRAM,103,100,2022-08-24,104.21,91.76626556016598,3.46
CRAM,103,100,2022-08-25,101.46,88.89794979079498,3.42
CRAM,103,100,2022-08-26,101.97,88.5639330543933,3.4
CRAM,103,100,2022-08-27,101.65,89.12635245901639,3.35
CRAM,103,100,2022-08-28,98.5,87.13967213114753,3.34
CRAM,103,100,2022-08-29,104,86.87967136150235,3.35
CRAM,103,100,2022-08-30,103.59,73.13983606557377,3.47
CRAM,103,100,2022-08-31,102.98,88.94568627450981,3.51
CRAM,103,100,2022-09-01,107.14,92.82682926829268,3.54
CRAM,103,100,2022-09-02,106.27,94.04782786885247,3.53
CRAM,103,100,2022-09-03,105.43,92.99297959183673,3.52
CRAM,103,100,2022-09-04,104.88,71.75411111111111,3.46
CRAM,103,100,2022-09-05,105.65,94.23385245901639,3.6
CRAM,103,100,2022-09-06,105.89,93.1467372881356,3.59
CRAM,103,100,2022-09-07,107.48,93.5203813559322,3.61
CRAM,103,100,2022-09-08,107.2,93.33665271966527,3.51
CRAM,103,100,2022-09-09,104.35,92.21572016460905,3.52
CRAM,103,100,2022-09-10,101.33,89.20600823045268,3.59
CRAM,103,100,2022-09-11,100.1,87.5853982300885,3.53
CRAM,103,100,2022-09-12,99.81,87.34780082987552,3.52
CRAM,103,100,2022-09-13,100.14,87.50028925619834,3.52
CRAM,103,100,2022-09-14,100.21,88.0506329113924,3.52
CRAM,103,100,2022-09-15,99.18,86.57949494949494,3.5
CRAM,103,100,2022-09-16,97.79,87.11166666666666,3.59
CRAM,103,100,2022-09-17,100.23,87.62814049586777,3.48
CRAM,103,100,2022-09-18,100.38,88.55560344827586,3.51
CRAM,103,100,2022-09-19,100.93,88.20175965665236,3.52
CRAM,103,100,2022-09-20,102.17,89.64751037344398,3.55
CRAM,103,100,2022-09-21,102.02,89.094329004329,3.47
CRAM,103,100,2022-09-22,97.75,84.4498275862069,3.49
