aquaticSiteType,siteID.x,namedLocation.x,collectDate.x,eventID,parentSampleID,sampleID,habitatType,algalSampleType,samplerType,benthicArea,substratumSizeClass,plantSurfaceArea,fieldSampleVolume,labSampleVolume,preservativeVolume,domainFilterVolume,ashMassDataQF,adjAshFreeDryMass
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.8,GUIL.20150630.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.5,GUIL.20150630.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.S2,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.SESTON.1,GUIL.20150630.SESTON.1,riffle,seston,grab,NA,boulder,NA,5000,NA,NA,500,NA,1e-4
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.3,GUIL.20150630.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.4,GUIL.20150630.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.7,GUIL.20150630.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,252,NA,NA,5,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.2,GUIL.20150630.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2015-06-30T13:39:00Z,GUIL.20150630,GUIL.20150630.EPILITHON.1,GUIL.20150630.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.6,GUIL.20151209.EPILITHON.6,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.4,GUIL.20151209.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.5,GUIL.20151209.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.7,GUIL.20151209.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.1,GUIL.20151209.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.S2,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.SESTON.1,GUIL.20151209.SESTON.1,riffle,seston,grab,NA,cobble,NA,5000,NA,NA,250,NA,1e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.3,GUIL.20151209.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.2,GUIL.20151209.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2015-12-09T12:30:00Z,GUIL.20151209,GUIL.20151209.EPILITHON.8,GUIL.20151209.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.2,GUIL.20160126.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.4,GUIL.20160126.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.001
stream,GUIL,GUIL.AOS.S2,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.SESTON.1,GUIL.20160126.SESTON.1,riffle,seston,grab,NA,cobble,NA,6000,NA,NA,500,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.3,GUIL.20160126.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.7,GUIL.20160126.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0014
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.5,GUIL.20160126.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0011
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.1,GUIL.20160126.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.6,GUIL.20160126.EPILITHON.6,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.001
stream,GUIL,GUIL.AOS.reach,2016-01-26T11:56:00Z,GUIL.20160126,GUIL.20160126.EPILITHON.8,GUIL.20160126.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0012
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.2,GUIL.20160706.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.8,GUIL.20160706.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.1,GUIL.20160706.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.5,GUIL.20160706.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,7e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.7,GUIL.20160706.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.4,GUIL.20160706.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.S2,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.SESTON.1,GUIL.20160706.SESTON.1,riffle,seston,grab,NA,boulder,NA,7000,NA,NA,700,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.6,GUIL.20160706.EPILITHON.6,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2016-07-06T11:00:00Z,GUIL.20160706,GUIL.20160706.EPILITHON.3,GUIL.20160706.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.7,GUIL.20161107.EPILITHON.7,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.6,GUIL.20161107.EPILITHON.6,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.8,GUIL.20161107.EPILITHON.8,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.4,GUIL.20161107.EPILITHON.4,riffle,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.3,GUIL.20161107.EPILITHON.3,riffle,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,1e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.1,GUIL.20161107.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.2,GUIL.20161107.EPILITHON.2,riffle,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.S2,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.SESTON.1,GUIL.20161107.SESTON.1,run,seston,grab,NA,cobble,NA,6000,NA,NA,650,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2016-11-07T12:15:00Z,GUIL.20161107,GUIL.20161107.EPILITHON.5,GUIL.20161107.EPILITHON.5,riffle,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,1e-4
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.1,GUIL.20170201.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,5,NA,0.0013
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.5,GUIL.20170201.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.7,GUIL.20170201.EPILITHON.7,pool,epilithon,scrub,0.002406,pebble,NA,200,NA,NA,5,NA,0.0049
stream,GUIL,GUIL.AOS.S2,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.SESTON.1,GUIL.20170201.SESTON.1,run,seston,grab,NA,boulder,NA,6000,NA,NA,400,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.8,GUIL.20170201.EPILITHON.8,pool,epilithon,scrub,0.002406,pebble,NA,200,NA,NA,5,NA,0.0018
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.6,GUIL.20170201.EPILITHON.6,pool,epilithon,scrub,0.002406,pebble,NA,200,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.4,GUIL.20170201.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.2,GUIL.20170201.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-02-01T12:12:00Z,GUIL.20170201,GUIL.20170201.EPILITHON.3,GUIL.20170201.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.8,GUIL.20170620.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.5,GUIL.20170620.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.3,GUIL.20170620.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.6,GUIL.20170620.EPILITHON.6,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.2,GUIL.20170620.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.4,GUIL.20170620.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,7e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.1,GUIL.20170620.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.S2,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.SESTON.1,GUIL.20170620.SESTON.1,pool,seston,grab,NA,cobble,NA,6000,NA,NA,500,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2017-06-20T11:45:00Z,GUIL.20170620,GUIL.20170620.EPILITHON.7,GUIL.20170620.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.5,GUIL.20171121.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,1e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.4,GUIL.20171121.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,10,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.2,GUIL.20171121.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,10,NA,1e-4
stream,GUIL,GUIL.AOS.S2,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.SESTON.1,GUIL.20171121.SESTON.1,run,seston,grab,NA,pebble,NA,5000,NA,NA,500,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.1,GUIL.20171121.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.7,GUIL.20171121.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.3,GUIL.20171121.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,1e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.6,GUIL.20171121.EPILITHON.6,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2017-11-21T12:13:00Z,GUIL.20171121,GUIL.20171121.EPILITHON.8,GUIL.20171121.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.4,GUIL.20180201.EPILITHON.4,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.8,GUIL.20180201.EPILITHON.8,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.2,GUIL.20180201.EPILITHON.2,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.7,GUIL.20180201.EPILITHON.7,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,2e-4
stream,GUIL,GUIL.AOS.S2,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.SESTON.1,GUIL.20180201.SESTON.1,pool,seston,grab,NA,cobble,NA,6000,NA,NA,350,NA,0
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.3,GUIL.20180201.EPILITHON.3,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.1,GUIL.20180201.EPILITHON.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.5,GUIL.20180201.EPILITHON.5,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,7e-4
stream,GUIL,GUIL.AOS.reach,2018-02-01T12:28:00Z,GUIL.20180201,GUIL.20180201.EPILITHON.6,GUIL.20180201.EPILITHON.6,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.7,GUIL.20180705.EPILITHON.7.AFDM.1,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.002
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.8,GUIL.20180705.EPILITHON.8.AFDM.1,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0015
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.5,GUIL.20180705.EPILITHON.5.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0016
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.1,GUIL.20180705.EPILITHON.1.AFDM.1,riffle,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,0.0012
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.2,GUIL.20180705.EPILITHON.2.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0019
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.3,GUIL.20180705.EPILITHON.3.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0013
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.6,GUIL.20180705.EPILITHON.6.AFDM.1,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0017
stream,GUIL,GUIL.AOS.reach,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.EPILITHON.4,GUIL.20180705.EPILITHON.4.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,0.0011
stream,GUIL,GUIL.AOS.S2,2018-07-05T12:02:00Z,GUIL.20180705,GUIL.20180705.SESTON.1,GUIL.20180705.SESTON.1.AFDM.1,pool,seston,grab,NA,pebble,NA,6000,NA,NA,500,NA,3e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.7,GUIL.20181114.EPILITHON.7.AFDM.1,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,6e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.8,GUIL.20181114.EPILITHON.8.AFDM.1,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.1,GUIL.20181114.EPILITHON.1.AFDM.1,riffle,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.6,GUIL.20181114.EPILITHON.6.AFDM.1,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.4,GUIL.20181114.EPILITHON.4.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,9e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.2,GUIL.20181114.EPILITHON.2.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,4e-4
stream,GUIL,GUIL.AOS.S2,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.SESTON.1,GUIL.20181114.SESTON.1.AFDM.1,pool,seston,grab,NA,pebble,NA,3000,NA,NA,500,NA,7e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.3,GUIL.20181114.EPILITHON.3.AFDM.1,pool,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,5e-4
stream,GUIL,GUIL.AOS.reach,2018-11-14T11:31:00Z,GUIL.20181114,GUIL.20181114.EPILITHON.5,GUIL.20181114.EPILITHON.5.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,5,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.5,GUIL.20190129.EPILITHON.5.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,5,NA,0.0025
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.4,GUIL.20190129.EPILITHON.4.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,3,NA,0.0021
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.7,GUIL.20190129.EPILITHON.7.AFDM.1,pool,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,3,NA,0.0014
stream,GUIL,GUIL.AOS.S2,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.SESTON.1,GUIL.20190129.SESTON.1.AFDM.1,pool,seston,grab,NA,pebble,NA,2000,NA,NA,1000,NA,0.0011
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.6,GUIL.20190129.EPILITHON.6.AFDM.1,pool,epilithon,scrub,0.002406,pebble,NA,200,NA,NA,3,NA,0.002
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.3,GUIL.20190129.EPILITHON.3.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,3,NA,0.0023
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.8,GUIL.20190129.EPILITHON.8.AFDM.1,pool,epilithon,scrub,0.002406,pebble,NA,200,NA,NA,5,NA,0.0023
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.1,GUIL.20190129.EPILITHON.1.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,3,NA,0.0019
stream,GUIL,GUIL.AOS.reach,2019-01-29T12:32:00Z,GUIL.20190129,GUIL.20190129.EPILITHON.2,GUIL.20190129.EPILITHON.2.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,200,NA,NA,3,NA,0.0014
stream,GUIL,GUIL.AOS.reach,2019-07-01T11:49:00Z,GUIL.20190701,GUIL.20190701.EPILITHON.6,GUIL.20190701.EPILITHON.6.AFDM.1,pool,epilithon,scrub,0.002406,pebble,NA,250,NA,NA,6,NA,0.0019
stream,GUIL,GUIL.AOS.S2,2019-07-01T11:49:00Z,GUIL.20190701,GUIL.20190701.SESTON.1,GUIL.20190701.SESTON.1.AFDM.1,pool,seston,grab,NA,pebble,NA,4000,NA,NA,1200,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2019-07-01T11:49:00Z,GUIL.20190701,GUIL.20190701.EPILITHON.2,GUIL.20190701.EPILITHON.2.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,6,NA,8e-4
stream,GUIL,GUIL.AOS.reach,2019-07-01T11:49:00Z,GUIL.20190701,GUIL.20190701.EPILITHON.4,GUIL.20190701.EPILITHON.4.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,6,NA,4e-4
stream,GUIL,GUIL.AOS.reach,2019-07-01T11:49:00Z,GUIL.20190701,GUIL.20190701.EPILITHON.1,GUIL.20190701.EPILITHON.1.AFDM.1,riffle,epilithon,scrub,0.002406,cobble,NA,250,NA,NA,6,NA,7e-4
