siteID,namedLocation,year,month,n_samples,n_taxa,mean_body_length,sd_body_length,max_body_length,mean_body_width,mean_count_per_liter
PRLA,PRLA.AOS.littoral1,2014,9,14,14,0.3578571428571429,NA,0.40921428571428575,0.08085714285714286,14.333333333333332
PRLA,PRLA.AOS.littoral2,2014,9,14,14,0.4124285714285715,NA,0.48121428571428576,0.09928571428571428,9.952380952380953
PRLA,PRLA.AOS.buoy.c0,2017,4,5,5,0.135,NA,0.13999999999999999,0.08,454.6555555555555
PRLA,PRLA.AOS.littoral1,2017,4,6,6,0.14791666666666667,NA,0.17916666666666667,0.08,71.54861111111111
PRLA,PRLA.AOS.littoral2,2017,4,5,5,0.13,NA,0.13999999999999999,0.08,226.48333333333332
PRLA,PRLA.AOS.buoy.c0,2017,7,14,14,0.48392857142857143,NA,0.5842857142857143,0.05,208.452380952381
PRLA,PRLA.AOS.littoral1,2017,7,11,11,0.4595454545454546,NA,0.5781818181818182,0.05,210.47727272727272
PRLA,PRLA.AOS.littoral2,2017,7,13,13,0.33153846153846156,NA,0.35846153846153844,0.05,183.97435897435898
PRLA,PRLA.AOS.buoy.c0,2017,9,13,13,0.39576923076923076,NA,0.45153846153846156,0.06,220.08547008547006
PRLA,PRLA.AOS.littoral1,2017,9,14,14,0.435,NA,0.4707142857142857,0.06,169.07738095238093
PRLA,PRLA.AOS.littoral2,2017,9,13,13,0.2946153846153846,NA,0.3576923076923077,0.06,149.74358974358975
PRLA,PRLA.AOS.buoy.c0,2018,5,9,9,0.255,NA,0.27,0.05,249.87654320987653
PRLA,PRLA.AOS.littoral1,2018,5,8,8,0.12875,NA,0.13625,0.05,196.5625
PRLA,PRLA.AOS.littoral2,2018,5,8,8,0.24875000000000003,NA,0.26125,0.05,194.16666666666666
PRLA,PRLA.AOS.buoy.c0,2018,7,10,10,0.4385,NA,0.527,0.05,105.95555555555555
PRLA,PRLA.AOS.littoral1,2018,7,11,11,0.44272727272727275,NA,0.5536363636363636,0.05,74.5871212121212
PRLA,PRLA.AOS.littoral2,2018,7,11,11,0.46818181818181814,NA,0.5636363636363636,0.05,83.81818181818181
PRLA,PRLA.AOS.buoy.c0,2018,9,15,15,0.432,NA,0.5073333333333333,0.05,29.798148148148147
PRLA,PRLA.AOS.littoral1,2018,9,13,13,0.4269230769230769,NA,0.5123076923076924,0.05,21.314102564102562
PRLA,PRLA.AOS.littoral2,2018,9,16,16,0.398125,NA,0.441875,0.05,25.78125
PRLA,PRLA.AOS.buoy.c0,2019,4,2,2,0.9650000000000001,NA,0.9750000000000001,0.088,0.125
PRLA,PRLA.AOS.littoral1,2019,4,4,4,0.96725,NA,0.96725,0.11299999999999999,0.09375
PRLA,PRLA.AOS.littoral2,2019,4,3,3,0.883,NA,0.992,0.086,0.2777777777777778
PRLA,PRLA.AOS.buoy.c0,2019,7,9,9,1.0304444444444445,NA,1.2057777777777778,0.074,4.870370370370371
PRLA,PRLA.AOS.littoral1,2019,7,9,9,1.0563333333333333,NA,1.1984444444444444,0.081,9.027777777777779
PRLA,PRLA.AOS.littoral2,2019,7,8,8,1.251375,NA,1.393875,NA,12.1875
PRLA,PRLA.AOS.buoy.c0,2019,9,11,11,0.7587272727272727,NA,0.8593636363636363,0.088,16.62878787878788
PRLA,PRLA.AOS.littoral1,2019,9,10,10,0.6676,NA,0.7464,0.087,12.429166666666667
PRLA,PRLA.AOS.littoral2,2019,9,11,11,0.7220909090909091,NA,0.8143636363636364,0.09,25.83712121212121
PRLA,PRLA.AOS.buoy.c0,2020,6,11,11,0.9250454545454546,NA,1.054,0.104,20.1010101010101
PRLA,PRLA.AOS.littoral1,2020,6,10,10,1.0493999999999999,NA,1.1419000000000001,0.088,16.958333333333332
PRLA,PRLA.AOS.littoral2,2020,6,15,15,0.5960666666666666,NA,0.6686,0.10416666666666667,2.6527777777777777
PRLA,PRLA.AOS.buoy.c0,2020,7,13,13,0.5411923076923076,NA,0.5971538461538461,0.08249999999999999,22.70299145299145
PRLA,PRLA.AOS.littoral1,2020,7,13,13,0.5141923076923077,NA,0.5949230769230769,0.1362857142857143,7.0673076923076925
PRLA,PRLA.AOS.littoral2,2020,7,18,18,0.5305,NA,0.5709444444444445,0.11318181818181818,3.9351851851851856
PRLA,PRLA.AOS.buoy.c0,2020,10,13,13,0.48296153846153844,NA,0.5718461538461539,0.08185714285714286,6.732905982905983
PRLA,PRLA.AOS.littoral1,2020,10,11,11,0.38472727272727275,NA,0.42763636363636365,0.09471428571428571,8.151515151515152
PRLA,PRLA.AOS.littoral2,2020,10,11,11,0.7246363636363636,NA,0.849,0.08375,8.363636363636365
PRLA,PRLA.AOS.buoy.c0,2021,4,15,15,0.4191666666666667,NA,0.44686666666666663,0.09327272727272727,231.5740740740741
PRLA,PRLA.AOS.littoral1,2021,4,13,13,0.33384615384615385,NA,0.3477692307692308,0.098,153.52564102564102
PRLA,PRLA.AOS.littoral2,2021,4,14,14,0.4466428571428572,NA,0.47914285714285715,0.0925,153.57142857142858
PRLA,PRLA.AOS.buoy.c0,2021,7,14,14,0.5269285714285714,NA,0.5701428571428572,0.08316666666666667,29.250000000000004
PRLA,PRLA.AOS.littoral1,2021,7,14,14,0.3829642857142857,NA,0.4129285714285714,0.079375,11.505952380952381
PRLA,PRLA.AOS.littoral2,2021,7,13,13,0.44811538461538464,NA,0.4747692307692308,0.08725,36.54807692307692
PRLA,PRLA.AOS.buoy.c0,2021,9,7,7,0.6714285714285714,NA,0.7428571428571429,0.1,11.714285714285715
PRLA,PRLA.AOS.littoral1,2021,9,5,5,0.7939999999999999,NA,0.7939999999999999,0.07,14.25
PRLA,PRLA.AOS.littoral2,2021,9,7,7,0.66,NA,0.6957142857142857,0.085,14.744047619047619
PRLA,PRLA.AOS.buoy.c0,2022,4,11,11,0.4027272727272727,NA,0.43272727272727274,0.07625,55
PRLA,PRLA.AOS.littoral1,2022,4,9,9,0.37222222222222223,NA,0.3788888888888889,0.07,114.62962962962963
PRLA,PRLA.AOS.littoral2,2022,4,11,11,0.33454545454545453,NA,0.3372727272727273,0.076875,62.49999999999999
PRLA,PRLA.AOS.buoy.c0,2022,7,11,11,0.6254545454545454,NA,0.7172727272727273,0.07333333333333333,38.63636363636364
PRLA,PRLA.AOS.littoral1,2022,7,10,10,0.587,NA,0.648,0.06999999999999999,31.770833333333336
PRLA,PRLA.AOS.littoral2,2022,7,10,10,0.617,NA,0.698,0.07,38.5
PRLA,PRLA.AOS.buoy.c0,2022,9,15,15,0.36333333333333334,NA,0.414,0.06222222222222223,2.6694444444444443
PRLA,PRLA.AOS.littoral1,2022,9,14,14,0.40285714285714286,NA,0.46857142857142853,0.06125,2.5595238095238098
PRLA,PRLA.AOS.littoral2,2022,9,14,14,0.38785714285714284,NA,0.42428571428571427,0.06375,8.37797619047619
PRLA,PRLA.AOS.buoy.c0,2023,5,5,5,0.399,NA,0.43,0.11,0.06666666666666667
PRLA,PRLA.AOS.littoral1,2023,5,4,4,0.5625,NA,0.5625,0.095,0.05208333333333333
PRLA,PRLA.AOS.littoral2,2023,5,3,3,0.52,NA,0.5333333333333333,0.0875,0.055555555555555546
PRLA,PRLA.AOS.buoy.c1,2023,7,10,10,0.96,NA,1.257,0.07116666666666667,26.555555555555554
PRLA,PRLA.AOS.littoral1,2023,7,10,10,1.204,NA,1.295,0.07166666666666667,22.5
PRLA,PRLA.AOS.littoral2,2023,7,10,10,0.9079999999999999,NA,1.135,0.07166666666666667,40.125
PRLA,PRLA.AOS.buoy.c0,2023,9,8,8,0.308125,NA,0.3675,0.12333333333333334,62.84722222222222
PRLA,PRLA.AOS.littoral1,2023,9,6,6,0.48083333333333333,NA,0.5966666666666667,0.155,125.02083333333334
PRLA,PRLA.AOS.littoral2,2023,9,6,6,0.2316666666666667,NA,0.32333333333333336,0.076,40.57638888888889
PRLA,PRLA.AOS.buoy.c0,2024,4,5,5,0.426,NA,0.572,0.07666666666666667,55.833333333333336
PRLA,PRLA.AOS.littoral1,2024,4,4,4,0.62375,NA,0.71,0.11,224.64583333333331
PRLA,PRLA.AOS.littoral2,2024,4,6,6,0.2891666666666667,NA,0.38666666666666666,0.0775,30.90277777777778
PRLA,PRLA.AOS.buoy.c0,2024,7,8,8,0.244375,NA,0.33125,0.074,153.8125
PRLA,PRLA.AOS.littoral1,2024,7,7,7,0.30714285714285716,NA,0.42428571428571427,0.065,104.45833333333333
PRLA,PRLA.AOS.littoral2,2024,7,7,7,0.19785714285714284,NA,0.2657142857142857,0.07,119.57142857142857
PRLA,PRLA.AOS.buoy.c0,2024,9,15,15,0.25266666666666665,NA,0.31333333333333335,0.10181818181818182,75.92592592592592
PRLA,PRLA.AOS.littoral1,2024,9,9,9,0.265,NA,0.3022222222222222,0.051666666666666666,48.06944444444444
PRLA,PRLA.AOS.littoral2,2024,9,15,15,0.20766666666666667,NA,0.25266666666666665,0.08307692307692308,52.083333333333336
PRPO,PRPO.AOS.buoy.c0,2014,7,14,14,0.29032142857142856,NA,0.3415714285714286,0.055428571428571424,20.39628180039139
PRPO,PRPO.AOS.littoral1,2014,7,12,12,0.34045833333333336,NA,0.4065,0.05916666666666666,74.03414351851852
PRPO,PRPO.AOS.littoral2,2014,7,13,13,0.37573076923076926,NA,0.4509230769230769,0.08066666666666666,52.88461538461539
PRPO,PRPO.AOS.buoy.c0,2014,9,14,14,0.40171428571428575,NA,0.4595714285714286,0.08366666666666667,12.205044574907589
PRPO,PRPO.AOS.littoral1,2014,9,12,12,0.4106666666666667,NA,0.47058333333333335,0.08,19.40277777777778
PRPO,PRPO.AOS.littoral2,2014,9,14,14,0.3453928571428571,NA,0.397,0.08714285714285715,8.880952380952381
PRPO,PRPO.AOS.buoy.c0,2017,4,8,8,0.453125,NA,0.540625,NA,20.630208333333332
PRPO,PRPO.AOS.littoral1,2017,4,8,8,0.426,NA,0.5235,NA,19.979166666666664
PRPO,PRPO.AOS.littoral2,2017,4,9,9,0.4671875,NA,0.5375,NA,21.61111111111111
PRPO,PRPO.AOS.buoy.c0,2017,7,13,13,0.6542307692307693,NA,0.7361538461538462,0.07,209.07692307692307
PRPO,PRPO.AOS.littoral1,2017,7,9,9,0.45611111111111113,NA,0.5611111111111111,0.05,337.96296296296293
PRPO,PRPO.AOS.littoral2,2017,7,11,11,0.4909090909090909,NA,0.5981818181818183,0.06,315.1515151515151
PRPO,PRPO.AOS.buoy.c0,2017,9,17,17,0.5,NA,0.5770588235294117,NA,7.1764705882352935
PRPO,PRPO.AOS.littoral1,2017,9,16,16,0.8646874999999999,NA,0.9568749999999999,NA,2.138020833333333
PRPO,PRPO.AOS.littoral2,2017,9,11,11,0.6015,NA,0.749,NA,17.424242424242426
PRPO,PRPO.AOS.buoy.c0,2018,5,8,8,0.3835714285714286,NA,0.4028571428571429,NA,6.215277777777777
PRPO,PRPO.AOS.littoral1,2018,5,9,9,0.365,NA,0.3775,NA,3.4861111111111107
PRPO,PRPO.AOS.littoral2,2018,5,7,7,0.3591666666666667,NA,0.395,NA,4.738095238095239
PRPO,PRPO.AOS.buoy.c0,2018,7,11,11,0.40090909090909094,NA,0.45,0.05,75.92676767676767
PRPO,PRPO.AOS.littoral1,2018,7,9,9,0.36777777777777776,NA,0.43333333333333335,0.05,54.162037037037045
PRPO,PRPO.AOS.littoral2,2018,7,10,10,0.4095,NA,0.47000000000000003,0.05,73.44583333333334
PRPO,PRPO.AOS.buoy.c0,2018,9,11,11,0.3640909090909091,NA,0.38363636363636366,0.07,288.4848484848485
PRPO,PRPO.AOS.littoral1,2018,9,8,8,0.37875000000000003,NA,0.39125,0.07,353.125
PRPO,PRPO.AOS.littoral2,2018,9,7,7,0.3942857142857143,NA,0.41000000000000003,0.07,564.2857142857143
PRPO,PRPO.AOS.buoy.c0,2019,4,10,10,0.31425000000000003,NA,0.383,0.08328571428571428,7.305555555555556
PRPO,PRPO.AOS.littoral1,2019,4,6,6,0.13791666666666666,NA,0.14450000000000002,0.3165,2.986111111111111
PRPO,PRPO.AOS.littoral2,2019,4,9,9,0.35777777777777775,NA,0.38122222222222224,0.11857142857142856,7.083333333333332
PRPO,PRPO.AOS.buoy.c0,2019,7,10,10,0.7152000000000001,NA,0.8893,0.159,76.55833333333334
PRPO,PRPO.AOS.littoral1,2019,7,13,13,0.8323846153846154,NA,1.0107692307692306,0.10166666666666667,21.55448717948718
PRPO,PRPO.AOS.littoral2,2019,7,7,7,1.0407857142857142,NA,1.2282857142857142,NA,129.45238095238093
PRPO,PRPO.AOS.buoy.c0,2019,9,10,10,0.78635,NA,0.8785,0.125,16.28611111111111
PRPO,PRPO.AOS.littoral1,2019,9,5,5,1.091,NA,1.2256,NA,70.83333333333333
PRPO,PRPO.AOS.littoral2,2019,9,6,6,1.022,NA,1.149,NA,68.05555555555556
PRPO,PRPO.AOS.buoy.c0,2020,6,13,13,0.8196153846153846,NA,0.9278461538461539,0.10766666666666667,4.314102564102564
PRPO,PRPO.AOS.littoral1,2020,6,15,15,0.835,NA,0.912,0.124,2.363888888888889
PRPO,PRPO.AOS.littoral2,2020,6,12,12,0.9419166666666666,NA,1.0085833333333334,0.1095,5.142361111111111
PRPO,PRPO.AOS.buoy.c0,2020,7,14,14,0.6431071428571429,NA,0.7412857142857143,0.106,25.049603174603178
PRPO,PRPO.AOS.littoral1,2020,7,14,14,0.7476071428571428,NA,0.8356428571428571,0.092,10.127976190476188
PRPO,PRPO.AOS.littoral2,2020,7,12,12,0.7077916666666667,NA,0.8075833333333333,0.09733333333333333,16.4375
PRPO,PRPO.AOS.buoy.c0,2020,9,14,14,0.4597142857142857,NA,0.5054285714285714,0.112375,15.634920634920636
PRPO,PRPO.AOS.littoral1,2020,9,14,14,0.44910714285714287,NA,0.5227142857142857,0.119625,19.282738095238095
PRPO,PRPO.AOS.littoral2,2020,9,13,13,0.5361923076923077,NA,0.5876153846153847,0.12385714285714286,9.939102564102564
PRPO,PRPO.AOS.buoy.c0,2021,4,8,8,0.3608125,NA,0.399375,0.125,21.06597222222222
PRPO,PRPO.AOS.littoral1,2021,4,9,9,0.18994444444444444,NA,0.19299999999999998,0.0835,6.9675925925925934
PRPO,PRPO.AOS.littoral2,2021,4,9,9,0.4255,NA,0.4398888888888889,0.08666666666666667,6.875
PRPO,PRPO.AOS.buoy.c0,2021,7,11,11,0.4626363636363636,NA,0.5454545454545454,0.08483333333333333,9.202020202020202
PRPO,PRPO.AOS.littoral1,2021,7,9,9,0.6350555555555556,NA,0.7247777777777777,0.16575,18.18981481481482
PRPO,PRPO.AOS.littoral2,2021,7,11,11,0.4923636363636364,NA,0.5204545454545455,0.0862,8.257575757575758
PRPO,PRPO.AOS.buoy.c0,2021,9,5,5,0.68,NA,0.7,0.15000000000000002,30.250000000000004
PRPO,PRPO.AOS.littoral1,2021,9,7,7,0.43,NA,0.4942857142857143,0.09,73.36309523809524
PRPO,PRPO.AOS.littoral2,2021,9,4,4,0.625,NA,0.6749999999999999,0.15000000000000002,97.08333333333333
PRPO,PRPO.AOS.buoy.c0,2022,5,5,5,0.426,NA,0.446,0.08666666666666667,1.7
PRPO,PRPO.AOS.littoral1,2022,5,3,3,0.12000000000000001,NA,0.12333333333333334,0.08333333333333334,8.083333333333334
PRPO,PRPO.AOS.littoral2,2022,5,5,5,0.192,NA,0.192,0.07250000000000001,2.408333333333333
PRPO,PRPO.AOS.buoy.c0,2022,7,6,6,0.8200000000000001,NA,0.8366666666666667,0.07,0.6180555555555556
PRPO,PRPO.AOS.littoral1,2022,7,8,8,0.5575,NA,0.5762499999999999,0.06333333333333334,1.015625
PRPO,PRPO.AOS.littoral2,2022,7,2,2,0.36,NA,0.36,0.05,0.9791666666666667
PRPO,PRPO.AOS.buoy.c0,2022,9,5,5,0.299,NA,0.34600000000000003,0.06666666666666667,5.783333333333333
PRPO,PRPO.AOS.littoral1,2022,9,6,6,0.4875,NA,0.5700000000000001,0.07,5.652777777777778
PRPO,PRPO.AOS.littoral2,2022,9,7,7,0.44857142857142857,NA,0.4642857142857143,0.075,4.952380952380952
PRPO,PRPO.AOS.buoy.c1,2023,5,7,7,0.3221428571428571,NA,0.3628571428571428,0.135,9.365079365079366
PRPO,PRPO.AOS.littoral1,2023,5,6,6,0.3666666666666667,NA,0.38,0.06566666666666666,15
PRPO,PRPO.AOS.littoral2,2023,5,6,6,0.26166666666666666,NA,0.3,0.075,4.868055555555555
PRPO,PRPO.AOS.buoy.c0,2023,7,8,8,0.333125,NA,0.35625,0.0694,3
PRPO,PRPO.AOS.littoral1,2023,7,6,6,0.25,NA,0.2833333333333333,0.066,5.5
PRPO,PRPO.AOS.littoral2,2023,7,8,8,0.25875000000000004,NA,0.2725,0.06333333333333334,2.583333333333333
PRPO,PRPO.AOS.buoy.c0,2023,9,4,4,0.43875000000000003,NA,0.535,0.06,10.840277777777777
PRPO,PRPO.AOS.littoral1,2023,9,11,11,0.1668181818181818,NA,0.1990909090909091,0.06375,22.064393939393945
PRPO,PRPO.AOS.littoral2,2023,9,7,7,0.2235714285714286,NA,0.31,0.058,7.065476190476191
PRPO,PRPO.AOS.buoy.c0,2024,5,4,4,0.36000000000000004,NA,0.44500000000000006,0.08499999999999999,38.53472222222222
PRPO,PRPO.AOS.littoral1,2024,5,5,5,0.305,NA,0.4,0.09,44.00000000000001
PRPO,PRPO.AOS.littoral2,2024,5,10,10,0.2465,NA,0.336,0.06875,5.35
PRPO,PRPO.AOS.buoy.c0,2024,7,6,6,0.21166666666666667,NA,0.2583333333333333,0.0675,25.925925925925927
PRPO,PRPO.AOS.littoral1,2024,7,4,4,0.3375,NA,0.4625,0.065,22.3125
PRPO,PRPO.AOS.littoral2,2024,7,9,9,0.28944444444444445,NA,0.3422222222222222,0.10714285714285715,32.52314814814815
PRPO,PRPO.AOS.buoy.c0,2024,9,4,4,0.4125,NA,0.5675,0.065,180.20833333333331
PRPO,PRPO.AOS.littoral1,2024,9,5,5,0.265,NA,0.346,0.065,78.95833333333333
PRPO,PRPO.AOS.littoral2,2024,9,5,5,0.383,NA,0.47000000000000003,0.065,80.625
SUGG,SUGG.AOS.buoy.c0,2014,7,9,9,0.3507777777777778,NA,0.3973333333333333,NA,34.405092592592595
SUGG,SUGG.AOS.littoral1,2014,7,10,10,0.3189,NA,0.3589,NA,22.647222222222226
SUGG,SUGG.AOS.littoral2,2014,7,12,12,0.6422083333333334,NA,0.6719166666666666,NA,21.016203703703706
SUGG,SUGG.AOS.buoy.c0,2015,2,10,10,0.46875,NA,0.534375,NA,5.664583333333334
SUGG,SUGG.AOS.littoral1,2015,2,11,11,0.49245,NA,0.5937,NA,5.450757575757575
SUGG,SUGG.AOS.littoral2,2015,2,10,10,0.46044444444444443,NA,0.5097777777777778,NA,6.354166666666667
SUGG,SUGG.AOS.buoy.c0,2017,6,10,10,0.581,NA,0.693,NA,32.66666666666667
SUGG,SUGG.AOS.littoral1,2017,6,13,13,0.4584615384615384,NA,0.5476923076923077,NA,6.057692307692308
SUGG,SUGG.AOS.littoral2,2017,6,23,23,0.3367391304347826,NA,0.4047826086956522,NA,5.076086956521739
SUGG,SUGG.AOS.buoy.c0,2017,11,9,9,0.5955555555555556,NA,0.7555555555555556,NA,8.24074074074074
SUGG,SUGG.AOS.littoral1,2017,11,12,12,0.4945833333333333,NA,0.6275000000000001,NA,6.388888888888889
SUGG,SUGG.AOS.littoral2,2017,11,11,11,0.5313636363636364,NA,0.6781818181818182,NA,5.9393939393939394
SUGG,SUGG.AOS.buoy.c0,2018,2,12,12,0.475,NA,0.5633333333333334,0.08,5.625
SUGG,SUGG.AOS.littoral1,2018,2,23,23,0.3968181818181818,NA,0.45045454545454544,0.08,1.0797101449275364
SUGG,SUGG.AOS.littoral2,2018,2,14,14,0.5407142857142857,NA,0.6407142857142857,NA,3.3928571428571432
SUGG,SUGG.AOS.buoy.c0,2018,7,6,6,0.7175,NA,0.9199999999999999,NA,21.203703703703702
SUGG,SUGG.AOS.littoral1,2018,7,9,9,0.5833333333333334,NA,0.7111111111111111,0.08,18
SUGG,SUGG.AOS.littoral2,2018,7,9,9,0.5511111111111111,NA,0.6666666666666666,NA,3.611111111111111
SUGG,SUGG.AOS.buoy.c0,2018,10,8,8,0.456875,NA,0.55,0.060000000000000005,19.444444444444446
SUGG,SUGG.AOS.littoral1,2018,10,18,18,0.3525,NA,0.3894444444444444,0.065,4.319444444444445
SUGG,SUGG.AOS.littoral2,2018,10,8,8,0.521875,NA,0.645,0.060000000000000005,25.78125
SUGG,SUGG.AOS.buoy.c0,2019,2,10,10,0.61875,NA,0.8049999999999999,0.067,1.5
SUGG,SUGG.AOS.littoral1,2019,2,10,10,0.6675,NA,0.8425,NA,1.9888888888888887
SUGG,SUGG.AOS.littoral2,2019,2,10,10,0.62125,NA,0.7625,0.075,5.779166666666667
SUGG,SUGG.AOS.buoy.c0,2019,7,12,12,0.5083333333333333,NA,0.59375,NA,17.291666666666664
SUGG,SUGG.AOS.littoral1,2019,7,19,19,0.34671052631578947,NA,0.39342105263157895,0.05,7.083333333333333
SUGG,SUGG.AOS.littoral2,2019,7,10,10,0.36625,NA,0.425,NA,18.1125
SUGG,SUGG.AOS.buoy.c0,2019,10,10,10,0.51375,NA,0.6325,0.06,12.666666666666666
SUGG,SUGG.AOS.littoral1,2019,10,11,11,0.41363636363636364,NA,0.5113636363636364,0.08,3.9204545454545454
SUGG,SUGG.AOS.littoral2,2019,10,10,10,0.49,NA,0.605,0.05,5.016666666666667
SUGG,SUGG.AOS.buoy.c0,2020,2,9,9,0.5944444444444444,NA,0.7527777777777778,NA,3.1018518518518516
SUGG,SUGG.AOS.littoral1,2020,2,13,13,0.38846153846153847,NA,0.46923076923076923,0.075,1.689102564102564
SUGG,SUGG.AOS.littoral2,2020,2,10,10,0.5825,NA,0.7475,NA,3.8666666666666667
SUGG,SUGG.AOS.buoy.c0,2020,7,6,6,0.6166666666666667,NA,0.7916666666666666,NA,50.833333333333336
SUGG,SUGG.AOS.littoral1,2020,7,13,13,0.4721153846153846,NA,0.5153846153846154,NA,7.3076923076923075
SUGG,SUGG.AOS.littoral2,2020,7,15,15,0.33666666666666667,NA,0.4083333333333333,NA,1.6583333333333334
SUGG,SUGG.AOS.buoy.c0,2020,10,11,11,0.509090909090909,NA,0.615909090909091,NA,5.753787878787879
SUGG,SUGG.AOS.littoral1,2020,10,12,12,0.4458333333333333,NA,0.5541666666666667,0.05,2.1145833333333335
SUGG,SUGG.AOS.littoral2,2020,10,12,12,0.40625,NA,0.47708333333333336,NA,5.798611111111111
SUGG,SUGG.AOS.buoy.c1,2021,2,9,9,0.6083333333333333,NA,0.7583333333333333,NA,15.347222222222221
SUGG,SUGG.AOS.littoral1,2021,2,13,13,0.4673076923076923,NA,0.5826923076923077,0.07150000000000001,2.483974358974359
SUGG,SUGG.AOS.littoral2,2021,2,13,13,0.48173076923076924,NA,0.5711538461538461,NA,6.288461538461538
SUGG,SUGG.AOS.buoy.c0,2021,6,9,9,0.5361111111111111,NA,0.6555555555555556,0.1,49.07407407407407
SUGG,SUGG.AOS.littoral1,2021,6,10,10,0.505,NA,0.5925,NA,108.66666666666666
SUGG,SUGG.AOS.littoral2,2021,6,10,10,0.4525,NA,0.54,0.069,25.749999999999993
SUGG,SUGG.AOS.buoy.c0,2022,2,11,11,0.5727272727272728,NA,0.6863636363636364,0.06666666666666667,1.6388888888888888
SUGG,SUGG.AOS.littoral1,2022,2,12,12,0.5066666666666667,NA,0.5983333333333334,0.1,0.7569444444444444
SUGG,SUGG.AOS.littoral2,2022,2,8,8,0.74375,NA,0.8375,0.05,7.1875
SUGG,SUGG.AOS.buoy.c1,2022,7,8,8,0.58125,NA,0.6875,0.05,42.34375
SUGG,SUGG.AOS.littoral1,2022,7,7,7,0.4285714285714286,NA,0.5357142857142857,0.065,33.33333333333333
SUGG,SUGG.AOS.littoral2,2022,7,6,6,0.6583333333333333,NA,0.75,0.05,73.95833333333334
SUGG,SUGG.AOS.buoy.c0,2022,10,7,7,0.7071428571428572,NA,0.8428571428571429,0.05,6.686507936507937
SUGG,SUGG.AOS.littoral1,2022,10,12,12,0.5183333333333333,NA,0.635,0.0825,4.253472222222222
SUGG,SUGG.AOS.littoral2,2022,10,9,9,0.6111111111111112,NA,0.7666666666666666,0.05,3.4027777777777777
SUGG,SUGG.AOS.buoy.c1,2023,2,15,15,0.5033333333333333,NA,0.6146666666666667,0.0674,3.388888888888889
SUGG,SUGG.AOS.littoral1,2023,2,8,8,0.625,NA,0.7625,0.065,8.75
SUGG,SUGG.AOS.littoral2,2023,2,11,11,0.5336363636363637,NA,0.6336363636363637,0.08333333333333334,3.8409090909090913
SUGG,SUGG.AOS.buoy.c0,2023,6,7,7,0.7071428571428572,NA,0.8285714285714285,0.05,6.031746031746032
SUGG,SUGG.AOS.littoral1,2023,6,9,9,0.4444444444444444,NA,0.5066666666666667,0.06375,3.791666666666667
SUGG,SUGG.AOS.littoral2,2023,6,14,14,0.3007142857142857,NA,0.32857142857142857,0.07777777777777778,0.5029761904761905
SUGG,SUGG.AOS.buoy.c0,2023,10,8,8,0.42562500000000003,NA,0.55625,0.13,19.96527777777778
SUGG,SUGG.AOS.littoral1,2023,10,12,12,0.26708333333333334,NA,0.35583333333333333,0.075,2.4895833333333335
SUGG,SUGG.AOS.littoral2,2023,10,10,10,0.6385,NA,0.724,0.07333333333333333,16.57916666666667
SUGG,SUGG.AOS.buoy.c0,2024,2,6,6,0.42166666666666663,NA,0.5816666666666667,0.055,12.444444444444445
SUGG,SUGG.AOS.littoral1,2024,2,8,8,0.42375,NA,0.5549999999999999,0.08,4.817708333333333
SUGG,SUGG.AOS.littoral2,2024,2,12,12,0.29708333333333337,NA,0.425,0.06857142857142857,1.6111111111111112
SUGG,SUGG.AOS.buoy.c0,2024,7,5,5,0.546,NA,0.816,0.05,25.566666666666666
SUGG,SUGG.AOS.littoral1,2024,7,5,5,0.52,NA,0.734,0.05,2.6833333333333336
SUGG,SUGG.AOS.littoral2,2024,7,9,9,0.39666666666666667,NA,0.4955555555555556,0.07333333333333333,2.523148148148148
SUGG,SUGG.AOS.buoy.c0,2024,10,8,8,0.603125,NA,0.7575,NA,7.868055555555555
SUGG,SUGG.AOS.littoral1,2024,10,9,9,0.47111111111111115,NA,0.6377777777777778,0.06,8.253086419753085
SUGG,SUGG.AOS.littoral2,2024,10,8,8,0.564375,NA,0.68875,0.12,2.8958333333333335
TOOK,TOOK.AOS.buoy.c0,2017,6,10,10,0.42900000000000005,NA,0.496,0.07500000000000001,1.0073761854583774
TOOK,TOOK.AOS.littoral2,2017,6,11,11,0.4259090909090909,NA,0.47363636363636363,0.09,0.5252525252525253
TOOK,TOOK.AOS.littoral3,2017,6,12,12,0.48333333333333334,NA,0.55,0.08499999999999999,0.5520833333333333
TOOK,TOOK.AOS.buoy.c0,2017,7,8,8,0.9237500000000001,NA,0.9850000000000001,0.05,1.5291997116077867
TOOK,TOOK.AOS.littoral2,2017,7,8,8,0.486875,NA,0.5375,0.05,0.6197916666666667
TOOK,TOOK.AOS.littoral3,2017,7,12,12,0.47000000000000003,NA,0.5125,0.11499999999999999,0.2604166666666667
TOOK,TOOK.AOS.buoy.c0,2017,9,7,7,0.5078571428571429,NA,0.5528571428571428,0.05,0.8734164177567205
TOOK,TOOK.AOS.littoral2,2017,9,6,6,0.5575,NA,0.605,NA,0.6041666666666666
TOOK,TOOK.AOS.littoral3,2017,9,6,6,0.567,NA,0.592,NA,0.07638888888888888
TOOK,TOOK.AOS.buoy.c0,2018,6,8,8,0.35062499999999996,NA,0.43,0.095,0.6371665465032444
TOOK,TOOK.AOS.littoral2,2018,6,10,10,0.4545,NA,0.484,0.10500000000000001,0.6666666666666666
