"","domainID","siteID","collectDate","sampleID","chlorophyllMicrogramsPerLiter"
"19634","D05","LIRO",2020-06-16,"LIRO.20200616.PHYTOPLANKTON.8.REP2.CHL/PHEO.2",1.84
"19652","D05","LIRO",2020-06-16,"LIRO.20200616.PHYTOPLANKTON.1.CHL/PHEO.1",2.94
"19662","D05","LIRO",2020-06-16,"LIRO.20200616.PHYTOPLANKTON.8.CHL/PHEO.1",1.95
"19681","D05","LIRO",2020-06-16,"LIRO.20200616.PHYTOPLANKTON.2.CHL/PHEO.1",2.01
"19748","D05","LIRO",2020-07-22,"LIRO.20200722.PHYTOPLANKTON.8.REP2.CHL/PHEO.2",3.38
"19768","D05","LIRO",2020-07-22,"LIRO.20200722.PHYTOPLANKTON.2.CHL/PHEO.1",3.79
"19775","D05","LIRO",2020-07-22,"LIRO.20200722.PHYTOPLANKTON.8.CHL/PHEO.1",3.59
"19790","D05","LIRO",2020-07-22,"LIRO.20200722.PHYTOPLANKTON.1.CHL/PHEO.1",17.79
"19827","D05","LIRO",2020-09-10,"LIRO.20200910.PHYTOPLANKTON.2.CHL/PHEO.1",2.38
"19843","D05","LIRO",2020-09-10,"LIRO.20200910.PHYTOPLANKTON.1.REP2.CHL/PHEO.2",11.99
"19880","D05","LIRO",2020-09-10,"LIRO.20200910.PHYTOPLANKTON.1.CHL/PHEO.1",12.41
"19905","D05","LIRO",2020-09-10,"LIRO.20200910.PHYTOPLANKTON.8.CHL/PHEO.1",2.69
"19921","D05","LIRO",2021-04-14,"LIRO.20210414.PHYTOPLANKTON.1.CHL/PHEO.1",3.23
"19954","D05","LIRO",2021-04-14,"LIRO.20210414.PHYTOPLANKTON.2.CHL/PHEO.1",2.39
"19977","D05","LIRO",2021-04-14,"LIRO.20210414.PHYTOPLANKTON.7.CHL/PHEO.1",2.6
"20003","D05","LIRO",2021-07-21,"LIRO.20210721.PHYTOPLANKTON.7.CHL/PHEO.1",2.03
"20010","D05","LIRO",2021-07-21,"LIRO.20210721.PHYTOPLANKTON.2.CHL/PHEO.1",1.88
"20066","D05","LIRO",2021-07-21,"LIRO.20210721.PHYTOPLANKTON.1.CHL/PHEO.1",1.77
"20087","D05","LIRO",2021-09-09,"LIRO.20210909.PHYTOPLANKTON.3.CHL/PHEO.1",1.84
"20110","D05","LIRO",2021-09-09,"LIRO.20210909.PHYTOPLANKTON.2.CHL/PHEO.1",2.4
"20119","D05","LIRO",2021-09-09,"LIRO.20210909.PHYTOPLANKTON.1.CHL/PHEO.1",10.84
"20173","D05","LIRO",2022-05-16,"LIRO.20220516.PHYTOPLANKTON.2.CHL/PHEO.1",2.24
"20176","D05","LIRO",2022-05-16,"LIRO.20220516.PHYTOPLANKTON.3.CHL/PHEO.1",2.24
"20183","D05","LIRO",2022-05-16,"LIRO.20220516.PHYTOPLANKTON.1.CHL/PHEO.1",4.52
"20258","D05","LIRO",2022-07-20,"LIRO.20220720.PHYTOPLANKTON.2.CHL/PHEO.1",7.24
"20283","D05","LIRO",2022-07-20,"LIRO.20220720.PHYTOPLANKTON.3.CHL/PHEO.1",4.4
"20313","D05","LIRO",2022-07-20,"LIRO.20220720.PHYTOPLANKTON.1.CHL/PHEO.1",6.83
"20320","D05","LIRO",2022-09-08,"LIRO.20220908.PHYTOPLANKTON.2.CHL/PHEO.1",11.35
"20321","D05","LIRO",2022-09-08,"LIRO.20220908.PHYTOPLANKTON.1.CHL/PHEO.1",16.49
"20395","D05","LIRO",2022-09-08,"LIRO.20220908.PHYTOPLANKTON.3.CHL/PHEO.1",11.09
"20403","D05","LIRO",2023-05-15,"LIRO.20230515.PHYTOPLANKTON.3.CHL/PHEO.1",1.64
"20408","D05","LIRO",2023-05-15,"LIRO.20230515.PHYTOPLANKTON.2.CHL/PHEO.1",2.24
"20434","D05","LIRO",2023-05-15,"LIRO.20230515.PHYTOPLANKTON.1.CHL/PHEO.1",2.94
"20495","D05","LIRO",2023-07-24,"LIRO.20230724.PHYTOPLANKTON.3.CHL/PHEO.1",7.78
"20531","D05","LIRO",2023-07-24,"LIRO.20230724.PHYTOPLANKTON.2.CHL/PHEO.1",8.67
"20553","D05","LIRO",2023-07-24,"LIRO.20230724.PHYTOPLANKTON.1.CHL/PHEO.1",8.04
"20570","D05","LIRO",2023-09-05,"LIRO.20230905.PHYTOPLANKTON.3.CHL/PHEO.1",14.18
"20581","D05","LIRO",2023-09-05,"LIRO.20230905.PHYTOPLANKTON.2.CHL/PHEO.1",16.37
"20582","D05","LIRO",2023-09-05,"LIRO.20230905.PHYTOPLANKTON.1.CHL/PHEO.1",23.85
"28731","D08","BLWA",2017-11-16,"BLWA.20171116.PHYTOPLANKTON.2",320.58
"28770","D08","BLWA",2017-11-16,"BLWA.20171116.PHYTOPLANKTON.3",311.64
"28803","D08","BLWA",2017-11-16,"BLWA.20171116.PHYTOPLANKTON.1",309.94
"28808","D08","BLWA",2018-02-21,"BLWA.20180221.PHYTOPLANKTON.3.CHL/PHEO.1",4.73
"28830","D08","BLWA",2018-02-21,"BLWA.20180221.PHYTOPLANKTON.1.CHL/PHEO.1",4.89
"28841","D08","BLWA",2018-02-21,"BLWA.20180221.PHYTOPLANKTON.2.CHL/PHEO.1",5.52
"28889","D08","BLWA",2018-06-28,"BLWA.20180628.PHYTOPLANKTON.3.CHL/PHEO.1",21.13
"28927","D08","BLWA",2018-06-28,"BLWA.20180628.PHYTOPLANKTON.2.CHL/PHEO.1",22.99
"28954","D08","BLWA",2018-06-28,"BLWA.20180628.PHYTOPLANKTON.1.CHL/PHEO.1",18.13
"29014","D08","BLWA",2018-11-20,"BLWA.20181120.PHYTOPLANKTON.2.CHL/PHEO.1",2.32
"29016","D08","BLWA",2018-11-20,"BLWA.20181120.PHYTOPLANKTON.3.CHL/PHEO.1",4.75
"29037","D08","BLWA",2018-11-20,"BLWA.20181120.PHYTOPLANKTON.1.CHL/PHEO.1",3.21
"29073","D08","BLWA",2019-02-18,"BLWA.20190218.PHYTOPLANKTON.3.CHL/PHEO.1",4.37
"29075","D08","BLWA",2019-02-18,"BLWA.20190218.PHYTOPLANKTON.2.CHL/PHEO.1",4.25
"29111","D08","BLWA",2019-02-18,"BLWA.20190218.PHYTOPLANKTON.1.CHL/PHEO.1",4.37
"29130","D08","BLWA",2019-06-25,"BLWA.20190625.PHYTOPLANKTON.3.CHL/PHEO.1",12.02
"29175","D08","BLWA",2019-06-25,"BLWA.20190625.PHYTOPLANKTON.1.CHL/PHEO.1",8.57
"29181","D08","BLWA",2019-06-25,"BLWA.20190625.PHYTOPLANKTON.2.CHL/PHEO.1",11.18
"29205","D08","BLWA",2019-10-28,"BLWA.20191028.PHYTOPLANKTON.3.CHL/PHEO.1",11.04
"29240","D08","BLWA",2019-10-28,"BLWA.20191028.PHYTOPLANKTON.1.CHL/PHEO.1",9.76
"29248","D08","BLWA",2019-10-28,"BLWA.20191028.PHYTOPLANKTON.2.CHL/PHEO.1",8.73
"29327","D08","BLWA",2020-07-30,"BLWA.20200730.PHYTOPLANKTON.3.CHL/PHEO.1",8.39
"29329","D08","BLWA",2020-07-30,"BLWA.20200730.PHYTOPLANKTON.1.CHL/PHEO.1",9.76
"29356","D08","BLWA",2020-07-30,"BLWA.20200730.PHYTOPLANKTON.2.CHL/PHEO.1",10.81
"29388","D08","BLWA",2020-10-27,"BLWA.20201027.PHYTOPLANKTON.1.CHL/PHEO.1",20.67
"29390","D08","BLWA",2020-10-27,"BLWA.20201027.PHYTOPLANKTON.2.CHL/PHEO.1",23.26
"29400","D08","BLWA",2020-10-27,"BLWA.20201027.PHYTOPLANKTON.3.CHL/PHEO.1",22.93
"29461","D08","BLWA",2021-07-15,"BLWA.20210715.PHYTOPLANKTON.3.CHL/PHEO.1",17.73
"29504","D08","BLWA",2021-07-15,"BLWA.20210715.PHYTOPLANKTON.2.CHL/PHEO.1",11.32
"29525","D08","BLWA",2021-07-15,"BLWA.20210715.PHYTOPLANKTON.1.CHL/PHEO.1",8.16
"29534","D08","BLWA",2021-03-08,"BLWA.20210308.PHYTOPLANKTON.2.CHL/PHEO.1",6.59
"29569","D08","BLWA",2021-03-08,"BLWA.20210308.PHYTOPLANKTON.1.CHL/PHEO.1",6.47
"29609","D08","BLWA",2021-03-08,"BLWA.20210308.PHYTOPLANKTON.3.CHL/PHEO.1",6.01
"29639","D08","BLWA",2021-11-16,"BLWA.20211116.PHYTOPLANKTON.3.CHL/PHEO.1",19.68
"29654","D08","BLWA",2021-11-16,"BLWA.20211116.PHYTOPLANKTON.2.CHL/PHEO.1",17.73
"29655","D08","BLWA",2021-11-16,"BLWA.20211116.PHYTOPLANKTON.1.CHL/PHEO.1",17.31
"29718","D08","BLWA",2022-03-16,"BLWA.20220316.PHYTOPLANKTON.1.CHL/PHEO.1",8.38
"29767","D08","BLWA",2022-03-16,"BLWA.20220316.PHYTOPLANKTON.3.CHL/PHEO.1",1.35
"29785","D08","BLWA",2022-03-16,"BLWA.20220316.PHYTOPLANKTON.2.CHL/PHEO.1",8.33
"29803","D08","BLWA",2022-07-06,"BLWA.20220706.PHYTOPLANKTON.3.CHL/PHEO.1",7.54
"29813","D08","BLWA",2022-07-06,"BLWA.20220706.PHYTOPLANKTON.1.CHL/PHEO.1",7.43
"29849","D08","BLWA",2022-07-06,"BLWA.20220706.PHYTOPLANKTON.2.CHL/PHEO.1",7.05
"29939","D08","BLWA",2022-11-09,"BLWA.20221109.PHYTOPLANKTON.3.CHL/PHEO.1",6.67
"29948","D08","BLWA",2022-11-09,"BLWA.20221109.PHYTOPLANKTON.2.CHL/PHEO.1",5.49
"29953","D08","BLWA",2022-11-09,"BLWA.20221109.PHYTOPLANKTON.1.CHL/PHEO.1",6.51
"30007","D08","BLWA",2023-03-22,"BLWA.20230322.PHYTOPLANKTON.3.CHL/PHEO.1",1.77
"30021","D08","BLWA",2023-03-22,"BLWA.20230322.PHYTOPLANKTON.2.CHL/PHEO.1",12
"30028","D08","BLWA",2023-03-22,"BLWA.20230322.PHYTOPLANKTON.1.CHL/PHEO.1",12.29
"30053","D08","BLWA",2023-06-26,"BLWA.20230626.PHYTOPLANKTON.3.CHL/PHEO.1",8.88
"30117","D08","BLWA",2023-06-26,"BLWA.20230626.PHYTOPLANKTON.2.CHL/PHEO.1",11.89
"30118","D08","BLWA",2023-06-26,"BLWA.20230626.PHYTOPLANKTON.1.CHL/PHEO.1",13.95
"30129","D08","BLWA",2023-11-06,"BLWA.20231106.PHYTOPLANKTON.1.CHL/PHEO.1",6.22
"30130","D08","BLWA",2023-11-06,"BLWA.20231106.PHYTOPLANKTON.2.CHL/PHEO.1",4.84
"30189","D08","BLWA",2023-11-06,"BLWA.20231106.PHYTOPLANKTON.3.CHL/PHEO.1",7.82
"32852","D08","TOMB",2017-11-29,"TOMB.20171129.PHYTOPLANKTON.3",1.73
"32871","D08","TOMB",2017-11-29,"TOMB.20171129.PHYTOPLANKTON.2",3.19
"32925","D08","TOMB",2017-11-29,"TOMB.20171129.PHYTOPLANKTON.1",1.29
"32979","D08","TOMB",2018-03-07,"TOMB.20180307.PHYTOPLANKTON.3.CHL/PHEO.1",4.21
"32986","D08","TOMB",2018-03-07,"TOMB.20180307.PHYTOPLANKTON.2.CHL/PHEO.1",3.84
"32990","D08","TOMB",2018-03-07,"TOMB.20180307.PHYTOPLANKTON.1.CHL/PHEO.1",3.61
"33014","D08","TOMB",2018-11-15,"TOMB.20181115.PHYTOPLANKTON.2.CHL/PHEO.1",1.49
"33046","D08","TOMB",2018-11-15,"TOMB.20181115.PHYTOPLANKTON.1.CHL/PHEO.1",1.77
"33089","D08","TOMB",2018-11-15,"TOMB.20181115.PHYTOPLANKTON.3.CHL/PHEO.1",5.15
"33114","D08","TOMB",2018-07-10,"TOMB.20180710.PHYTOPLANKTON.3.CHL/PHEO.1",10.6
"33130","D08","TOMB",2018-07-10,"TOMB.20180710.PHYTOPLANKTON.2.CHL/PHEO.1",14.27
"33143","D08","TOMB",2018-07-10,"TOMB.20180710.PHYTOPLANKTON.1.CHL/PHEO.1",13.66
"33181","D08","TOMB",2019-04-09,"TOMB.20190409.PHYTOPLANKTON.3.CHL/PHEO.1",8.77
"33192","D08","TOMB",2019-04-09,"TOMB.20190409.PHYTOPLANKTON.2.CHL/PHEO.1",10.58
"33243","D08","TOMB",2019-04-09,"TOMB.20190409.PHYTOPLANKTON.1.CHL/PHEO.1",9.74
"33253","D08","TOMB",2019-07-09,"TOMB.20190709.PHYTOPLANKTON.2.CHL/PHEO.1",12.31
"33267","D08","TOMB",2019-07-09,"TOMB.20190709.PHYTOPLANKTON.1.CHL/PHEO.1",10.3
"33293","D08","TOMB",2019-07-09,"TOMB.20190709.PHYTOPLANKTON.3.CHL/PHEO.1",12.14
"33340","D08","TOMB",2019-11-25,"TOMB.20191125.PHYTOPLANKTON.3.CHL/PHEO.1",3.9
"33346","D08","TOMB",2019-11-25,"TOMB.20191125.PHYTOPLANKTON.2.CHL/PHEO.1",3.84
"33392","D08","TOMB",2019-11-25,"TOMB.20191125.PHYTOPLANKTON.1.CHL/PHEO.1",3.9
"33421","D08","TOMB",2020-07-22,"TOMB.20200722.PHYTOPLANKTON.2.CHL/PHEO.1",43.88
"33434","D08","TOMB",2020-07-22,"TOMB.20200722.PHYTOPLANKTON.3.CHL/PHEO.1",28.68
"33471","D08","TOMB",2020-07-22,"TOMB.20200722.PHYTOPLANKTON.1.CHL/PHEO.1",793.54
"33501","D08","TOMB",2020-11-11,"TOMB.20201111.PHYTOPLANKTON.1.CHL/PHEO.1",3.23
"33511","D08","TOMB",2020-11-11,"TOMB.20201111.PHYTOPLANKTON.3.CHL/PHEO.1",3.58
"33555","D08","TOMB",2020-11-11,"TOMB.20201111.PHYTOPLANKTON.2.CHL/PHEO.1",3.16
"33615","D08","TOMB",2021-03-01,"TOMB.20210301.PHYTOPLANKTON.3.CHL/PHEO.1",2.58
"33618","D08","TOMB",2021-03-01,"TOMB.20210301.PHYTOPLANKTON.1.CHL/PHEO.1",2.21
"33647","D08","TOMB",2021-03-01,"TOMB.20210301.PHYTOPLANKTON.2.CHL/PHEO.1",2.35
"33696","D08","TOMB",2021-07-13,"TOMB.20210713.PHYTOPLANKTON.3.CHL/PHEO.1",4.83
"33699","D08","TOMB",2021-07-13,"TOMB.20210713.PHYTOPLANKTON.2.CHL/PHEO.1",4.78
"33721","D08","TOMB",2021-07-13,"TOMB.20210713.PHYTOPLANKTON.1.CHL/PHEO.1",5.08
"33773","D08","TOMB",2021-11-02,"TOMB.20211102.PHYTOPLANKTON.1.CHL/PHEO.1",14.75
"33801","D08","TOMB",2021-11-02,"TOMB.20211102.PHYTOPLANKTON.3.CHL/PHEO.1",12.99
"33822","D08","TOMB",2021-11-02,"TOMB.20211102.PHYTOPLANKTON.2.CHL/PHEO.1",3.17
"33869","D08","TOMB",2022-07-27,"TOMB.20220727.PHYTOPLANKTON.1.CHL/PHEO.1",20.98
"33891","D08","TOMB",2022-07-27,"TOMB.20220727.PHYTOPLANKTON.3.CHL/PHEO.1",15.4
"33917","D08","TOMB",2022-07-27,"TOMB.20220727.PHYTOPLANKTON.2.CHL/PHEO.1",19.46
"33933","D08","TOMB",2022-05-11,"TOMB.20220511.PHYTOPLANKTON.2.CHL/PHEO.1",9.69
"33967","D08","TOMB",2022-05-11,"TOMB.20220511.PHYTOPLANKTON.3.CHL/PHEO.1",10.66
"33970","D08","TOMB",2022-05-11,"TOMB.20220511.PHYTOPLANKTON.1.CHL/PHEO.1",11.67
"34042","D08","TOMB",2022-10-31,"TOMB.20221031.PHYTOPLANKTON.3.CHL/PHEO.1",2.18
"34048","D08","TOMB",2022-10-31,"TOMB.20221031.PHYTOPLANKTON.2.CHL/PHEO.1",2.23
"34058","D08","TOMB",2022-10-31,"TOMB.20221031.PHYTOPLANKTON.1.CHL/PHEO.1",4.96
"34091","D08","TOMB",2023-03-13,"TOMB.20230313.PHYTOPLANKTON.2.CHL/PHEO.1",3.12
"34099","D08","TOMB",2023-03-13,"TOMB.20230313.PHYTOPLANKTON.3.CHL/PHEO.1",2.91
"34139","D08","TOMB",2023-03-13,"TOMB.20230313.PHYTOPLANKTON.1.CHL/PHEO.1",2.98
"34172","D08","TOMB",2023-07-10,"TOMB.20230710.PHYTOPLANKTON.1.CHL/PHEO.1",27.58
"34189","D08","TOMB",2023-07-10,"TOMB.20230710.PHYTOPLANKTON.2.CHL/PHEO.1",25.16
"34207","D08","TOMB",2023-07-10,"TOMB.20230710.PHYTOPLANKTON.3.CHL/PHEO.1",19.84
"34255","D08","TOMB",2023-11-21,"TOMB.20231121.PHYTOPLANKTON.3.CHL/PHEO.1",2.89
"34295","D08","TOMB",2023-11-21,"TOMB.20231121.PHYTOPLANKTON.2.CHL/PHEO.1",3.29
"34318","D08","TOMB",2023-11-21,"TOMB.20231121.PHYTOPLANKTON.1.CHL/PHEO.1",5.6
"35204","D09","PRLA",2018-05-09,"PRLA.20180509.PHYTOPLANKTON.2.CHL/PHEO.1",149.99
"35246","D09","PRLA",2018-05-09,"PRLA.20180509.PHYTOPLANKTON.3.CHL/PHEO.1",121.85
"35259","D09","PRLA",2018-05-09,"PRLA.20180509.PHYTOPLANKTON.1.CHL/PHEO.1",146.06
"35326","D09","PRLA",2018-07-11,"PRLA.20180711.PHYTOPLANKTON.2.CHL/PHEO.1",168.34
"35344","D09","PRLA",2018-07-11,"PRLA.20180711.PHYTOPLANKTON.1.CHL/PHEO.1",151.29
"35353","D09","PRLA",2018-07-11,"PRLA.20180711.PHYTOPLANKTON.3.CHL/PHEO.1",162.1
"35399","D09","PRLA",2019-04-24,"PRLA.20190424.PHYTOPLANKTON.2.CHL/PHEO.1",47.28
"35422","D09","PRLA",2019-04-24,"PRLA.20190424.PHYTOPLANKTON.3.CHL/PHEO.1",7.79
"35423","D09","PRLA",2019-04-24,"PRLA.20190424.PHYTOPLANKTON.1.CHL/PHEO.1",10.76
"35454","D09","PRLA",2018-09-11,"PRLA.20180911.PHYTOPLANKTON.1.CHL/PHEO.1",209.85
"35467","D09","PRLA",2018-09-11,"PRLA.20180911.PHYTOPLANKTON.3.CHL/PHEO.1",206.73
"35482","D09","PRLA",2018-09-11,"PRLA.20180911.PHYTOPLANKTON.2.CHL/PHEO.1",189.03
"35528","D09","PRLA",2019-09-10,"PRLA.20190910.PHYTOPLANKTON.1.CHL/PHEO.1",6.12
"35538","D09","PRLA",2019-09-10,"PRLA.20190910.PHYTOPLANKTON.3.CHL/PHEO.1",2.79
"35574","D09","PRLA",2019-09-10,"PRLA.20190910.PHYTOPLANKTON.2.CHL/PHEO.1",2.14
"35625","D09","PRLA",2019-07-11,"PRLA.20190711.PHYTOPLANKTON.1.CHL/PHEO.1",2.61
"35636","D09","PRLA",2019-07-11,"PRLA.20190711.PHYTOPLANKTON.2.CHL/PHEO.1",1.89
"35638","D09","PRLA",2019-07-11,"PRLA.20190711.PHYTOPLANKTON.3.CHL/PHEO.1",2.31
"35660","D09","PRLA",2020-06-15,"PRLA.20200615.PHYTOPLANKTON.3.CHL/PHEO.1",3.45
"35677","D09","PRLA",2020-06-15,"PRLA.20200615.PHYTOPLANKTON.2.CHL/PHEO.1",2.82
"35719","D09","PRLA",2020-06-15,"PRLA.20200615.PHYTOPLANKTON.1.CHL/PHEO.1",2.74
"35854","D09","PRLA",2020-09-29,"PRLA.20200929.PHYTOPLANKTON.1.CHL/PHEO.1",104.87
"35886","D09","PRLA",2020-09-29,"PRLA.20200929.PHYTOPLANKTON.3.CHL/PHEO.1",124.44
"35913","D09","PRLA",2020-09-29,"PRLA.20200929.PHYTOPLANKTON.2.CHL/PHEO.1",89.39
"35941","D09","PRLA",2021-04-20,"PRLA.20210420.PHYTOPLANKTON.1.CHL/PHEO.1",18.98
"35967","D09","PRLA",2021-04-20,"PRLA.20210420.PHYTOPLANKTON.2.CHL/PHEO.1",18.91
"36013","D09","PRLA",2021-04-20,"PRLA.20210420.PHYTOPLANKTON.3.CHL/PHEO.1",20.03
"36049","D09","PRLA",2021-07-13,"PRLA.20210713.PHYTOPLANKTON.2.CHL/PHEO.1",65.95
"36070","D09","PRLA",2021-07-13,"PRLA.20210713.PHYTOPLANKTON.3.CHL/PHEO.1",68.18
"36083","D09","PRLA",2021-07-13,"PRLA.20210713.PHYTOPLANKTON.1.CHL/PHEO.1",65.25
"36163","D09","PRLA",2021-09-14,"PRLA.20210914.PHYTOPLANKTON.3.CHL/PHEO.1",3.8
"36191","D09","PRLA",2021-09-14,"PRLA.20210914.PHYTOPLANKTON.1.CHL/PHEO.1",58.67
"36203","D09","PRLA",2021-09-14,"PRLA.20210914.PHYTOPLANKTON.2.CHL/PHEO.1",56.27
"36247","D09","PRLA",2022-04-27,"PRLA.20220427.PHYTOPLANKTON.1.CHL/PHEO.1",52.5
"36289","D09","PRLA",2022-04-27,"PRLA.20220427.PHYTOPLANKTON.3.CHL/PHEO.1",33.88
"36301","D09","PRLA",2022-04-27,"PRLA.20220427.PHYTOPLANKTON.2.CHL/PHEO.1",37.96
"36443","D09","PRLA",2022-09-13,"PRLA.20220913.PHYTOPLANKTON.2.CHL/PHEO.1",69.37
"36486","D09","PRLA",2022-09-13,"PRLA.20220913.PHYTOPLANKTON.1.CHL/PHEO.1",66.61
"36500","D09","PRLA",2022-09-13,"PRLA.20220913.PHYTOPLANKTON.3.CHL/PHEO.1",65.34
"36521","D09","PRLA",2023-05-09,"PRLA.20230509.PHYTOPLANKTON.1.CHL/PHEO.1",42.29
"36555","D09","PRLA",2023-05-09,"PRLA.20230509.PHYTOPLANKTON.2.CHL/PHEO.1",44.01
"36593","D09","PRLA",2023-05-09,"PRLA.20230509.PHYTOPLANKTON.3.CHL/PHEO.1",44.59
"36629","D09","PRLA",2023-09-12,"PRLA.20230912.PHYTOPLANKTON.2.CHL/PHEO.1",36.41
"36638","D09","PRLA",2023-09-12,"PRLA.20230912.PHYTOPLANKTON.3.CHL/PHEO.1",36.88
"36702","D09","PRLA",2023-09-12,"PRLA.20230912.PHYTOPLANKTON.1.CHL/PHEO.1",26.9
"36713","D09","PRLA",2023-07-05,"PRLA.20230705.PHYTOPLANKTON.2.CHL/PHEO.1",18.2
"36791","D09","PRLA",2023-07-05,"PRLA.20230705.PHYTOPLANKTON.3.CHL/PHEO.1",18.06
"36800","D09","PRLA",2023-07-05,"PRLA.20230705.PHYTOPLANKTON.1.CHL/PHEO.1",14.7
"37707","D09","PRPO",2018-05-14,"PRPO.20180514.PHYTOPLANKTON.3.CHL/PHEO.1",37.94
"37717","D09","PRPO",2018-05-14,"PRPO.20180514.PHYTOPLANKTON.2.CHL/PHEO.1",52.51
"37739","D09","PRPO",2018-05-14,"PRPO.20180514.PHYTOPLANKTON.1.CHL/PHEO.1",33.09
"37787","D09","PRPO",2018-07-16,"PRPO.20180716.PHYTOPLANKTON.2.CHL/PHEO.1",29.12
"37809","D09","PRPO",2018-07-16,"PRPO.20180716.PHYTOPLANKTON.3.CHL/PHEO.1",19.67
"37820","D09","PRPO",2018-07-16,"PRPO.20180716.PHYTOPLANKTON.1.CHL/PHEO.1",43.94
"37867","D09","PRPO",2018-09-17,"PRPO.20180917.PHYTOPLANKTON.2.CHL/PHEO.1",20.25
"37881","D09","PRPO",2018-09-17,"PRPO.20180917.PHYTOPLANKTON.3.CHL/PHEO.1",19.02
"37885","D09","PRPO",2018-09-17,"PRPO.20180917.PHYTOPLANKTON.1.CHL/PHEO.1",21.93
"37898","D09","PRPO",2018-09-17,"PRPO.20180917.PHYTOPLANKTON.3.REP2.CHL/PHEO.2",23.41
"37928","D09","PRPO",2019-04-30,"PRPO.20190430.PHYTOPLANKTON.1.CHL/PHEO.1",37.22
"37941","D09","PRPO",2019-04-30,"PRPO.20190430.PHYTOPLANKTON.2.CHL/PHEO.1",33.77
"37978","D09","PRPO",2019-04-30,"PRPO.20190430.PHYTOPLANKTON.3.CHL/PHEO.1",29.18
"38036","D09","PRPO",2019-07-15,"PRPO.20190715.PHYTOPLANKTON.1.CHL/PHEO.1",4.2
"38044","D09","PRPO",2019-07-15,"PRPO.20190715.PHYTOPLANKTON.2.CHL/PHEO.1",76.82
"38045","D09","PRPO",2019-07-15,"PRPO.20190715.PHYTOPLANKTON.3.CHL/PHEO.1",53.58
"38124","D09","PRPO",2019-09-16,"PRPO.20190916.PHYTOPLANKTON.3.CHL/PHEO.1",62.69
"38130","D09","PRPO",2019-09-16,"PRPO.20190916.PHYTOPLANKTON.2.CHL/PHEO.1",162.08
"38135","D09","PRPO",2019-09-16,"PRPO.20190916.PHYTOPLANKTON.1.CHL/PHEO.1",33.13
"38155","D09","PRPO",2020-06-22,"PRPO.20200622.PHYTOPLANKTON.1.CHL/PHEO.1",36.06
"38162","D09","PRPO",2020-06-22,"PRPO.20200622.PHYTOPLANKTON.3.CHL/PHEO.1",6.75
"38210","D09","PRPO",2020-06-22,"PRPO.20200622.PHYTOPLANKTON.2.CHL/PHEO.1",9.33
"38311","D09","PRPO",2020-09-22,"PRPO.20200922.PHYTOPLANKTON.3.CHL/PHEO.1",18.23
"38335","D09","PRPO",2020-09-22,"PRPO.20200922.PHYTOPLANKTON.1.CHL/PHEO.1",14.68
"38340","D09","PRPO",2020-09-22,"PRPO.20200922.PHYTOPLANKTON.2.CHL/PHEO.1",15.38
"38434","D09","PRPO",2021-04-27,"PRPO.20210427.PHYTOPLANKTON.1.CHL/PHEO.1",7.34
"38435","D09","PRPO",2021-04-27,"PRPO.20210427.PHYTOPLANKTON.3.CHL/PHEO.1",11.42
"38521","D09","PRPO",2021-04-27,"PRPO.20210427.PHYTOPLANKTON.2.CHL/PHEO.1",7.69
"38529","D09","PRPO",2021-07-20,"PRPO.20210720.PHYTOPLANKTON.1.CHL/PHEO.1",68.08
"38587","D09","PRPO",2021-07-20,"PRPO.20210720.PHYTOPLANKTON.2.CHL/PHEO.1",12.04
"38589","D09","PRPO",2021-07-20,"PRPO.20210720.PHYTOPLANKTON.3.CHL/PHEO.1",15.8
"38680","D09","PRPO",2021-09-21,"PRPO.20210921.PHYTOPLANKTON.3.CHL/PHEO.1",13.76
"38686","D09","PRPO",2021-09-21,"PRPO.20210921.PHYTOPLANKTON.1.CHL/PHEO.1",37.64
"38703","D09","PRPO",2021-09-21,"PRPO.20210921.PHYTOPLANKTON.2.CHL/PHEO.1",44.39
"38792","D09","PRPO",2022-07-13,"PRPO.20220713.PHYTOPLANKTON.1.CHL/PHEO.1",27.1
"38796","D09","PRPO",2022-07-13,"PRPO.20220713.PHYTOPLANKTON.2.CHL/PHEO.1",38.14
"38802","D09","PRPO",2022-07-13,"PRPO.20220713.PHYTOPLANKTON.3.CHL/PHEO.1",34.88
"38870","D09","PRPO",2022-05-04,"PRPO.20220504.PHYTOPLANKTON.1.CHL/PHEO.1",50.52
"38884","D09","PRPO",2022-05-04,"PRPO.20220504.PHYTOPLANKTON.3.CHL/PHEO.1",41.86
"38888","D09","PRPO",2022-05-04,"PRPO.20220504.PHYTOPLANKTON.2.CHL/PHEO.1",41.86
"39004","D09","PRPO",2022-09-20,"PRPO.20220920.PHYTOPLANKTON.1.CHL/PHEO.1",55.6
"39017","D09","PRPO",2022-09-20,"PRPO.20220920.PHYTOPLANKTON.3.CHL/PHEO.1",52.1
"39018","D09","PRPO",2022-09-20,"PRPO.20220920.PHYTOPLANKTON.2.CHL/PHEO.1",46.47
"39028","D09","PRPO",2023-05-17,"PRPO.20230517.PHYTOPLANKTON.2.CHL/PHEO.1",27.88
"39068","D09","PRPO",2023-05-17,"PRPO.20230517.PHYTOPLANKTON.1.CHL/PHEO.1",27.1
"39089","D09","PRPO",2023-05-17,"PRPO.20230517.PHYTOPLANKTON.3.CHL/PHEO.1",28.11
