"","siteID","date","meanChlorophyll","maxChlorophyll","minChlorophyll"
"3518","BLWA",2024-03-23,11.6121478873239,17.33,8.81
"3519","BLWA",2024-03-24,12.4923344947735,20.94,7.48
"3520","BLWA",2024-03-25,14.1148943661972,22.01,9.65
"3521","BLWA",2024-03-26,13.6053676470588,22.88,1.06
"3522","BLWA",2024-03-27,13.6905944055944,18.53,8.4
"3523","BLWA",2024-03-28,10.5809090909091,12.65,8.9
"3524","BLWA",2024-03-29,8.65902777777778,11.08,6.49
"3525","BLWA",2024-03-30,7.48160278745645,8.41,6.7
"3526","BLWA",2024-03-31,10.3242307692308,12.8,7.94
"3527","BLWA",2024-04-01,12.536958041958,17.46,9.42
"3528","BLWA",2024-04-02,12.9713523131673,18.05,9.72
"3529","BLWA",2024-04-03,13.0057342657343,19.56,9.42
"3530","BLWA",2024-04-04,14.9609154929577,21.75,10.56
"3531","BLWA",2024-04-05,13.1155035971223,15.52,11.41
"3532","BLWA",2024-04-06,12.5124305555556,16.46,9.83
"3533","BLWA",2024-04-07,12.2796153846154,16.84,9.94
"3534","BLWA",2024-04-08,14.0677777777778,21.31,10.18
"3535","BLWA",2024-04-09,15.6664808362369,23.68,11.11
"3536","BLWA",2024-04-10,14.432350877193,22.53,11.64
"3537","BLWA",2024-04-11,12.6271080139373,19.12,10.44
"3538","BLWA",2024-04-12,11.7623958333333,14.16,9.43
"3539","BLWA",2024-04-13,12.8334494773519,15.42,10.53
"3540","BLWA",2024-04-14,16.0209722222222,17.99,13.37
"3541","BLWA",2024-04-15,17.6708710801394,21.39,13.81
"3542","BLWA",2024-04-16,17.5579225352113,23.55,13.32
"3543","BLWA",2024-04-17,17.8224738675958,24.05,12.56
"3544","BLWA",2024-04-18,19.1436524822695,29.52,14.61
"3545","BLWA",2024-04-19,18.9957462686567,29.48,12.66
"3546","BLWA",2024-04-20,18.9272084805654,27.74,12.82
"3547","BLWA",2024-04-21,20.3904255319149,27.11,14.79
"3548","BLWA",2024-04-22,20.1854964539007,27.35,16.37
"3549","BLWA",2024-04-23,20.2546830985915,28.75,15.6
"3550","BLWA",2024-04-24,19.1784912280702,27.24,13.35
"3551","BLWA",2024-04-25,20.8591366906475,33.28,15.25
"3552","BLWA",2024-04-26,18.8859566787004,28.93,13.39
"3553","BLWA",2024-04-27,20.9752158273381,32.58,14.94
"3554","BLWA",2024-04-28,19.6026785714286,28.36,14.18
"3555","BLWA",2024-04-29,20.6830215827338,32.36,13.99
"3556","BLWA",2024-04-30,19.700479704797,29.98,12.79
"3557","BLWA",2024-05-01,17.9864028776978,31.32,11.27
"3558","BLWA",2024-05-02,17.6112132352941,26.01,12.54
"3559","BLWA",2024-05-03,16.536164874552,24.74,11.1
"3560","BLWA",2024-05-04,15.373476702509,26.12,9.27
"3561","BLWA",2024-05-05,13.7210992907801,24.18,9.23
"3562","BLWA",2024-05-06,13.3436933797909,24.31,9.25
"3563","BLWA",2024-05-07,14.0390972222222,21.37,9.73
"3564","BLWA",2024-05-08,14.3542657342657,22.5,9.95
"3565","BLWA",2024-05-09,13.8099295774648,20.07,8.32
"3566","BLWA",2024-05-10,11.9621631205674,23.43,7.39
"3567","BLWA",2024-05-11,11.5518861209964,22.69,7.68
"3568","BLWA",2024-05-12,15.6243661971831,24.62,9.39
"3569","BLWA",2024-05-13,15.353986013986,24.41,9.39
"3570","BLWA",2024-05-14,17.9056296296296,29.43,11.75
"3571","BLWA",2024-05-15,17.8535793357934,25.62,10.47
"3572","BLWA",2024-05-16,14.904350877193,21.92,7.94
"3573","BLWA",2024-05-17,16.1494163424125,28.68,8.91
"3574","BLWA",2024-05-18,14.2950694444444,26.48,8.16
"3575","BLWA",2024-05-19,10.0039007092199,15.37,7.12
"3576","BLWA",2024-05-20,11.6760839160839,22.62,7.67
"3577","BLWA",2024-05-21,12.4797894736842,21.71,8.1
"3578","BLWA",2024-05-22,16.0474825174825,28.94,10.77
"3579","BLWA",2024-05-23,15.8293402777778,22.34,11.81
"3580","BLWA",2024-05-24,16.5518466898955,30.9,11.65
"3581","BLWA",2024-05-25,16.3807746478873,26.36,10.15
"3582","BLWA",2024-05-26,15.6632155477032,25.42,10.58
"3583","BLWA",2024-05-27,13.0882926829268,18.14,9.92
"3584","BLWA",2024-05-28,16.9032867132867,27.74,10.6
"3585","BLWA",2024-05-29,12.5257543859649,21.02,9.79
"3586","BLWA",2024-05-30,13.3011188811189,24.88,9.49
"3587","BLWA",2024-05-31,15.2897491039427,26.32,8.42
"3588","BLWA",2024-06-01,15.4273835125448,26.91,9.57
"3589","BLWA",2024-06-02,14.9227719298246,23.52,8.8
"3590","BLWA",2024-06-03,15.4273214285714,28.74,9.02
"3591","BLWA",2024-06-04,14.5428825622776,25.33,9.35
"3592","BLWA",2024-06-05,12.988118466899,21.58,8.69
"3593","BLWA",2024-06-06,13.2478245614035,21.91,9.09
"3594","BLWA",2024-06-07,10.9443205574913,18.45,7.86
"3595","BLWA",2024-06-08,10.5590940766551,15.96,6.7
"3596","BLWA",2024-06-09,10.6568683274021,16.08,7.48
"3597","BLWA",2024-06-10,11.0282638888889,16.51,7.92
"3598","BLWA",2024-06-11,11.5634027777778,17.5,7.77
"3599","BLWA",2024-06-12,10.2868641114983,14,7.17
"3600","BLWA",2024-06-13,12.1031597222222,20.18,8.28
"3601","BLWA",2024-06-14,12.5595035460993,22.38,7.91
"3602","BLWA",2024-06-15,12.1726056338028,19.72,7.71
"3603","BLWA",2024-06-16,12.3370175438596,20.81,8.54
"3604","BLWA",2024-06-17,15.3977464788732,23.55,8.65
"3605","BLWA",2024-06-18,14.1633333333333,27.43,9.1
"3606","BLWA",2024-06-19,13.5912267657993,29.07,7.37
"3607","BLWA",2024-06-20,13.9410714285714,28.54,9.36
"3608","BLWA",2024-06-21,15.3386925795053,39.03,8.58
"3609","BLWA",2024-06-22,15.7430107526882,28.73,10.09
"3610","BLWA",2024-06-23,14.1583916083916,25.09,9.76
"3611","BLWA",2024-06-24,15.4825441696113,27.06,9.85
"3612","BLWA",2024-06-25,18.9720714285714,33.47,11.67
"3613","BLWA",2024-06-26,18.3328771929825,31.76,10.13
"3614","BLWA",2024-06-27,17.932676056338,33.33,10.88
"3615","BLWA",2024-06-28,16.5452919708029,30,10.67
"3616","BLWA",2024-06-29,15.8187412587413,28.42,9.29
"3617","BLWA",2024-06-30,16.1865156794425,31.47,8.76
"3618","BLWA",2024-07-01,14.6054166666667,26.33,9.45
"3619","BLWA",2024-07-02,12.8839160839161,20.93,7.65
"3620","BLWA",2024-07-03,12.1809090909091,24.64,7.12
"3621","BLWA",2024-07-04,11.0349652777778,17.33,7.93
"3622","BLWA",2024-07-05,11.863951048951,22.91,7.46
"3623","BLWA",2024-07-06,12.546701754386,22.49,7.56
"3624","BLWA",2024-07-07,11.6238811188811,19.65,6.38
"3625","BLWA",2024-07-08,8.6093006993007,14.58,5.07
"3626","BLWA",2024-07-09,16.2405714285714,30.48,7.29
"3627","BLWA",2024-07-10,14.6970383275261,21.33,11.11
"3628","BLWA",2024-07-11,18.9492692307692,31.08,10.96
"3629","BLWA",2024-07-12,12.6397902097902,20.5,8.86
"3630","BLWA",2024-07-13,16.7332384341637,40.56,8.87
"3631","BLWA",2024-07-14,14.6626690391459,30.02,9.58
"3632","BLWA",2024-07-15,15.0441666666667,27.61,8.78
"3633","BLWA",2024-07-16,15.1936395759717,22.91,10.23
"3634","BLWA",2024-07-17,13.0656993006993,21.73,8.84
"3635","BLWA",2024-07-18,11.4488888888889,15.82,6.69
"3636","BLWA",2024-07-19,12.8543706293706,23.98,7.13
"3637","BLWA",2024-07-20,8.74237762237762,12.29,5.8
"3638","BLWA",2024-07-21,10.5426132404181,19.61,5.97
"3639","BLWA",2024-07-22,10.0128873239437,33.95,5.81
"3640","BLWA",2024-07-23,14.9693286219081,32.05,6.34
"3641","BLWA",2024-07-24,17.1919787985866,35.06,8.9
"3642","BLWA",2024-07-25,12.3315679442509,24.99,8.3
"3643","BLWA",2024-07-26,11.421993006993,14.69,9.21
"3644","BLWA",2024-07-27,12.9844210526316,19.58,9.65
"3645","BLWA",2024-07-28,13.1376223776224,22.21,8.77
"3646","BLWA",2024-07-29,13.3986411149826,18.12,9.01
"3647","BLWA",2024-07-30,15.356958041958,23.62,10.39
"3648","BLWA",2024-07-31,16.2710763888889,23.68,12.81
"3649","BLWA",2024-08-01,15.4151929824561,19.97,12.41
"3650","BLWA",2024-08-02,17.2649305555556,25.79,12.18
"3651","BLWA",2024-08-03,22.2731541218638,39.37,13.13
"3652","BLWA",2024-08-04,16.644593639576,21.45,12.22
"3653","BLWA",2024-08-05,17.4455555555556,31.66,12.16
"3654","BLWA",2024-08-06,20.21,50.95,12.06
"3655","BLWA",2024-08-07,21.093984962406,45.56,13.2
"3656","BLWA",2024-08-08,21.4257746478873,40.35,11.94
"3657","BLWA",2024-08-09,17.9423776223776,31.36,10.83
"3658","BLWA",2024-08-10,13.2753819444444,20.1,8.58
"3659","BLWA",2024-08-11,14.1224390243902,22.97,8.82
"3660","BLWA",2024-08-12,13.4292605633803,24.99,7.52
"3661","BLWA",2024-08-13,15.0202447552448,23.39,8.12
"3662","BLWA",2024-08-14,16.1689930555556,27.94,10.09
"3663","BLWA",2024-08-15,16.1606597222222,24.48,9.56
"3664","BLWA",2024-08-16,15.7056643356643,25.93,10.5
"3665","BLWA",2024-08-17,14.7110175438596,27.2,10
"3666","BLWA",2024-08-18,14.6569097222222,32.22,9.25
"3667","BLWA",2024-08-19,16.268362369338,32.73,7.12
"3668","BLWA",2024-08-20,14.4000348432056,19.65,8.16
"3669","BLWA",2024-08-21,11.9635294117647,17.7,7.36
"3670","BLWA",2024-08-22,15.2406936416185,23.98,7.16
"3671","BLWA",2024-08-23,12.9401098901099,24.06,7.87
"3672","BLWA",2024-08-24,13.7158115183246,29.22,7.18
"3673","BLWA",2024-08-25,14.2961621621622,31.25,7.64
"3674","BLWA",2024-08-26,13.6089130434783,25.69,6.74
"3675","BLWA",2024-08-27,16.0485863874346,28.62,7.6
"3676","BLWA",2024-08-28,20.1646153846154,37.64,11.32
"3677","BLWA",2024-08-29,18.9789743589744,30.96,13.68
"3678","BLWA",2024-08-30,17.6025795053004,30.66,9.13
"3679","BLWA",2024-08-31,18.8184642857143,28.77,9.97
"3680","BLWA",2024-09-01,16.9506227106227,28.63,8.64
"3681","BLWA",2024-09-02,12.6077738515901,25.37,8.04
"3682","BLWA",2024-09-03,10.9376071428571,17.05,7.09
"3683","BLWA",2024-09-04,12.6314545454545,22.34,6.67
"3684","BLWA",2024-09-05,12.6447601476015,20.18,5.57
"3685","BLWA",2024-09-06,9.59796296296296,15.91,6.82
"3686","BLWA",2024-09-07,8.28040441176471,10.94,6.1
"3687","BLWA",2024-09-08,9.47829090909091,17.05,5.11
"3688","BLWA",2024-09-09,12.5403676470588,21.31,6.08
"3689","BLWA",2024-09-10,15.7557358490566,24.2,8.76
"3690","BLWA",2024-09-11,17.1730882352941,33.4,10.31
"3691","BLWA",2024-09-12,13.7337698412698,44.28,6.31
"3692","BLWA",2024-09-13,8.56174418604651,11.37,5.87
"3693","BLWA",2024-09-14,12.2689855072464,18.84,7.23
"3694","BLWA",2024-09-15,11.3872962962963,15.4,9.5
"3695","BLWA",2024-09-16,11.5716842105263,15.5,9.73
"3696","BLWA",2024-09-17,12.9461324041812,15.83,10.23
"3697","BLWA",2024-09-18,11.6893031358885,14.23,8.37
"3698","BLWA",2024-09-19,8.9544578313253,14.41,7.08
"3699","BLWA",2024-09-20,9.31818181818182,17.21,7.03
"3700","BLWA",2024-09-21,9.95860294117647,13.27,7.42
"3701","BLWA",2024-09-22,11.630977443609,17.9,7.82
"3702","BLWA",2024-09-23,12.5903832752613,16.41,9.66
"3703","BLWA",2024-09-24,13.3012867647059,22.73,9.43
"3704","BLWA",2024-09-25,11.914144486692,19.47,9.73
"3705","BLWA",2024-09-26,11.2497407407407,15.36,8.67
"3706","BLWA",2024-09-27,8.90873134328358,12.93,4.34
"3707","BLWA",2024-09-28,7.03850364963504,12.19,4.16
"3708","BLWA",2024-09-29,7.01864150943396,12.57,4.91
"3709","BLWA",2024-09-30,9.5674358974359,18.68,5.45
"3710","BLWA",2024-10-01,10.6300355871886,19,5.52
"3711","BLWA",2024-10-02,13.9881454545455,22.29,9.14
"3712","BLWA",2024-10-03,10.731488372093,17.39,8.19
"3713","BLWA",2024-10-04,15.9737142857143,26.83,9.08
"3714","BLWA",2024-10-05,15.375,35.52,9.32
"3715","BLWA",2024-10-06,10.7168085106383,18.42,7.39
"3716","BLWA",2024-10-07,12.8311320754717,19.86,6.91
"3717","BLWA",2024-10-08,11.0061921708185,18.72,7.07
"3718","BLWA",2024-10-09,9.08951388888889,13.48,6.44
"3719","BLWA",2024-10-10,11.9975694444444,18.42,7.56
"3720","BLWA",2024-10-14,10.2105594405594,13.75,7.51
"3721","BLWA",2024-10-15,9.58309027777778,16.17,5.99
"3722","BLWA",2024-10-16,9.69147482014388,20.17,5.42
"3723","BLWA",2024-10-17,7.34988047808765,10.55,4.75
"3724","BLWA",2024-10-18,6.94913357400722,9.56,4.51
"3725","BLWA",2024-10-19,8.32410071942446,15.23,5.16
"3726","BLWA",2024-10-20,9.46973684210526,17.03,4.5
"3727","BLWA",2024-10-21,9.15323232323232,16.75,5.65
"3728","BLWA",2024-10-23,7.32136363636364,12.13,4.7
"3729","BLWA",2024-10-24,6.91708502024292,14.45,3.11
"3730","BLWA",2024-10-25,6.78426229508197,10.76,2.8
"3731","BLWA",2024-10-26,5.49052631578947,7.88,2.95
"3732","BLWA",2024-10-27,4.66978142076503,7.09,3.3
"3733","BLWA",2024-10-28,4.83431578947368,8.23,3.49
"3734","BLWA",2024-10-29,5.5689417989418,9.74,3.33
"3735","BLWA",2024-10-30,6.79082417582418,9.05,3.47
"3736","BLWA",2024-10-31,7.22367021276596,11.99,5.27
"3737","BLWA",2024-11-01,7.30843243243243,9.69,4.62
"3738","BLWA",2024-11-02,9.28729281767956,16.45,6.85
"3739","BLWA",2024-11-03,7.18807692307692,12.75,5.1
"3740","BLWA",2024-11-04,6.96137566137566,9.96,4.49
"3741","BLWA",2024-11-05,8.63072625698324,14.7,5.57
"3742","BLWA",2024-11-06,9.53214285714286,14.29,5.82
"3743","BLWA",2024-11-07,7.74348314606742,15.69,3.43
"3744","BLWA",2024-11-08,6.89851648351648,15.85,3.53
"3745","BLWA",2024-11-09,4.77032608695652,11.25,2.36
"3746","BLWA",2024-11-10,5.10169312169312,11.05,2.46
"3747","BLWA",2024-11-11,3.83349462365591,7.89,1.3
"3748","BLWA",2024-11-12,3.24641711229947,8.57,1.41
"3749","BLWA",2024-11-13,5.19906593406593,12.11,1.81
"3750","BLWA",2024-11-14,5.75844621513944,10.85,3.07
"3751","BLWA",2024-11-15,4.99807692307692,8.39,3.55
"3752","BLWA",2024-11-16,5.08824120603015,6.85,3.76
"3753","BLWA",2024-11-17,5.94076923076923,10.26,3.66
"3754","BLWA",2024-11-18,7.9150495049505,13.06,5.33
"3755","BLWA",2024-11-19,7.30190243902439,15.52,3.94
"3756","BLWA",2024-11-20,4.70408163265306,7.46,2.91
"3757","BLWA",2024-11-21,3.10061855670103,4.13,2.26
"3758","BLWA",2024-11-22,2.31201030927835,3.06,1.78
"3759","BLWA",2024-11-23,2.99265306122449,4.57,2.2
"3760","BLWA",2024-11-24,4.22602040816327,7.09,2.54
"3761","BLWA",2024-11-25,5.91462686567164,8.5,4.05
"3762","BLWA",2024-11-26,8.18611111111111,10.61,6
"3763","BLWA",2024-11-27,8.2627135678392,11.02,6.3
"3764","BLWA",2024-11-28,8.65472361809045,10.42,5.78
"3765","BLWA",2024-11-29,8.39659574468085,11.01,6.35
"3766","BLWA",2024-11-30,6.85335106382979,9.77,3.24
"3767","BLWA",2024-12-01,7.43978378378378,10.67,2.53
"3768","BLWA",2024-12-02,6.51317948717949,10.45,0
"3769","BLWA",2024-12-03,5.51164021164021,7.1,1.23
"3770","BLWA",2024-12-04,6.02588541666667,10.2,0.23
"3771","BLWA",2024-12-05,5.19579207920792,6.65,0.68
"3772","BLWA",2024-12-06,6.87487804878049,11.36,0.47
"3773","BLWA",2024-12-07,4.52352631578947,6.43,0.01
"3774","BLWA",2024-12-08,5.46577889447236,6.9,0.16
"3775","BLWA",2024-12-09,6.32489583333333,8.63,0.26
"3776","BLWA",2024-12-10,5.17258064516129,7.64,0.17
"3777","BLWA",2024-12-11,4.66878172588832,7.03,0.07
"3778","BLWA",2024-12-12,4.23073298429319,7.04,0.02
"3779","BLWA",2024-12-13,4.3771875,6.16,0.45
"3780","BLWA",2024-12-14,4.39694736842105,6.34,0.18
"3781","BLWA",2024-12-15,4.09436170212766,5.67,0.08
"3782","BLWA",2024-12-16,4.47816753926702,6.72,0.11
"3783","BLWA",2024-12-17,6.92219251336898,10.01,0.28
"3784","BLWA",2024-12-18,5.14046632124352,9.38,0.22
"3785","BLWA",2024-12-19,5.33336842105263,8.63,0.29
"3786","BLWA",2024-12-20,4.98631578947368,6.55,0.83
"3787","BLWA",2024-12-21,4.52890710382514,7.17,0.23
"3788","BLWA",2024-12-22,3.96260869565217,6,0.42
"3789","BLWA",2024-12-23,3.73032258064516,5.3,1.32
"3790","BLWA",2024-12-24,3.7158064516129,5.4,1.21
"3791","BLWA",2024-12-25,3.98336956521739,8.81,0.81
"3792","BLWA",2024-12-26,4.58673684210526,5.88,0.06
"3793","BLWA",2024-12-27,3.79713513513514,6.95,0.69
"3794","BLWA",2024-12-28,3.80016216216216,5.93,0.53
"3795","BLWA",2024-12-29,3.2656783919598,5.23,0
"3796","BLWA",2024-12-30,2.80847826086957,4.71,0.05
"3797","BLWA",2024-12-31,3.27349462365591,5.75,0.05
"3798","BLWA",2025-01-01,3.59705882352941,4.79,1.94
"3799","BLWA",2025-01-02,3.73066326530612,5.38,0.46
"3800","BLWA",2025-01-03,3.64558011049724,5.1,0.64
"3801","BLWA",2025-01-04,3.82733333333333,5.23,0.51
"3802","BLWA",2025-01-05,4.77306010928962,6,1.1
"3803","BLWA",2025-01-06,5.47983870967742,8.9,0.37
"3804","BLWA",2025-01-07,6.06620512820513,9.11,0.12
"3805","BLWA",2025-01-08,5.28777777777778,6.81,0.05
"3806","BLWA",2025-01-09,6.04369791666667,8.6,1.27
"3807","BLWA",2025-01-10,6.70155555555556,9.24,1.15
"3808","BLWA",2025-01-11,7.76220994475138,9.86,4.56
"3809","BLWA",2025-01-12,7.58646739130435,12.82,0.36
"3810","BLWA",2025-01-13,6.98387978142077,9.49,2.54
"3811","BLWA",2025-01-14,6.07560846560847,8.11,0.72
"3812","BLWA",2025-01-15,6.01166666666667,8.35,0.56
"3813","BLWA",2025-01-16,5.993,8.53,1.5
"3814","BLWA",2025-01-17,5.58070652173913,7.2,1.44
"3815","BLWA",2025-01-18,5.6706779661017,10.96,0.69
"3816","BLWA",2025-01-19,6.26401098901099,9.29,1.03
"3817","BLWA",2025-01-20,7.94165745856354,13.89,0.25
"3818","BLWA",2025-01-21,6.25801104972376,10.47,0.14
"3819","BLWA",2025-01-22,5.72233333333333,8.77,0.84
"3820","BLWA",2025-01-23,5.09010695187166,7.33,0.32
"3821","BLWA",2025-01-24,4.91333333333333,6.79,1.96
"3822","BLWA",2025-01-25,5.08718232044199,6.96,0.67
"3823","BLWA",2025-01-26,5.05005319148936,7.59,0.38
"3824","BLWA",2025-01-27,5.7651871657754,9.63,0.58
"3825","BLWA",2025-01-28,4.95413043478261,8.01,0.6
"3826","BLWA",2025-01-29,5.39178378378378,9.5,0.43
"3827","BLWA",2025-01-30,5.53510752688172,8.89,0.16
"3828","BLWA",2025-01-31,5.84743169398907,10.13,0.45
"3829","BLWA",2025-02-01,6.10867021276596,10.47,0.43
"3830","BLWA",2025-02-02,5.74821229050279,8.14,0.52
"3831","BLWA",2025-02-03,5.96882681564246,8.56,2.52
"3832","BLWA",2025-02-04,6.86546762589928,9.99,3.71
"3833","BLWA",2025-02-05,7.34483146067416,11.78,0.42
"3834","BLWA",2025-02-06,8.81,15.09,0.61
"3835","BLWA",2025-02-07,8.88752808988764,15.85,0.61
"3836","BLWA",2025-02-08,7.89122905027933,11.82,0.62
"3837","BLWA",2025-02-09,7.48863636363636,10.62,0.82
"3838","BLWA",2025-02-10,7.43989010989011,12.6,0.46
"3839","BLWA",2025-02-11,6.99935344827586,10.68,1.86
"3840","BLWA",2025-02-12,7.36927797833935,12.17,0.86
"3841","BLWA",2025-02-13,5.91381625441696,8.63,4.81
"3842","BLWA",2025-02-14,5.88773519163763,8.22,4.51
"3843","BLWA",2025-02-15,4.69836236933798,6.06,3.74
"3844","BLWA",2025-02-16,3.33014336917563,4.86,2.74
"3845","BLWA",2025-02-17,3.25940766550523,3.84,2.8
"3846","BLWA",2025-02-18,3.23872262773723,3.74,2.54
"3847","BLWA",2025-02-19,3.76937282229965,4.86,2.65
"3848","BLWA",2025-02-20,4.29201388888889,4.9,3.58
"3849","BLWA",2025-02-21,3.9499649122807,4.76,3.01
"3850","BLWA",2025-02-22,3.67905594405594,4.41,2.79
"3851","BLWA",2025-02-23,3.6456993006993,4.22,3.17
"3852","BLWA",2025-02-24,3.60383275261324,4.18,3.24
"3853","BLWA",2025-02-25,3.38923344947735,4.32,2.56
"3854","BLWA",2025-02-26,3.4084668989547,4.04,2.5
"3855","BLWA",2025-02-27,3.59545454545455,4.97,2.66
"3856","BLWA",2025-02-28,4.13752613240418,5.11,3.24
"3857","BLWA",2025-03-01,4.54297202797203,5.44,3.62
"3858","BLWA",2025-03-02,4.9127972027972,6.74,3.5
"3859","BLWA",2025-03-03,5.31675958188153,7.8,3.71
"3860","BLWA",2025-03-04,5.75936395759717,9.43,3.4
"3861","BLWA",2025-03-05,8.19829181494662,12.54,5.13
"3862","BLWA",2025-03-06,7.65576923076923,12.1,5.24
"3863","BLWA",2025-03-07,6.58411149825784,7.77,5.56
"3864","BLWA",2025-03-08,6.73996503496504,9.45,5.2
"3865","BLWA",2025-03-09,7.74752613240418,11.41,5.95
"3866","BLWA",2025-03-10,6.9756993006993,9.94,4.49
"3867","BLWA",2025-03-11,7.00695804195804,17.69,3.94
"3868","BLWA",2025-03-12,8.22453237410072,59.94,4.64
"3869","BLWA",2025-03-13,6.73111888111888,11.47,4.04
"3870","BLWA",2025-03-14,7.52246527777778,11.47,4.55
"3871","BLWA",2025-03-15,7.87782456140351,12.78,4.99
"3872","BLWA",2025-03-16,8.10885416666667,12.59,5.65
"3873","BLWA",2025-03-17,8.51863157894737,12.06,6.67
"3874","BLWA",2025-03-18,7.30302083333333,9.94,5.55
"3875","BLWA",2025-03-19,7.45666666666667,8.9,5.97
"3876","BLWA",2025-03-20,5.12734545454545,6.43,4.19
"3877","BLWA",2025-03-21,5.04013986013986,5.82,4.08
"3878","BLWA",2025-03-22,7.09198606271777,11.16,4.72
"3879","BLWA",2025-03-23,9.64031578947368,13.46,7.39
"3880","BLWA",2025-03-24,12.0241258741259,20.28,7.76
"3881","BLWA",2025-03-25,12.1237282229965,17.22,8.86
"3882","BLWA",2025-03-26,11.182787456446,14.13,8.17
"3883","BLWA",2025-03-27,11.8937192982456,15.58,8.43
"3884","BLWA",2025-03-28,13.778951048951,18.01,10.98
"3885","BLWA",2025-03-29,13.1451388888889,19.28,10.12
"3886","BLWA",2025-03-30,12.3419649122807,19.58,9.49
"3887","BLWA",2025-03-31,10.4211228070175,15.58,7.41
"3888","BLWA",2025-04-01,9.36926315789474,12.74,7.21
"3889","BLWA",2025-04-02,8.31992481203008,10.98,6.56
"3890","BLWA",2025-04-03,8.45125874125874,10.18,7.15
"3891","BLWA",2025-04-04,8.15364912280702,10.51,6.31
"3892","BLWA",2025-04-05,8.87221052631579,13.24,6.54
"3893","BLWA",2025-04-06,9.02684210526316,11.02,7.3
"3894","BLWA",2025-04-07,7.56961672473868,9.68,6.62
"3895","BLWA",2025-04-08,6.71571428571429,7.51,5.63
"3896","BLWA",2025-04-09,4.52790940766551,5.76,3.78
"3897","BLWA",2025-04-10,3.93261324041812,4.95,3.41
"3898","BLWA",2025-04-11,3.76989473684211,4.77,3.26
"3899","BLWA",2025-04-12,3.91853658536585,4.53,2.98
"3900","BLWA",2025-04-13,3.99712280701754,4.46,3.57
"3901","BLWA",2025-04-14,3.7084668989547,4.16,3.1
"3902","BLWA",2025-04-15,3.48778169014084,4.05,3.11
"3903","BLWA",2025-04-16,3.52700348432056,4.26,3.05
"3904","BLWA",2025-04-17,3.80234265734266,4.49,3.21
"3905","BLWA",2025-04-18,3.85474452554745,4.7,3.17
"3906","BLWA",2025-04-19,4.27233333333333,4.82,3.86
"3907","BLWA",2025-06-10,5.7892125984252,6.18,5.53
"3908","BLWA",2025-06-11,6.18696864111498,7.11,5.4
"3909","BLWA",2025-06-12,7.55259649122807,9.14,6.02
"3910","BLWA",2025-06-13,8.31927272727273,12.08,6.31
"3911","BLWA",2025-06-14,7.50017482517482,11.88,5.81
"3912","BLWA",2025-06-15,8.71329861111111,20.93,6.12
"3913","BLWA",2025-06-16,5.56724738675958,7.5,4.12
"3914","BLWA",2025-06-17,4.89617543859649,5.57,3.95
"3915","BLWA",2025-06-18,6.16024390243902,7.3,4.93
"3916","BLWA",2025-06-19,4.33240418118467,5.75,3.43
"3917","BLWA",2025-06-20,3.54529411764706,3.68,3.43
"3918","BLWA",2025-06-24,5.55305,6.46,4.65
"3919","BLWA",2025-06-25,6.46190298507463,7.79,2.28
"3920","BLWA",2025-06-26,8.65470383275261,13.71,6.15
"3921","BLWA",2025-06-27,9.73726315789474,12.74,7.53
"3922","BLWA",2025-06-28,9.30003496503497,12.17,6.59
"3923","BLWA",2025-06-29,8.71745644599303,10.75,6.7
"3924","BLWA",2025-06-30,9.99583333333333,13.16,6.98
"3925","BLWA",2025-07-01,10.5624647887324,14.25,8.39
"3926","BLWA",2025-07-02,9.65024561403509,12.01,7.36
"3927","BLWA",2025-07-03,9.03386861313869,11.93,7.32
"3928","BLWA",2025-07-10,10.0629468599034,21.71,5.28
"3929","BLWA",2025-07-11,7.09315789473684,9.67,5.17
"3930","BLWA",2025-07-12,5.43840277777778,7.81,3.33
"3931","BLWA",2025-07-13,5.13717770034843,8.87,2.94
"3932","BLWA",2025-07-14,6.99618881118881,12.53,3.94
"3933","BLWA",2025-07-15,8.28604166666667,13.81,5.05
"3934","BLWA",2025-07-16,6.9293006993007,12.45,5
"3935","BLWA",2025-07-17,9.67599303135889,18.23,5
"3936","BLWA",2025-07-18,5.39794425087108,7.86,3.61
"3937","BLWA",2025-07-19,4.70048951048951,8.2,2.93
"3938","BLWA",2025-07-20,6.53251748251748,13.26,2.86
"3939","BLWA",2025-07-21,10.0010104529617,17.28,4.12
"3940","BLWA",2025-07-22,13.531298245614,24.2,7.38
"3941","BLWA",2025-07-23,10.9808680555556,20.91,6.57
"3942","BLWA",2025-07-24,6.69529616724739,9.29,4.96
"3943","BLWA",2025-07-25,6.82815789473684,11.01,1.37
"3944","BLWA",2025-07-26,8.71031468531469,15.71,4.56
"3945","BLWA",2025-07-27,11.4267719298246,19.55,6.55
"3946","BLWA",2025-07-28,11.3500699300699,19.4,6.8
"3947","BLWA",2025-07-29,11.4015277777778,17.1,6.55
"3948","BLWA",2025-07-30,9.38670138888889,15.83,6.27
"3949","BLWA",2025-07-31,9.1956183745583,15.08,5.47
"3950","BLWA",2025-08-01,10.4392114695341,17.99,6.24
"3951","BLWA",2025-08-02,9.63701754385965,14.71,5.71
"3952","BLWA",2025-08-03,11.9109722222222,18.49,7.14
"3953","BLWA",2025-08-04,11.368350877193,14.99,7.71
"3954","BLWA",2025-08-05,9.30123674911661,14.59,7.15
"3955","BLWA",2025-08-06,7.97738675958188,10.28,6.4
