"","domainID","siteID","collectDate","sampleID","chlorophyllGramsPerSquareMeter"
"14207","D19","CARI",2020-09-10,"CARI.20200910.EPILITHON.4.REP2.CHL/PHEO.2",2.63352036575229
"14239","D19","CARI",2020-09-10,"CARI.20200910.EPILITHON.5.CHL/PHEO.1",1.59808811305071
"14250","D19","CARI",2020-09-10,"CARI.20200910.EPILITHON.6.CHL/PHEO.1",8.80766832917706
"14261","D19","CARI",2020-09-10,"CARI.20200910.EPILITHON.7.CHL/PHEO.1",9.35266001662511
"14273","D19","CARI",2020-09-10,"CARI.20200910.EPILITHON.8.CHL/PHEO.1",17.8880922693267
"14285","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.1.CHL/PHEO.1",1.28636741479634
"14297","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.2.CHL/PHEO.1",4.13289692435578
"14308","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.3.CHL/PHEO.1",0.779821280133001
"14319","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.4.CHL/PHEO.1",3.62583125519535
"14330","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.5.CHL/PHEO.1",1.63757273482959
"14341","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.6.CHL/PHEO.1",0.389650872817955
"14351","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.7.CHL/PHEO.1",3.02161263507897
"14363","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.7.REP2.CHL/PHEO.2",3.21643807148795
"14395","D19","CARI",2021-05-13,"CARI.20210513.EPILITHON.8.CHL/PHEO.1",1.28636741479634
"14407","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.1.CHL/PHEO.1",0.27379467996675
"14418","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.2.CHL/PHEO.1",0.430174563591022
"14430","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.3.CHL/PHEO.1",0.351724854530341
"14440","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.4.CHL/PHEO.1",2.98992103075644
"14451","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.5.CHL/PHEO.1",0.312759767248545
"14462","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.5.REP2.CHL/PHEO.2",0.27379467996675
"14495","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.6.CHL/PHEO.1",0.820864505403159
"14505","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.7.CHL/PHEO.1",4.72932252701579
"14516","D19","CARI",2021-07-12,"CARI.20210712.EPILITHON.8.CHL/PHEO.1",3.04862842892768
"14530","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.1.CHL/PHEO.1",12.4329800498753
"14541","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.2.CHL/PHEO.1",1.21051537822111
"14552","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.3.CHL/PHEO.1",1.17362842892768
"14563","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.4.CHL/PHEO.1",2.60390689941812
"14574","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.5.CHL/PHEO.1",1.50353283458022
"14584","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.6.CHL/PHEO.1",1.46716541978387
"14596","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.7.CHL/PHEO.1",10.9294472152951
"14606","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.7.REP2.CHL/PHEO.2",11.9560473815461
"14639","D19","CARI",2022-05-16,"CARI.20220516.EPILITHON.8.CHL/PHEO.1",13.9001454696592
"14652","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.1.CHL/PHEO.1",11.9861803823774
"14663","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.2.CHL/PHEO.1",10.6629260182876
"14674","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.3.CHL/PHEO.1",15.1485868661679
"14685","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.4.CHL/PHEO.1",13.199812967581
"14695","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.4.REP2.CHL/PHEO.2",13.3468412302577
"14727","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.5.CHL/PHEO.1",10.5522651704073
"14738","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.6.CHL/PHEO.1",13.4569825436409
"14750","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.7.CHL/PHEO.1",15.2218412302577
"14760","D19","CARI",2022-06-23,"CARI.20220623.EPILITHON.8.CHL/PHEO.1",18.7146716541978
"14773","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.1.CHL/PHEO.1",23.5998545303408
"14784","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.2.CHL/PHEO.1",12.8163965087282
"14796","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.3.CHL/PHEO.1",18.2990440565254
"14806","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.4.CHL/PHEO.1",14.1962801330008
"14818","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.5.CHL/PHEO.1",15.7938487115544
"14829","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.6.CHL/PHEO.1",15.8302161263508
"14840","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.7.CHL/PHEO.1",20.005714879468
"14851","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.8.CHL/PHEO.1",23.4549044056525
"14861","D19","CARI",2022-08-17,"CARI.20220817.EPILITHON.8.REP2.CHL/PHEO.2",23.0190149625935
"14896","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.1.CHL/PHEO.1",17.6615752285952
"14907","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.1.REP2.CHL/PHEO.2",17.9327722360765
"14939","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.2.CHL/PHEO.1",15.0665004156276
"14950","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.3.CHL/PHEO.1",18.1260390689942
"14961","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.4.CHL/PHEO.1",17.6226101413134
"14971","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.5.CHL/PHEO.1",18.319825436409
"14982","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.6.CHL/PHEO.1",16.57678719867
"14994","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.7.CHL/PHEO.1",19.0560058187864
"15004","D19","CARI",2023-05-25,"CARI.20230525.EPILITHON.8.CHL/PHEO.1",0.181317539484622
"15018","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.1.CHL/PHEO.1",18.5276392352452
"15029","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.1.REP2.CHL/PHEO.2",16.8225270157938
"15060","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.2.CHL/PHEO.1",13.6440149625935
"15071","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.3.CHL/PHEO.1",17.2875103906899
"15083","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.4.CHL/PHEO.1",12.1711346633416
"15093","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.5.CHL/PHEO.1",21.5897755610973
"15105","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.6.CHL/PHEO.1",19.2643391521197
"15115","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.7.CHL/PHEO.1",18.2564422277639
"15126","D19","CARI",2023-07-13,"CARI.20230713.EPILITHON.8.CHL/PHEO.1",21.8614921030756
"15140","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.1.CHL/PHEO.1",24.1936824605154
"15151","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.2.CHL/PHEO.1",25.1615752285952
"15162","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.3.CHL/PHEO.1",14.9033665835411
"15173","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.3.REP2.CHL/PHEO.2",15.3678304239402
"15205","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.4.CHL/PHEO.1",20.9034704904406
"15215","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.5.CHL/PHEO.1",20.1678096425603
"15227","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.6.CHL/PHEO.1",18.7359725685786
"15237","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.7.CHL/PHEO.1",24.2710931005819
"15248","D19","CARI",2023-08-21,"CARI.20230821.EPILITHON.8.CHL/PHEO.1",28.296965918537
"15748","D13","COMO",2018-06-07,"COMO.20180607.EPILITHON.1.CHL/PHEO.1",9.83115128844555
"15760","D13","COMO",2018-06-07,"COMO.20180607.EPILITHON.2.CHL/PHEO.1",55.1839152119701
"15771","D13","COMO",2018-06-07,"COMO.20180607.EPILITHON.3.CHL/PHEO.1",52.7311928512053
"15780","D13","COMO",2018-06-07,"COMO.20180607.EPILITHON.3.REP2.CHL/PHEO.2",55.4717373233583
"15789","D13","COMO",2018-06-07,"COMO.20180607.EPILITHON.4.CHL/PHEO.1",53.893391521197
"15800","D13","COMO",2018-06-07,"COMO.20180607.EPILITHON.5.CHL/PHEO.1",18.2335827098919
"15811","D13","COMO",2018-06-07,"COMO.20180607.EPIPSAMMON.1.CHL/PHEO.1",1.12622094981475
"15824","D13","COMO",2018-06-07,"COMO.20180607.EPIPSAMMON.2.CHL/PHEO.1",3.49802121926575
"15835","D13","COMO",2018-06-07,"COMO.20180607.EPIPSAMMON.3.CHL/PHEO.1",2.11350623105423
"15849","D13","COMO",2018-08-08,"COMO.20180808.EPILITHON.1.CHL/PHEO.1",7.88913133832086
"15859","D13","COMO",2018-08-08,"COMO.20180808.EPILITHON.2.CHL/PHEO.1",4.80413549459684
"15869","D13","COMO",2018-08-08,"COMO.20180808.EPILITHON.3.CHL/PHEO.1",7.27815876974231
"15880","D13","COMO",2018-08-08,"COMO.20180808.EPILITHON.4.CHL/PHEO.1",2.28543225270158
"15893","D13","COMO",2018-08-08,"COMO.20180808.EPILITHON.4.REP2.CHL/PHEO.2",2.20958021612635
"15897","D13","COMO",2018-08-08,"COMO.20180808.EPILITHON.5.CHL/PHEO.1",9.63216957605985
"15909","D13","COMO",2018-08-08,"COMO.20180808.EPIPSAMMON.1.CHL/PHEO.1",7.9181306837319
"15921","D13","COMO",2018-08-08,"COMO.20180808.EPIPSAMMON.2.CHL/PHEO.1",6.52214213539912
"15931","D13","COMO",2018-08-08,"COMO.20180808.EPIPSAMMON.3.CHL/PHEO.1",8.55118895250926
"15945","D13","COMO",2018-08-30,"COMO.20180830.EPILITHON.1.CHL/PHEO.1",1.66926433915212
"15957","D13","COMO",2018-08-30,"COMO.20180830.EPILITHON.1.REP2.CHL/PHEO.2",1.72537406483791
"15962","D13","COMO",2018-08-30,"COMO.20180830.EPILITHON.2.CHL/PHEO.1",1.3715710723192
"15973","D13","COMO",2018-08-30,"COMO.20180830.EPILITHON.3.CHL/PHEO.1",1.11907730673317
"15985","D13","COMO",2018-08-30,"COMO.20180830.EPILITHON.4.CHL/PHEO.1",2.8538029925187
"15995","D13","COMO",2018-08-30,"COMO.20180830.EPILITHON.5.CHL/PHEO.1",0.559019118869493
"16006","D13","COMO",2018-08-30,"COMO.20180830.EPIPSAMMON.1.CHL/PHEO.1",0.768031323678006
"16017","D13","COMO",2018-08-30,"COMO.20180830.EPIPSAMMON.2.CHL/PHEO.1",4.18137420006736
"16027","D13","COMO",2018-08-30,"COMO.20180830.EPIPSAMMON.3.CHL/PHEO.1",4.49217918491074
"16042","D13","COMO",2019-08-06,"COMO.20190806.EPILITHON.1.CHL/PHEO.1",7.40336658354115
"16051","D13","COMO",2019-08-06,"COMO.20190806.EPILITHON.2.CHL/PHEO.1",7.82730673316708
"16062","D13","COMO",2019-08-06,"COMO.20190806.EPILITHON.3.CHL/PHEO.1",1.95968412302577
"16071","D13","COMO",2019-08-06,"COMO.20190806.EPILITHON.3.REP2.CHL/PHEO.2",1.95968412302577
"16077","D13","COMO",2019-08-06,"COMO.20190806.EPILITHON.4.CHL/PHEO.1",2.69014962593516
"16086","D13","COMO",2019-08-06,"COMO.20190806.EPILITHON.5.CHL/PHEO.1",3.94014962593516
"16096","D13","COMO",2019-08-06,"COMO.20190806.EPIPSAMMON.1.CHL/PHEO.1",10.8147524418996
"16106","D13","COMO",2019-08-06,"COMO.20190806.EPIPSAMMON.2.CHL/PHEO.1",18.2410306500505
"16116","D13","COMO",2019-08-06,"COMO.20190806.EPIPSAMMON.3.CHL/PHEO.1",8.64672953856517
"16128","D13","COMO",2019-08-28,"COMO.20190828.EPILITHON.1.CHL/PHEO.1",7.28179551122195
"16138","D13","COMO",2019-08-28,"COMO.20190828.EPILITHON.2.CHL/PHEO.1",4.51475477971737
"16148","D13","COMO",2019-08-28,"COMO.20190828.EPILITHON.3.CHL/PHEO.1",3.98742726517041
"16159","D13","COMO",2019-08-28,"COMO.20190828.EPILITHON.4.CHL/PHEO.1",13.927680798005
"16168","D13","COMO",2019-08-28,"COMO.20190828.EPILITHON.5.CHL/PHEO.1",11.9155236907731
"16179","D13","COMO",2019-08-28,"COMO.20190828.EPILITHON.5.REP2.CHL/PHEO.2",11.5622402327515
"16184","D13","COMO",2019-08-28,"COMO.20190828.EPIPSAMMON.1.CHL/PHEO.1",2.700505220613
"16194","D13","COMO",2019-08-28,"COMO.20190828.EPIPSAMMON.2.CHL/PHEO.1",3.81879083866622
"16204","D13","COMO",2019-08-28,"COMO.20190828.EPIPSAMMON.3.CHL/PHEO.1",1.88610980127989
"16216","D13","COMO",2020-08-04,"COMO.20200804.EPILITHON.1.CHL/PHEO.1",3.05434330839568
"16227","D13","COMO",2020-08-04,"COMO.20200804.EPILITHON.2.CHL/PHEO.1",3.78636741479634
"16238","D13","COMO",2020-08-04,"COMO.20200804.EPILITHON.2.REP2.CHL/PHEO.2",4.00093516209476
"16269","D13","COMO",2020-08-04,"COMO.20200804.EPILITHON.3.CHL/PHEO.1",5.26911886949293
"16281","D13","COMO",2020-08-04,"COMO.20200804.EPILITHON.4.CHL/PHEO.1",16.7357647547797
"16292","D13","COMO",2020-08-04,"COMO.20200804.EPILITHON.5.CHL/PHEO.1",8.8055901911887
"16303","D13","COMO",2020-08-04,"COMO.20200804.EPIPSAMMON.1.CHL/PHEO.1",9.58908723475918
"16314","D13","COMO",2020-08-04,"COMO.20200804.EPIPSAMMON.2.CHL/PHEO.1",25.4378578646009
"16324","D13","COMO",2020-08-04,"COMO.20200804.EPIPSAMMON.3.CHL/PHEO.1",39.9124284270798
"16338","D13","COMO",2020-09-01,"COMO.20200901.EPILITHON.1.CHL/PHEO.1",4.46799667497922
"16348","D13","COMO",2020-09-01,"COMO.20200901.EPILITHON.2.CHL/PHEO.1",43.5302369077307
"16357","D13","COMO",2020-09-01,"COMO.20200901.EPILITHON.3.CHL/PHEO.1",26.4079384871155
"16368","D13","COMO",2020-09-01,"COMO.20200901.EPILITHON.4.CHL/PHEO.1",11.7731712385702
"16378","D13","COMO",2020-09-01,"COMO.20200901.EPILITHON.4.REP2.CHL/PHEO.2",11.0125727348296
"16403","D13","COMO",2020-09-01,"COMO.20200901.EPILITHON.5.CHL/PHEO.1",10.831255195345
"16413","D13","COMO",2020-09-01,"COMO.20200901.EPIPSAMMON.1.CHL/PHEO.1",3.76726170427753
"16424","D13","COMO",2020-09-01,"COMO.20200901.EPIPSAMMON.2.CHL/PHEO.1",5.16167059616032
"16433","D13","COMO",2020-09-01,"COMO.20200901.EPIPSAMMON.3.CHL/PHEO.1",15.9500252610307
"16446","D13","COMO",2021-08-10,"COMO.20210810.EPILITHON.1.CHL/PHEO.1",15.6894222776392
"16456","D13","COMO",2021-08-10,"COMO.20210810.EPILITHON.1.REP2.CHL/PHEO.2",16.0058187863674
"16489","D13","COMO",2021-08-10,"COMO.20210810.EPILITHON.2.CHL/PHEO.1",11.5445760598504
"16500","D13","COMO",2021-08-10,"COMO.20210810.EPILITHON.3.CHL/PHEO.1",7.4059642560266
"16511","D13","COMO",2021-08-10,"COMO.20210810.EPILITHON.4.CHL/PHEO.1",11.2261014131338
"16521","D13","COMO",2021-08-10,"COMO.20210810.EPILITHON.5.CHL/PHEO.1",3.15721113881962
"16533","D13","COMO",2021-08-10,"COMO.20210810.EPIPSAMMON.1.CHL/PHEO.1",6.57867969013136
"16544","D13","COMO",2021-08-10,"COMO.20210810.EPIPSAMMON.2.CHL/PHEO.1",6.63354664870327
"16554","D13","COMO",2021-08-10,"COMO.20210810.EPIPSAMMON.3.CHL/PHEO.1",2.18234253957562
"16568","D13","COMO",2021-09-01,"COMO.20210901.EPILITHON.1.CHL/PHEO.1",2.57273482959269
"16578","D13","COMO",2021-09-01,"COMO.20210901.EPILITHON.2.CHL/PHEO.1",3.66427680798005
"16588","D13","COMO",2021-09-01,"COMO.20210901.EPILITHON.3.CHL/PHEO.1",3.52763923524522
"16598","D13","COMO",2021-09-01,"COMO.20210901.EPILITHON.4.CHL/PHEO.1",3.87832502078138
"16607","D13","COMO",2021-09-01,"COMO.20210901.EPILITHON.5.CHL/PHEO.1",1.81889027431421
"16618","D13","COMO",2021-09-01,"COMO.20210901.EPILITHON.5.REP2.CHL/PHEO.2",1.88383208645054
"16643","D13","COMO",2021-09-01,"COMO.20210901.EPIPSAMMON.1.CHL/PHEO.1",1.80420343550017
"16653","D13","COMO",2021-09-01,"COMO.20210901.EPIPSAMMON.2.CHL/PHEO.1",2.097979117548
"16664","D13","COMO",2021-09-01,"COMO.20210901.EPIPSAMMON.3.CHL/PHEO.1",4.42222970697205
"16773","D13","COMO",2022-08-02,"COMO.20220802.EPILITHON.1.CHL/PHEO.1",24.94285120532
"16784","D13","COMO",2022-08-02,"COMO.20220802.EPILITHON.1.REP2.CHL/PHEO.2",24.6358063175395
"16810","D13","COMO",2022-08-02,"COMO.20220802.EPILITHON.2.CHL/PHEO.1",13.2392975893599
"16819","D13","COMO",2022-08-02,"COMO.20220802.EPILITHON.3.CHL/PHEO.1",13.1385078969244
"16829","D13","COMO",2022-08-02,"COMO.20220802.EPILITHON.4.CHL/PHEO.1",8.92040731504572
"16839","D13","COMO",2022-08-02,"COMO.20220802.EPILITHON.5.CHL/PHEO.1",5.56629260182876
"16849","D13","COMO",2022-08-02,"COMO.20220802.EPIPSAMMON.1.CHL/PHEO.1",5.16173795890872
"16860","D13","COMO",2022-08-02,"COMO.20220802.EPIPSAMMON.2.CHL/PHEO.1",9.2003199730549
"16869","D13","COMO",2022-08-02,"COMO.20220802.EPIPSAMMON.3.CHL/PHEO.1",9.78307174132705
"16882","D13","COMO",2022-09-27,"COMO.20220927.EPILITHON.1.CHL/PHEO.1",12.8589983374896
"16892","D13","COMO",2022-09-27,"COMO.20220927.EPILITHON.2.CHL/PHEO.1",20.9678927680798
"16901","D13","COMO",2022-09-27,"COMO.20220927.EPILITHON.3.CHL/PHEO.1",10.4686201163757
"16911","D13","COMO",2022-09-27,"COMO.20220927.EPILITHON.3.REP2.CHL/PHEO.2",10.8016417290108
"16937","D13","COMO",2022-09-27,"COMO.20220927.EPILITHON.4.CHL/PHEO.1",10.8146300914381
"16947","D13","COMO",2022-09-27,"COMO.20220927.EPILITHON.5.CHL/PHEO.1",10.5294056525353
"16958","D13","COMO",2022-09-27,"COMO.20220927.EPIPSAMMON.1.CHL/PHEO.1",4.68928932300438
"16968","D13","COMO",2022-09-27,"COMO.20220927.EPIPSAMMON.2.CHL/PHEO.1",3.88009430784776
"16978","D13","COMO",2022-09-27,"COMO.20220927.EPIPSAMMON.3.CHL/PHEO.1",3.38507915122937
"16990","D13","COMO",2023-07-10,"COMO.20230710.EPILITHON.1.CHL/PHEO.1",25.0181837073982
"16999","D13","COMO",2023-07-10,"COMO.20230710.EPILITHON.2.CHL/PHEO.1",29.4524106400665
"17009","D13","COMO",2023-07-10,"COMO.20230710.EPILITHON.3.CHL/PHEO.1",12.0599542809643
"17019","D13","COMO",2023-07-10,"COMO.20230710.EPILITHON.4.CHL/PHEO.1",11.4557356608479
"17030","D13","COMO",2023-07-10,"COMO.20230710.EPILITHON.4.REP2.CHL/PHEO.2",11.1897339983375
"17055","D13","COMO",2023-07-10,"COMO.20230710.EPILITHON.5.CHL/PHEO.1",7.9753740648379
"17066","D13","COMO",2023-07-10,"COMO.20230710.EPIPSAMMON.1.CHL/PHEO.1",20.4010239137757
"17076","D13","COMO",2023-07-10,"COMO.20230710.EPIPSAMMON.2.CHL/PHEO.1",18.025517009094
"17086","D13","COMO",2023-07-10,"COMO.20230710.EPIPSAMMON.3.CHL/PHEO.1",17.3275311552711
"17098","D13","COMO",2023-08-08,"COMO.20230808.EPILITHON.1.CHL/PHEO.1",42.9036783042394
"17107","D13","COMO",2023-08-08,"COMO.20230808.EPILITHON.2.CHL/PHEO.1",12.8906899418121
"17118","D13","COMO",2023-08-08,"COMO.20230808.EPILITHON.2.REP2.CHL/PHEO.2",13.0839567747298
"17143","D13","COMO",2023-08-08,"COMO.20230808.EPILITHON.3.CHL/PHEO.1",12.746778886118
"17153","D13","COMO",2023-08-08,"COMO.20230808.EPILITHON.4.CHL/PHEO.1",12.0552784704904
"17164","D13","COMO",2023-08-08,"COMO.20230808.EPILITHON.5.CHL/PHEO.1",9.44513715710723
"17173","D13","COMO",2023-08-08,"COMO.20230808.EPIPSAMMON.1.CHL/PHEO.1",11.9325362074773
"17183","D13","COMO",2023-08-08,"COMO.20230808.EPIPSAMMON.2.CHL/PHEO.1",10.9418659481307
"17193","D13","COMO",2023-08-08,"COMO.20230808.EPIPSAMMON.3.CHL/PHEO.1",8.87130346918154
"17205","D13","COMO",2023-09-26,"COMO.20230926.EPILITHON.1.CHL/PHEO.1",15.1168952618454
"17229","D13","COMO",2023-09-26,"COMO.20230926.EPILITHON.2.CHL/PHEO.1",23.3728179551122
"17239","D13","COMO",2023-09-26,"COMO.20230926.EPILITHON.3.CHL/PHEO.1",12.1711346633416
"17248","D13","COMO",2023-09-26,"COMO.20230926.EPILITHON.4.CHL/PHEO.1",11.4344347464672
"17259","D13","COMO",2023-09-26,"COMO.20230926.EPILITHON.5.CHL/PHEO.1",12.6750831255195
"17268","D13","COMO",2023-09-26,"COMO.20230926.EPILITHON.5.REP2.CHL/PHEO.2",13.2564422277639
"17295","D13","COMO",2023-09-26,"COMO.20230926.EPIPSAMMON.1.CHL/PHEO.1",6.8014819804648
"17305","D13","COMO",2023-09-26,"COMO.20230926.EPIPSAMMON.2.CHL/PHEO.1",4.55456382620411
"17315","D13","COMO",2023-09-26,"COMO.20230926.EPIPSAMMON.3.CHL/PHEO.1",4.46283597170765
"18674","D05","CRAM",2018-05-10,"CRAM.20180510.EPIXYLON.1.CHL/PHEO.1",8.11720698254364
"18686","D05","CRAM",2018-05-10,"CRAM.20180510.EPIXYLON.1.REP2.CHL/PHEO.2",7.88237738985869
"18695","D05","CRAM",2018-05-10,"CRAM.20180510.EPIXYLON.3.CHL/PHEO.1",12.5997506234414
"18704","D05","CRAM",2018-05-10,"CRAM.20180510.EPIXYLON.5.CHL/PHEO.1",30.848399833749
"18715","D05","CRAM",2018-05-10,"CRAM.20180510.EPIXYLON.7.CHL/PHEO.1",5.04156275976725
"18726","D05","CRAM",2018-05-10,"CRAM.20180510.EPIXYLON.9.CHL/PHEO.1",12.683395677473
"18771","D05","CRAM",2018-07-16,"CRAM.20180716.EPIXYLON.1.CHL/PHEO.1",19.6243765586035
"18783","D05","CRAM",2018-07-16,"CRAM.20180716.EPIXYLON.3.CHL/PHEO.1",34.885182876143
"18792","D05","CRAM",2018-07-16,"CRAM.20180716.EPIXYLON.5.CHL/PHEO.1",11.5206774729842
"18804","D05","CRAM",2018-07-16,"CRAM.20180716.EPIXYLON.5.REP2.CHL/PHEO.2",11.9103283458022
"18809","D05","CRAM",2018-07-16,"CRAM.20180716.EPIXYLON.7.CHL/PHEO.1",13.0413549459684
"18821","D05","CRAM",2018-07-16,"CRAM.20180716.EPIXYLON.9.CHL/PHEO.1",48.4621778886118
"18865","D05","CRAM",2018-09-27,"CRAM.20180927.EPIXYLON.10.CHL/PHEO.1",10.8884039900249
"18877","D05","CRAM",2018-09-27,"CRAM.20180927.EPIXYLON.10.REP2.CHL/PHEO.2",11.5591230257689
"18881","D05","CRAM",2018-09-27,"CRAM.20180927.EPIXYLON.2.CHL/PHEO.1",1.92019950124688
"18894","D05","CRAM",2018-09-27,"CRAM.20180927.EPIXYLON.4.CHL/PHEO.1",7.035536159601
"18904","D05","CRAM",2018-09-27,"CRAM.20180927.EPIXYLON.6.CHL/PHEO.1",3.46009975062344
"18916","D05","CRAM",2018-09-27,"CRAM.20180927.EPIXYLON.8.CHL/PHEO.1",4.98077722360765
"18959","D05","CRAM",2019-05-08,"CRAM.20190508.EPIXYLON.10.CHL/PHEO.1",1.57325436408978
"18969","D05","CRAM",2019-05-08,"CRAM.20190508.EPIXYLON.2.CHL/PHEO.1",2.70791770573566
"18978","D05","CRAM",2019-05-08,"CRAM.20190508.EPIXYLON.4.CHL/PHEO.1",9.23950540315877
"18989","D05","CRAM",2019-05-08,"CRAM.20190508.EPIXYLON.6.CHL/PHEO.1",17.3814422277639
"18999","D05","CRAM",2019-05-08,"CRAM.20190508.EPIXYLON.8.CHL/PHEO.1",2.79010806317539
"19044","D05","CRAM",2019-07-11,"CRAM.20190711.EPIXYLON.10.CHL/PHEO.1",18.4195760598504
"19053","D05","CRAM",2019-07-11,"CRAM.20190711.EPIXYLON.2.CHL/PHEO.1",19.8295926849543
"19063","D05","CRAM",2019-07-11,"CRAM.20190711.EPIXYLON.4.CHL/PHEO.1",11.2427265170407
"19073","D05","CRAM",2019-07-11,"CRAM.20190711.EPIXYLON.6.CHL/PHEO.1",13.2543640897756
"19083","D05","CRAM",2019-07-11,"CRAM.20190711.EPIXYLON.8.CHL/PHEO.1",13.0985037406484
"19093","D05","CRAM",2019-07-11,"CRAM.20190711.EPIXYLON.8.REP2.CHL/PHEO.2",11.897859517872
"19129","D05","CRAM",2019-09-25,"CRAM.20190925.EPIXYLON.10.CHL/PHEO.1",4.01600166251039
"19139","D05","CRAM",2019-09-25,"CRAM.20190925.EPIXYLON.2.CHL/PHEO.1",4.524106400665
"19148","D05","CRAM",2019-09-25,"CRAM.20190925.EPIXYLON.4.CHL/PHEO.1",3.29177057356608
"19158","D05","CRAM",2019-09-25,"CRAM.20190925.EPIXYLON.6.CHL/PHEO.1",8.27306733167082
"19168","D05","CRAM",2019-09-25,"CRAM.20190925.EPIXYLON.8.CHL/PHEO.1",9.30694098088113
"19214","D05","CRAM",2020-06-08,"CRAM.20200608.EPIXYLON.3.CHL/PHEO.1",9.06327930174563
"19224","D05","CRAM",2020-06-08,"CRAM.20200608.EPIXYLON.4.CHL/PHEO.1",26.6521197007481
"19234","D05","CRAM",2020-06-08,"CRAM.20200608.EPIXYLON.5.CHL/PHEO.1",17.9925187032419
"19244","D05","CRAM",2020-06-08,"CRAM.20200608.EPIXYLON.6.CHL/PHEO.1",14.9859725685786
"19254","D05","CRAM",2020-06-08,"CRAM.20200608.EPIXYLON.8.CHL/PHEO.1",14.8514131338321
"19323","D05","CRAM",2020-07-15,"CRAM.20200715.EPIXYLON.3.CHL/PHEO.1",8.96820448877805
"19334","D05","CRAM",2020-07-15,"CRAM.20200715.EPIXYLON.4.CHL/PHEO.1",15.1594970906068
"19345","D05","CRAM",2020-07-15,"CRAM.20200715.EPIXYLON.5.CHL/PHEO.1",22.0334580216126
"19356","D05","CRAM",2020-07-15,"CRAM.20200715.EPIXYLON.6.CHL/PHEO.1",8.23981712385702
"19367","D05","CRAM",2020-07-15,"CRAM.20200715.EPIXYLON.8.CHL/PHEO.1",1.00166251039069
